,I_STS059,I_TULOC,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_NFS033,I_SPICE,I_NFS009,I_BVC007,I_MIL003,I_NFS005,I_ANG017,I_MFS013,I_BEARD,I_SFS033,I_LYONS,I_SFS030,I_PCRST
8/31/2011,0.02,0.14,6.07,4.77,9.08,8.11,2.29,0.51,1.58,2.49,0.94,0.39,0.14,0.19,0,0,0.69,0.13,0.03,1.03
9/30/2011,0.01,0.08,2.4,1.89,4.9,2.65,0.75,0.2,1.13,2.21,0.58,0.24,0.12,0.12,0,0,0.12,0.28,0.06,0.17
10/31/2011,0,0.23,2.18,1.71,3.99,2.44,0.69,0.87,2.01,1.49,0.64,0.27,0.08,0.13,0.24,0.75,0.57,0.34,0.08,0.85
11/30/2011,0.01,0.16,0.93,0.73,0.89,2.83,0.8,0.51,1.39,1.23,0.7,0.29,0.07,0.14,0.16,0.5,0.19,0,0,0.28
12/31/2011,0,0.12,0.69,0.54,0.78,2.02,0.57,0.12,0.63,0.94,0.62,0.26,5.00E-02,0.13,0.59,1.87,0,0,0,0
1/31/2012,0.01,0.64,0.91,0.72,1.62,4.22,1.19,2.06,3.64,4.07,1.21,0.5,0.23,0.25,0.58,1.85,0.69,0.5,0.11,1.04
2/29/2012,0.16,0.38,0.68,0.53,1.15,4.28,1.21,1.69,2.62,2.52,3.34,1.39,0.14,0.68,0.27,0.86,0.53,0.25,0.06,0.79
3/31/2012,0.19,2.75,1.34,1.06,4.06,11.45,3.23,5.58,7.02,15.77,7.57,3.15,0.89,1.55,0.5,1.59,1.61,1.13,0.26,2.41
4/30/2012,0.11,3.44,6.93,5.44,18.21,27.57,7.78,18.3,18.47,36.88,3.57,1.49,2.08,0.73,0.98,3.12,6.9,1.13,0.26,10.35
5/31/2012,0.02,0.46,10.01,7.86,20.89,18.3,5.16,8.6,12.61,13.11,1.22,0.51,0.74,0.25,0.53,1.69,7.09,2.19,0.5,10.64
6/30/2012,0.02,0.18,4.31,3.39,8.52,4.16,1.17,0.95,3.47,1.88,0.93,0.39,0.11,0.19,0.14,0.45,1.02,0.3,0.07,1.53
7/31/2012,0.02,0.18,1.03,0.81,3.76,0.43,0.12,0.12,1.22,0.1,0.49,0.2,0.01,0.1,0.07,0.23,0.04,0.17,0.04,0.05
8/31/2012,0.03,0.14,0.62,0.49,2.97,0,0,0.08,0.92,0.02,0.3,0.12,0,0.06,0,0,0.08,0.08,0.02,0.12
9/30/2012,0.02,0.27,0.36,0.28,1.02,0.28,0.08,0.01,0,0,0.23,0.1,0,0.05,0.01,0.02,0,0.22,0.05,0
10/31/2012,0.01,0.13,0.42,0.33,1.46,0.06,0.02,0.12,0.79,0.77,0.43,0.18,0.04,0.09,0,0,0.03,0.15,0.03,0.04
11/30/2012,0,0.27,0.93,0.73,2.05,1.63,0.46,1.79,3.65,3.39,3.03,1.26,0.19,0.62,0.1,0.32,0.58,0.42,0.1,0.87
12/31/2012,0.33,4.49,2.28,1.79,5.85,12.36,3.49,8.1,9.43,22.42,3.73,1.55,1.26,0.76,0.61,1.94,2.17,1.35,0.31,3.25
1/31/2013,0.04,0.88,1.17,0.92,2.07,6.8,1.92,2.79,3.4,8.73,2.35,0.98,0.49,0.48,0.51,1.61,1.07,0.82,0.18,1.61
2/28/2013,0.56,0.46,1.01,0.79,2.11,6.59,1.86,2.22,3.14,6.55,3.2,1.33,0.37,0.66,0.66,2.1,0.76,0.59,0.13,1.14
3/31/2013,0.04,0.49,2.57,2.02,6.32,15.32,4.32,7.8,10.06,16.19,3.32,1.38,0.91,0.68,0.56,1.78,2.73,0.75,0.17,4.1
4/30/2013,0.04,0.46,7.66,6.02,15.1,21.09,5.95,11.89,14.28,17.66,1.28,0.53,0.99,0.26,0.74,2.36,6.44,0.44,0.1,9.66
5/31/2013,0.01,0.21,10.62,8.34,18.6,17.19,4.85,5.85,13.13,4.82,1.06,0.44,0.27,0.22,0.67,2.12,6.57,1.44,0.32,9.86
6/30/2013,0.01,0.19,7.65,6.01,7.89,6.97,1.97,1.06,3.89,0.95,0.55,0.23,0.05,0.11,0.46,1.45,1.2,0.23,0.05,1.8
7/31/2013,0.02,0.17,2.11,1.66,2.53,1.3,0.37,0.2,0.9,0.68,0.29,0.12,0.04,0.06,0.21,0.66,0.11,0.05,0.01,0.16
8/31/2013,0,0.1,0.44,0.34,2.93,0,0,0.07,0.92,0,0.2,0.08,0,0.04,0.01,0.02,0.14,0.1,0.02,0.21
9/30/2013,0,0.03,0.42,0.33,1.18,0.55,0.16,0.05,0.5,0.19,0.19,0.08,0.01,0.04,1.1,3.48,0,0.16,0.04,0
10/31/2013,0,0,0.31,0.24,1.36,0.1,0.03,0.04,0,0.25,0.25,0.1,0.01,0.05,0.13,0.43,0,0.02,0,0
11/30/2013,0,0.03,0.42,0.33,0.57,0.66,0.19,0.1,0.87,0.26,0.29,0.12,0.01,0.06,0.28,0.89,0,0,0,0
12/31/2013,0.48,0,0.45,0.35,0.59,0.73,0.21,0.14,0.93,0.52,0.33,0.14,0.03,0.07,0.24,0.77,0.05,0.1,0.02,0.07
1/31/2014,1.16,0.03,0.34,0.27,0.61,1.03,0.29,0.26,0.71,0.28,1.12,0.47,0.02,0.23,0.17,0.54,0.08,0.11,0.03,0.12
2/28/2014,0.31,0.73,0.72,0.56,2.16,3.84,1.08,1.67,3.15,6.25,1.82,0.76,0.35,0.37,0.35,1.1,0.74,0.56,0.13,1.11
3/31/2014,1.83,0.87,1.73,1.36,3.32,9.09,2.56,5.44,6.15,11.3,2.17,0.9,0.64,0.44,0.49,1.54,1.64,0.59,0.14,2.47
4/30/2014,0.22,0.52,5.64,4.43,11.33,16.07,4.53,11.94,11.87,15.69,1.22,0.51,0.88,0.25,0.6,1.89,4.66,0.55,0.12,6.99
5/31/2014,0.08,0.09,7.88,6.19,16.39,12.96,3.65,6.95,11.42,6.53,0.91,0.38,0.37,0.19,0.64,2.03,4.86,0.5,0.11,7.29
6/30/2014,0.05,0.09,3.68,2.89,4.96,5.69,1.6,0.52,2.24,0.59,0.3,0.12,0.03,0.06,0.32,1.01,0.53,0.14,0.03,0.8
7/31/2014,0.06,0.11,1.9,1.49,3.06,0.59,0.17,0.33,1.84,0.07,0.16,0.07,0,0.03,0.14,0.44,0.08,0.12,0.03,0.12
8/31/2014,0.07,0.13,0.95,0.75,2.07,0.04,0.01,0.09,1.31,0,0.1,0.04,0,0.02,0.04,0.11,0.15,0.04,0.01,0.23
9/30/2014,0.03,0.11,0.44,0.35,1.41,0,0,0.09,0.59,0,0.12,0.05,0,0.02,0.09,0.27,0,0,0,0
10/31/2014,0.06,0.03,0.42,0.33,1.22,0.06,0.02,0.06,1.4,0.05,0.16,0.07,0,0.03,0.18,0.56,0.05,0.11,0.03,0.08
11/30/2014,0.09,0.02,0.68,0.53,1,0.65,0.18,0.25,1.04,0.07,0.59,0.25,0,0.12,0.09,0.28,0.07,0.25,0.06,0.11
12/31/2014,0.67,1.54,1.44,1.13,2.45,2.21,0.62,3.13,3.69,5.28,0.92,0.38,0.3,0.19,0.49,1.54,1.29,0.64,0.15,1.94
1/31/2015,5.96,0.19,0.99,0.77,0.7,2.58,0.73,1.72,1.99,2.51,1.68,0.7,0.14,0.34,0.36,1.15,0.47,0.21,0.05,0.71
2/28/2015,7.24,2.63,3.34,2.62,6.39,8.14,2.3,9.07,9.28,20.02,2.51,1.05,1.13,0.51,0.55,1.75,3.09,0.65,0.15,4.63
3/31/2015,1.4,0.2,2.83,2.22,4.3,4.92,1.39,3.12,4.35,4.13,0.89,0.37,0.23,0.18,0.21,0.68,1.96,0.27,0.06,2.94
4/30/2015,1.22,0.17,3.3,2.59,5.72,4.38,1.24,2.76,4.43,3.19,0.62,0.26,0.18,0.13,0.17,0.55,2.34,0.24,0.05,3.51
5/31/2015,0.36,0.06,7.28,5.72,11.72,9.04,2.55,3.36,7.28,4.25,0.63,0.26,0.24,0.13,0.46,1.45,3.18,0.33,0.07,4.77
6/30/2015,0.18,0.06,5.45,4.28,7.76,4.4,1.24,0.69,2.72,0.65,0.27,0.11,0.04,0.06,0.39,1.24,0.76,0.19,0.04,1.14
7/31/2015,0.12,0.1,1.64,1.29,2.74,1,0.28,0.42,1.92,0,0.12,0.05,0,0.02,0.21,0.66,0.17,0.11,0.02,0.25
8/31/2015,0.07,0.02,0.69,0.54,0.75,0.62,0.17,0.1,0.34,0,0.06,0.02,0,0.01,0.14,0.46,0.13,0.06,0.01,0.2
9/30/2015,0.04,0.01,0.35,0.27,0,0.81,0.23,0.03,0.66,0,0.07,0.03,0,0.01,0.29,0.9,0,0.12,0.03,0
10/31/2015,0.02,0.02,0.74,0.58,1.46,1.01,0.28,0.21,1.19,0,0.15,0.06,0,0.03,0.28,0.87,0.13,0.07,0.02,0.19
11/30/2015,0.34,0.02,1.3,1.02,1.42,1.04,0.29,0.92,1.31,0.91,0.37,0.15,0.05,0.08,0.23,0.72,0.54,0.18,0.04,0.81
12/31/2015,0.06,2.29,0.96,0.76,3.58,7.08,2,1.66,2.39,5.89,1.39,0.58,0.33,0.28,0,0,0.71,1.04,0.24,1.07
1/31/2016,0.25,5.47,1.23,0.97,4.08,9.85,2.78,2.99,4.23,11.1,2.45,1.02,0.63,0.5,0.34,1.07,1.15,1.79,0.4,1.72
2/29/2016,0.08,1.49,2.11,1.66,3.35,8.56,2.41,6.07,7.18,18.25,4.21,1.75,1.03,0.86,3.64,11.51,2.08,0.86,0.19,3.12
3/31/2016,1.7,8.67,4.23,3.32,12.46,37.48,10.57,13.09,15.95,45.77,11.2,4.66,2.58,2.29,1.97,6.25,4.43,2.98,0.67,6.65
4/30/2016,0.59,1.03,9.14,7.18,19.85,42.04,11.86,21.28,21.57,41.29,7.1,2.96,2.32,1.45,0.9,2.85,7.84,0.72,0.16,11.75
5/31/2016,0.16,0.36,15.55,12.22,26.4,36.81,10.38,17.29,22.67,21.93,3.05,1.27,1.23,0.62,1.44,4.56,11.31,2.67,0.61,16.97
6/30/2016,0.1,0.25,15.63,12.28,21.46,17.19,4.85,4.03,11.51,2.78,0.81,0.34,0.16,0.17,3.04,9.64,6.49,1.58,0.36,9.73
7/31/2016,0.06,0.28,4.23,3.33,5.38,3.32,0.94,0.17,2.03,0.13,0.33,0.14,0.01,0.07,0.22,0.68,0.24,0.29,0.06,0.35
8/31/2016,0.02,0.34,1.01,0.79,2.16,1.92,0.54,0.03,0.1,0,0.19,0.08,0,0.04,0,0,0.02,0.17,0.04,0.03
9/30/2016,0.03,0.16,0.52,0.41,1.74,1.06,0.3,0,0.99,0,0.19,0.08,0,0.04,0,0,0,0.12,0.03,0
10/31/2016,0.03,0.3,6.81,5.35,6.68,3.81,1.07,3.48,7.45,5.17,0.96,0.4,0.29,0.2,0.24,0.76,2.81,0.3,0.07,4.22
11/30/2016,0.1,0.4,2.59,2.04,2.28,4.63,1.3,1.29,3.2,3.27,0.7,0.29,0.18,0.14,0.29,0.92,1.01,0.05,0.01,1.51
12/31/2016,0.12,3.16,2.79,2.19,7.87,18.25,5.15,8.73,10.69,29.19,5.23,2.18,1.64,1.07,0.96,3.03,3.1,1.09,0.24,4.64
1/31/2017,1.08,28.15,5.36,4.21,16.59,54.43,15.35,14.81,22.84,70.88,16.41,6.83,3.99,3.36,3.18,10.06,6.28,13.57,3.08,9.42
2/28/2017,3.97,34.22,5.02,3.95,25.42,76.73,21.64,15.19,22.85,106.08,18.43,7.67,5.97,3.77,2.81,8.89,7.11,22.25,5.04,10.66
3/31/2017,2.73,6.61,4.66,3.66,15.48,47.53,13.41,12.26,16.21,47.22,1.5,0.62,2.66,0.31,4.27,13.53,5.17,6.74,1.53,7.75
4/30/2017,0.74,5.76,8.04,6.32,33.64,62.03,17.5,19.78,26.63,63.8,12.7,5.29,3.59,2.6,5.53,17.5,8.36,6.98,1.58,12.54
5/31/2017,0.56,1.7,27.3,21.45,52.95,116.56,32.88,43.61,56.51,67.11,9.65,4.02,3.78,1.98,1.03,3.25,20,8.32,1.89,29.99
6/30/2017,0.27,0.87,34.45,27.07,55.59,81.91,23.1,25.8,50.14,16,3.49,1.45,0.9,0.71,0.85,2.7,19.64,7.19,1.63,29.47
7/31/2017,0.23,0.57,19.84,15.59,26.29,20.59,5.81,3.11,11.15,3.53,1.14,0.47,0.2,0.23,1.93,6.13,5.47,0.36,0.08,8.21
8/31/2017,0.09,0.33,6.26,4.92,9.14,2.87,0.81,0.45,2.37,1.99,0.69,0.29,0.11,0.14,0.52,1.66,0.42,0.19,0.04,0.62
9/30/2017,0.02,0.19,3.01,2.36,6.19,0.9,0.25,0.35,1.65,1.85,0.54,0.22,0.1,0.11,0,0,0.21,0.28,0.06,0.31
10/31/2017,0.03,0.09,1.35,1.06,2.78,1,0.28,0.03,1.03,1,0.54,0.22,0.06,0.11,0.19,0.61,0.13,0.15,0.03,0.19
11/30/2017,0.05,1.63,2.8,2.2,3.62,7.06,1.99,4.58,6.3,6.14,1.24,0.52,0.35,0.25,0.48,1.51,1.86,0.51,0.12,2.78
12/31/2017,0.41,0.28,1.46,1.14,1.5,3.97,1.12,0.89,2.56,3.37,0.76,0.32,0.19,0.16,0.63,1.99,0.46,0.43,0.1,0.69
1/31/2018,0.17,1.17,1.69,1.33,2.22,7.92,2.24,4.18,5.16,10.15,1.94,0.81,0.57,0.4,0.6,1.9,1.56,0.63,0.14,2.34
2/28/2018,0.1,0.36,1.24,0.98,1.11,5.29,1.49,1.73,2.68,3.64,0.98,0.41,0.2,0.2,0.36,1.13,0.7,0.35,0.08,1.04
3/31/2018,0.76,8.02,2.7,2.12,8.25,25.44,7.18,9,11.93,35.22,7.84,3.26,1.98,1.61,1.54,4.88,3.27,5.18,1.17,4.91
4/30/2018,0.86,2.8,12.01,9.44,27.4,59.94,16.91,23.47,29.48,51.45,11.89,4.95,2.9,2.43,2.72,8.62,9.41,4.77,1.08,14.12
5/31/2018,0.16,0.78,14.91,11.72,24.52,30.62,8.64,8.2,18.07,11.19,2.71,1.13,0.63,0.55,2.3,7.27,8.18,3.7,0.84,12.27
6/30/2018,0.08,0.45,9.33,7.33,14.28,11.78,3.32,0.91,4.44,2.82,1.01,0.42,0.16,0.21,1.02,3.24,2.36,0.4,0.09,3.53
7/31/2018,0.04,0.29,2.87,2.26,5.1,2.17,0.61,0.13,1.65,2.48,0.5,0.21,0.14,0.1,0.27,0.86,0.12,0.11,0.03,0.18
8/31/2018,0.05,0.1,0.88,0.69,2.97,0.54,0.15,0.02,0.8,2.39,0.39,0.16,0.13,0.08,0.24,0.76,0.16,0.09,0.02,0.24
9/30/2018,0.03,0.13,0.55,0.44,2.13,0.16,0.05,0,0.22,0.94,0.26,0.11,0.05,0.05,0.13,0.4,0.01,0.03,0,0.01
10/31/2018,0,0.12,0.6,0.47,1.82,0.22,0.06,0.05,0.91,1.22,0.37,0.15,0.07,0.08,0.13,0.42,0.01,0.11,0.03,0.01
11/30/2018,0.01,0.47,0.55,0.44,2.47,0.69,0.19,0.41,1.63,1.15,0.65,0.27,0.06,0.13,0.25,0.79,0.22,0.25,0.05,0.34
12/31/2018,0.05,0.57,0.74,0.58,1.69,2.8,0.79,0.7,1.17,2.32,0.91,0.38,0.13,0.19,0.23,0.73,0.37,0.43,0.1,0.56
1/31/2019,0.4,5.12,0.97,0.76,5.46,5.25,1.48,1.83,3.52,12.53,3.5,1.46,0.71,0.72,0.79,2.51,0.92,2.06,0.47,1.38
2/28/2019,0.21,18.75,1.82,1.43,8.47,16.63,4.69,5.37,9.05,27.83,7.9,3.29,1.57,1.62,1.6,5.08,2.14,4.14,0.94,3.22
3/31/2019,0.25,12.93,1.39,1.09,10.1,26.35,7.43,3.75,7.19,39.29,13.12,5.46,2.21,2.69,2.03,6.43,2.14,7.47,1.69,3.21
4/30/2019,0.11,3.51,8.23,6.47,19.43,75.02,21.16,24.59,27.32,65.67,19.26,8.02,3.7,3.94,2.75,8.7,8.31,2.37,0.54,12.46
5/31/2019,0.08,2.66,15.02,11.8,35.36,74.87,21.12,31.38,36.14,63.9,14.63,6.09,3.6,3,3.32,10.52,11.31,4.31,0.97,16.96
6/30/2019,0.04,1.3,25.84,20.3,52.9,79.88,22.53,29.22,41.95,42.24,8.56,3.56,2.38,1.75,1.05,3.33,21.07,2.11,0.48,31.61
7/31/2019,0.02,1.1,15.15,11.9,20.66,17.64,4.98,3.52,8.75,5.74,1.77,0.74,0.32,0.36,0.76,2.4,5.58,0,0,8.36
8/31/2019,0.02,0.42,3.84,3.01,6.55,2.98,0.84,0.11,1.01,3.15,0.88,0.37,0.18,0.18,0,0,0.39,0.26,0.06,0.59
9/30/2019,0.01,0.11,1.09,0.86,3.74,0,0,0.12,0.04,2.77,0.64,0.27,0.16,0.13,0,0,0,0.15,0.03,0
10/31/2019,0,0.13,0.61,0.48,1.79,1.95,0.55,0,0.48,2.29,0.55,0.23,0.13,0.11,0.05,0.15,0,0.24,0.06,0
11/30/2019,0,0.25,0.52,0.41,1.1,1.96,0.55,0.2,1.03,1.57,0.52,0.22,0.09,0.11,0.03,0.1,0,0.12,0.03,0
12/31/2019,0,1.94,0.84,0.66,3.73,3.74,1.06,0.99,2.93,6.55,2.45,1.02,0.37,0.5,0.61,1.93,0.55,1.44,0.33,0.83
1/31/2020,0,0.8,0.6,0.47,1.3,4.73,1.33,1.03,2.29,5.44,1.5,0.62,0.31,0.31,0.42,1.32,0.34,0.6,0.14,0.51
2/29/2020,0,0.49,0.95,0.74,1.35,6.31,1.78,2.35,3.42,5.12,1.78,0.74,0.29,0.36,0.29,0.92,0.66,0.35,0.08,0.99
3/31/2020,0,3.57,1.22,0.96,3.08,8.72,2.46,4.18,4.77,8.96,2.07,0.86,0.5,0.42,0.43,1.36,1.22,1.06,0.24,1.82
4/30/2020,0,4.04,6.13,4.82,15.24,27.77,7.83,15.83,17.29,33.92,7.25,3.02,1.91,1.48,1.3,4.12,5.99,1.53,0.34,8.99
5/31/2020,0,0.77,11.75,9.23,26.59,25.81,7.28,16.6,20.23,27.46,4.59,1.91,1.55,0.94,1.1,3.47,9.45,1.11,0.25,14.17
6/30/2020,0,0.36,5.97,4.69,10.99,8.1,2.28,1.59,4.14,4.18,1.22,0.51,0.24,0.25,0.57,1.81,1.85,0.31,0.07,2.77
7/31/2020,0,0.2,1.61,1.27,2.87,2.75,0.78,0.15,1.12,1.72,0.52,0.22,0.1,0.11,0.23,0.74,0.16,0.19,0.04,0.24
8/31/2020,0,0.22,0.74,0.58,0.89,2.02,0.57,0.11,1.31,1.5,0.3,0.12,0.08,0.06,0.15,0.47,0.07,0.12,0.03,0.1
9/30/2020,0,0.13,0.4,0.32,1.9,0.42,0.12,0.04,0.42,0.52,0.25,0.1,0.03,0.05,0.14,0.45,0.02,0.33,0.08,0.03
10/31/2020,0,0.02,0.24,0.19,1.54,0.44,0.12,0,0.8,1.89,0.28,0.12,0.11,0.06,0.08,0.25,0,0.1,0.02,0
11/30/2020,0,0.06,0.26,0.2,0.73,0,0,0.17,0.18,0.36,0.41,0.17,0.02,0.08,0,0,0,0.17,0.04,0
12/31/2020,0,0.23,0.41,0.32,0.74,1.8,0.51,0.27,0.24,0.5,0.49,0.2,0.03,0.1,0.16,0.52,0.05,0.22,0.05,0.08
1/31/2021,0,1.87,0.51,0.4,1.63,1.51,0.42,0.98,0.8,1.51,0.55,0.23,0.08,0.11,0.18,0.58,0.18,0.18,0.04,0.28
2/28/2021,0,0.99,0.61,0.48,1.49,3.51,0.99,1.25,1.42,3.65,0.97,0.4,0.21,0.2,0.23,0.72,0.56,0.75,0.17,0.84
3/31/2021,0,1.16,0.98,0.77,2.47,6.81,1.92,2.61,3.07,7.07,1.82,0.76,0.4,0.37,0.34,1.09,0.95,0.73,0.17,1.42
4/30/2021,0,0.52,5.02,3.94,10.41,15.73,4.44,12.52,15.77,14.59,2.83,1.18,0.82,0.58,0.57,1.82,4.64,0.35,0.08,6.96
5/31/2021,0,0.4,8.79,6.91,15.34,13.77,3.88,6.96,11.23,6.21,1.23,0.51,0.35,0.25,0.47,1.5,5.21,0.14,0.03,7.82
6/30/2021,0,0.18,3.9,3.06,5.95,4.35,1.23,0.43,2,1.3,0.33,0.14,0.07,0.07,0,0.01,0.48,0.16,0.04,0.73
7/31/2021,0,0.11,1,0.79,0.67,2.52,0.71,0.15,1.04,0.47,0.15,0.06,0.03,0.03,0.11,0.34,0.09,0.1,0.02,0.13
8/31/2021,0,0.09,0.53,0.41,2.5,0,0,0.03,0.13,0.04,0.1,0.04,0,0.02,0,0,0.01,0.14,0.03,0.01
9/30/2021,0,0.07,0.31,0.25,3.26,0,0,0,0.89,3.27,0.11,0.05,0.18,0.02,0,0,0.02,0.08,0.02,0.04
