,I_STS059,I_TULOC,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_NFS033,I_SPICE,I_NFS009,I_BVC007,I_MIL003,I_NFS005,I_ANG017,I_MFS013,I_BEARD,I_SFS033,I_LYONS,I_SFS030,I_PCRST
1/31/1963,2.55,2.75,0.65,0.51,2.68,10.44,2.95,1.68,3.98,20.11,3.2,1.33,1.13,0.66,0.73,2.31,0.77,0,0,1.15
2/28/1963,0.43,6,2.33,1.83,10.59,22.13,6.24,7.53,16.82,44.85,11,4.58,2.53,2.25,2.2,6.96,2.52,1.43,0.33,3.78
3/31/1963,0.41,3.81,1.71,1.34,5.26,6.15,1.73,4.96,5.04,11.19,3.47,1.44,0.63,0.71,0.58,1.85,1.84,1.37,0.31,2.77
4/30/1963,1.55,9.84,3.21,2.52,6.94,23.63,6.67,7.41,9.49,25.56,7.27,3.03,1.44,1.49,1.34,4.26,4.58,5.17,1.17,6.87
5/31/1963,0.27,2.21,16.51,12.98,33.95,83.15,23.45,20.89,37.49,64,11.27,4.69,3.6,2.31,3.19,10.11,15.4,3.91,0.89,23.1
6/30/1963,0.12,0.66,18.79,14.76,35.55,37.81,10.67,9.72,19.86,16.53,2.9,1.21,0.93,0.59,1.27,4.03,11.86,0.95,0.22,17.79
7/31/1963,0.08,0.19,9.99,7.85,14.68,8.68,2.45,0.73,3.64,2.37,0.88,0.37,0.13,0.18,0.23,0.72,2.05,0.02,0,3.07
8/31/1963,0.05,0.05,2.53,1.99,3.6,1.63,0.46,0,2.32,0.45,0.45,0.19,0.03,0.09,0.09,0.28,1.19,0.5,0.11,1.78
9/30/1963,0.01,0.03,1.45,1.14,2.31,0,0,1.11,0.4,1.03,0.34,0.14,0.06,0.07,0.17,0.54,0.34,0.64,0.14,0.51
10/31/1963,0.03,0.18,3.57,2.8,2.16,0,0,2.01,0.04,1.26,0.43,0.18,0.07,0.09,0,0,0,0.33,0.07,0
11/30/1963,0.26,1.53,1.04,0.82,3.78,6.3,1.78,3.35,3.37,9.52,2.41,1,0.54,0.49,0.54,1.72,0.35,0.2,0.04,0.53
12/31/1963,0.48,0.39,0.72,0.57,3.21,1.41,0.4,3.4,4.35,5.98,1.42,0.59,0.34,0.29,0.26,0.83,0.74,1.01,0.23,1.11
1/31/1964,0.47,2.83,0.53,0.42,2.62,3.21,0.91,2.57,2.62,3.51,1.83,0.76,0.2,0.37,0.37,1.16,1.21,0.72,0.16,1.81
2/29/1964,0.51,0.85,0.59,0.46,2.46,2.34,0.66,2.9,2.58,5.48,1.63,0.68,0.31,0.33,0.34,1.09,0.86,0.56,0.13,1.28
3/31/1964,0.22,1.09,0.73,0.57,3.09,6.34,1.79,4.2,2.83,8.8,2.67,1.11,0.5,0.55,0.5,1.6,1.8,0.81,0.18,2.7
4/30/1964,0.12,0.95,4.35,3.41,8.25,18.21,5.14,7.02,11.66,25.49,5.28,2.2,1.44,1.08,1.26,4,4.53,0.29,0.06,6.79
5/31/1964,0.06,0.58,10.88,8.55,19.13,36.23,10.22,13.45,19.83,29.87,4.44,1.85,1.68,0.91,1.33,4.21,8.5,0.36,0.08,12.75
6/30/1964,0.02,0.25,10.48,8.23,17.86,22.12,6.24,5.88,9.93,10.58,1.29,0.54,0.6,0.26,0.67,2.13,5.71,0.13,0.03,8.56
7/31/1964,0.02,0,3.27,2.57,4.8,4.04,1.14,0.08,2.06,1.61,0.34,0.14,0.09,0.07,0.09,0.29,0.76,0.48,0.1,1.13
8/31/1964,0.03,0.01,0.83,0.65,1.79,0.59,0.17,1.02,1.6,0.54,0.17,0.07,0.03,0.03,0.04,0.13,1.21,0.47,0.11,1.81
9/30/1964,0.02,0.01,0.49,0.38,1.23,0.43,0.12,1.46,0,0.95,0.18,0.07,0.05,0.04,0.11,0.34,0.46,0.2,0.04,0.69
10/31/1964,0,0.02,0.98,0.77,1.17,0,0,0.33,0,0.06,0.18,0.07,0,0.04,0,0,0,0,0,0
11/30/1964,0.09,0.81,0.73,0.57,1.9,4.86,1.37,0.53,0,1.63,0.97,0.4,0.09,0.2,0.18,0.56,0.23,0.22,0.05,0.35
12/31/1964,0.89,14.79,3.29,2.59,17.31,44.75,12.62,10.38,24.42,88.2,18.4,7.66,4.97,3.77,3.78,11.97,4.59,2.43,0.55,6.89
1/31/1965,1.86,12.06,8.15,6.4,8.09,21.43,6.04,4.73,6.33,30.23,11.45,4.77,1.7,2.34,2.19,6.93,2.81,4.99,1.13,4.22
2/28/1965,0.54,2.02,1.4,1.1,5.81,15.44,4.35,4.75,5.1,19.17,4.84,2.02,1.08,0.99,0.6,1.91,1.97,2.14,0.48,2.96
3/31/1965,1.52,1.95,1.6,1.26,6.64,18.35,5.18,6.91,7.4,18.97,3.68,1.53,1.07,0.75,1.18,3.73,3.07,1.34,0.3,4.61
4/30/1965,3.41,7.34,4.84,3.81,12.52,53.02,14.96,14.18,18.8,41.94,7.69,3.2,2.36,1.57,1.51,4.77,7.66,2.56,0.58,11.49
5/31/1965,0.81,1.28,13.92,10.94,30.37,62.42,17.61,22.11,32.91,56.29,6.25,2.6,3.17,1.28,2.3,7.28,12.17,1.48,0.34,18.26
6/30/1965,0.24,0.58,18.97,14.91,37.87,45.34,12.79,14.65,25.41,26.36,3.02,1.26,1.48,0.62,1.27,4.02,12.86,0.28,0.06,19.29
7/31/1965,0.07,0.36,13.73,10.79,20.78,11.59,3.27,2.22,6.71,3.3,1.2,0.5,0.19,0.25,0.41,1.3,3.83,0,0,5.74
8/31/1965,0.05,0.25,6.05,4.75,7.9,7.32,2.06,0.99,3.11,2.72,0.98,0.41,0.15,0.2,0.21,0.67,1.35,0,0,2.03
9/30/1965,0,0.05,1.78,1.4,3.62,0,0,0,1.95,1.01,0.45,0.19,0.06,0.09,0.15,0.47,0.49,0.46,0.1,0.73
10/31/1965,0.04,0.16,3.32,2.61,2.54,0,0,1.23,0.75,1.18,0.32,0.13,0.07,0.07,0,0,0,0.13,0.03,0
11/30/1965,0.06,1.24,0.31,0.24,2.7,7.58,2.14,0.79,0.1,7.79,2.36,0.98,0.44,0.48,0.49,1.56,1.05,0.44,0.1,1.58
12/31/1965,0.11,2.26,0.25,0.2,2.27,3.9,1.1,1.44,1.14,4.46,1.87,0.78,0.25,0.38,0.37,1.18,0.82,1.53,0.35,1.23
1/31/1966,0.27,2.23,0.07,0.06,2.08,4.76,1.34,1.78,1.04,4.23,2.13,0.89,0.24,0.44,0.4,1.25,1.16,1.74,0.39,1.74
2/28/1966,0.04,2.42,0.51,0.4,1.72,3.98,1.12,2.02,1.08,4.25,2.08,0.87,0.24,0.43,0.39,1.23,1.28,1.1,0.25,1.92
3/31/1966,0.51,1.04,2.29,1.8,5.36,11.83,3.34,7.73,7.78,22.28,5.32,2.22,1.25,1.09,0.96,3.03,2.43,0.95,0.22,3.65
4/30/1966,0.15,0.59,9.4,7.38,16.67,36.37,10.26,18,23.88,34.61,6.27,2.61,1.95,1.28,1.76,5.58,6.44,0,0,9.66
5/31/1966,0.07,0.27,14.94,11.74,26.54,26.68,7.52,11.58,21.19,13.13,2.67,1.11,0.74,0.55,1.27,4.03,11.01,0.54,0.12,16.52
6/30/1966,0.04,0.11,5.8,4.55,9.52,6.04,1.7,1.33,3.09,1.72,0.52,0.22,0.1,0.11,0.25,0.78,1.52,0.63,0.14,2.28
7/31/1966,0.02,0.1,1.94,1.52,2.81,2.38,0.67,1.52,0.2,0.4,0.32,0.13,0.02,0.07,0.08,0.27,0.72,0.72,0.16,1.07
8/31/1966,0.01,0.16,0.89,0.7,1.48,0,0,1.84,0.01,0.17,0.16,0.07,0.01,0.03,0,0,0.87,0.31,0.07,1.3
9/30/1966,0,0.1,5.22,4.1,1.21,0,0,0.17,0.66,0.5,0.06,0.02,0.03,0.01,0,0,0.39,0,0,0.58
10/31/1966,0,0,0,0,1.18,0.34,0.1,0,0.55,0.12,0.12,0.05,0.01,0.02,0,0,0,0,0,0
11/30/1966,0.1,0.44,0.21,0.17,1.96,6.68,1.88,1.02,0.36,4.31,1.06,0.44,0.24,0.22,0.17,0.53,0.38,0.16,0.04,0.57
12/31/1966,0.5,4.2,0.71,0.56,3.65,20.39,5.75,3.48,6.85,21.39,5.64,2.35,1.2,1.15,1.1,3.48,0.99,0.83,0.19,1.49
1/31/1967,4.88,8.77,0.66,0.52,2.43,11.47,3.23,2.38,2.97,9.05,4.4,1.83,0.51,0.9,0.99,3.14,1.37,1.79,0.4,2.05
2/28/1967,3.41,2.57,0.78,0.62,3.24,8.93,2.52,3.12,4.36,15.59,3.96,1.65,0.88,0.81,0.74,2.35,1.41,2.1,0.48,2.12
3/31/1967,1.63,7.19,1.54,1.21,7.05,21.84,6.16,6.88,13.11,36.57,10.17,4.23,2.06,2.08,2.04,6.45,2.95,4.58,1.04,4.42
4/30/1967,1.08,16.12,2.77,2.18,5.11,24.96,7.04,4.9,6.06,16.02,9.1,3.79,0.9,1.86,1.75,5.55,3.75,3.88,0.88,5.63
5/31/1967,0.31,3.85,15,11.79,31.35,85.25,24.05,22.53,37.82,72.57,17.61,7.33,4.09,3.61,3.54,11.2,12.09,7.5,1.7,18.13
6/30/1967,0.13,1.15,26.32,20.68,52.48,101.23,28.55,26.2,46.45,59.82,8.75,3.64,3.37,1.79,3.15,9.98,18.75,2.19,0.5,28.13
7/31/1967,0.06,0.32,23.24,18.26,38.74,33.88,9.55,7.18,17.88,9.91,2.56,1.07,0.56,0.52,1.06,3.34,11.07,0.21,0.05,16.61
8/31/1967,0.03,0.22,7.3,5.73,7.77,5.16,1.45,0.26,1.64,1.38,0.92,0.38,0.08,0.19,0.14,0.46,1.24,0.54,0.12,1.86
9/30/1967,0.03,0.01,2.42,1.9,3.45,0.58,0.16,0.21,2.43,1.51,0.61,0.25,0.09,0.12,0.39,1.22,0.44,0.77,0.17,0.66
10/31/1967,0.04,0.18,3.23,2.54,2.37,0,0,1.92,0.11,1.31,0.39,0.16,0.07,0.08,0,0,0.38,0.64,0.15,0.57
11/30/1967,0.11,0.28,0,0,1.94,1.08,0.3,1.26,0,0.59,0.59,0.25,0.03,0.12,0.11,0.35,0.51,0.59,0.13,0.76
12/31/1967,0.45,0.53,0.61,0.48,2.43,0.35,0.1,2.24,0.04,1.53,0.64,0.27,0.09,0.13,0.11,0.35,0.32,0.42,0.1,0.49
1/31/1968,3,1.26,0.51,0.4,1.78,2.66,0.75,1.34,0.08,2.77,1.16,0.48,0.16,0.24,0.26,0.82,0.43,0.45,0.1,0.65
2/29/1968,0.77,0.18,2.55,2,3.87,8.83,2.49,3.41,6.02,16.01,4.89,2.04,0.9,1,0.93,2.94,0.97,0.46,0.11,1.45
3/31/1968,1.36,2.41,2.17,1.71,5.35,9.99,2.82,4.34,7.82,16.2,4.73,1.97,0.91,0.97,0.9,2.85,2.18,0.94,0.21,3.28
4/30/1968,0.29,0.72,5.6,4.4,10.8,25.01,7.05,12.44,17.45,24.73,5.12,2.13,1.39,1.05,1.27,4.03,4.76,0,0,7.13
5/31/1968,0.16,0.35,13.17,10.35,21.5,27.8,7.84,13.09,21.85,18.12,3,1.25,1.02,0.61,1.37,4.34,9.44,0.06,0.01,14.16
6/30/1968,0.1,0.19,9.78,7.69,16.53,7.78,2.19,2.27,6.92,3.1,0.85,0.35,0.17,0.17,0.44,1.39,2.98,0.31,0.07,4.46
7/31/1968,0.06,0.1,2.36,1.85,3.55,1.53,0.43,0.05,1.65,0.79,0.18,0.07,0.04,0.04,0.07,0.21,0.6,0.73,0.16,0.9
8/31/1968,0.03,0.05,1.77,1.39,1.93,0.91,0.26,0,0.8,0.05,0.26,0.11,0,0.05,0.05,0.17,0.29,0.17,0.04,0.43
9/30/1968,0.02,0,4.46,3.5,1.26,0,0,0.42,0.28,0.18,0.17,0.07,0.01,0.03,0,0,1.19,0,0,1.79
10/31/1968,0.02,0.02,0,0,1.54,1.8,0.51,1.82,0.09,0.41,0.29,0.12,0.02,0.06,0,0,1.33,0,0,1.99
11/30/1968,0.39,0.46,0.9,0.71,2.93,7.87,2.22,2.24,1.09,4.11,1.9,0.79,0.23,0.39,0.37,1.17,2.28,0.45,0.1,3.42
12/31/1968,1.59,2.34,1.25,0.99,2.13,7.45,2.1,1.46,2.99,2.39,2.46,1.02,0.13,0.5,0.54,1.7,0,0.88,0.2,0
1/31/1969,0.74,23.08,3.05,2.4,4.26,49.72,14.02,3.79,9.25,43.05,17.48,7.28,2.42,3.58,3.54,11.21,1.16,9.47,2.15,1.73
2/28/1969,0.24,16.11,2.04,1.6,3.45,23.27,6.56,2.99,3.63,12.53,9.37,3.9,0.71,1.92,1.73,5.47,1.06,2.89,0.65,1.59
3/31/1969,0.61,7.69,1.52,1.2,4.63,22.54,6.36,5.17,6.3,17,7.91,3.29,0.96,1.62,1.62,5.12,3.23,4.06,0.92,4.84
4/30/1969,0.28,5.08,4.19,3.29,17.84,62.3,17.57,15.79,23.57,55.72,13.75,5.73,3.14,2.82,3.26,10.31,5.54,7.25,1.64,8.31
5/31/1969,0.14,1.47,27.67,21.74,62.59,106.24,29.97,50.91,64.78,87.07,13.98,5.82,4.9,2.86,3.62,11.46,22.84,5.07,1.15,34.26
6/30/1969,0.1,0.64,24.82,19.5,54.86,60.71,17.12,22.87,36.45,36.48,4.1,1.71,2.05,0.84,1.76,5.56,17.12,1.73,0.39,25.68
7/31/1969,0.07,0.3,17.05,13.4,23.82,17.77,5.01,3.54,10.03,3.44,1.65,0.69,0.19,0.34,0.45,1.41,6.19,0,0,9.27
8/31/1969,0.03,0.12,4.43,3.48,5.82,3.2,0.9,1.8,1.07,0.2,0.9,0.37,0.01,0.18,0.27,0.85,1.13,0.77,0.17,1.7
9/30/1969,0.02,0.13,2.11,1.66,2.89,0,0,2.87,0,0.67,0.38,0.16,0.04,0.08,0,0,0.35,0.93,0.21,0.52
10/31/1969,0,0.21,1.49,1.17,2.9,2.06,0.58,1.86,1.59,1.34,0.7,0.29,0.08,0.14,0.09,0.29,0,0.73,0.17,0
11/30/1969,0.07,0.54,1.68,1.32,2.34,0.59,0.17,0.59,1.74,1.52,1.15,0.48,0.09,0.24,0.22,0.7,0.93,0.6,0.14,1.39
12/31/1969,0.79,2.11,1.64,1.29,3.34,10.21,2.88,1.96,3.49,14.29,3.49,1.45,0.8,0.71,0.79,2.52,1.28,0,0,1.92
1/31/1970,0.23,14.16,2.26,1.77,9.02,49.49,13.96,9.6,15.8,56.95,18.18,7.57,3.21,3.72,3.64,11.54,2.4,5.51,1.25,3.6
2/28/1970,0.59,3.66,0.91,0.71,6.56,21.14,5.96,3.83,5.9,18.25,5.08,2.12,1.03,1.04,0.94,2.99,1.29,2.11,0.48,1.93
3/31/1970,0.17,6.45,2.24,1.76,8.03,27.88,7.86,6.84,8.93,20.73,5.22,2.17,1.17,1.07,1.71,5.4,2.49,2.52,0.57,3.74
4/30/1970,0.17,1.35,4.14,3.25,10.68,28.98,8.18,10.66,13.29,22.84,2.85,1.19,1.29,0.58,0.23,0.73,5.3,0.98,0.22,7.95
5/31/1970,0.1,0.76,14.36,11.28,26.75,53.48,15.09,24.07,30.78,34.81,4.68,1.95,1.96,0.96,1.68,5.33,13.56,0.64,0.15,20.34
6/30/1970,0.05,0.48,15.29,12.01,25.72,37.16,10.48,9.59,17.14,10.46,2.06,0.86,0.59,0.42,0.94,2.98,8.79,0.98,0.22,13.19
7/31/1970,0.01,0.29,6.44,5.06,9.22,0.7,0.2,2.32,2.13,1.57,0.59,0.25,0.09,0.12,0.1,0.32,1.24,0.82,0.18,1.86
8/31/1970,0.01,0.13,1.67,1.32,2.65,1.43,0.4,2.02,0.02,0.78,0.42,0.17,0.04,0.09,0.19,0.6,0.53,0.91,0.21,0.8
9/30/1970,0.02,0.1,0.64,0.51,1.75,0,0,0.8,0.05,0.32,0.17,0.07,0.02,0.03,0,0,0.88,0,0,1.32
10/31/1970,0,0.08,0.48,0.37,1.7,0.2,0.06,0.02,0,0.87,0.2,0.08,0.05,0.04,0,0,0.51,0.54,0.12,0.76
11/30/1970,0.1,1.82,0.8,0.63,2.78,7.12,2.01,0.68,1.05,6.09,2,0.83,0.34,0.41,0.45,1.42,0.35,0.46,0.1,0.52
12/31/1970,0.22,7.52,0.75,0.59,2.75,10.26,2.89,0.72,2.23,6.73,3.49,1.45,0.38,0.71,0.75,2.39,0.64,1.75,0.4,0.96
1/31/1971,2.26,3.48,3.11,2.44,3.78,5.37,1.52,1.72,4.59,11.48,3.95,1.64,0.65,0.81,0.77,2.45,1.17,1.2,0.27,1.75
2/28/1971,2.75,1.13,2.4,1.88,4.55,4.14,1.17,2.29,5.03,14.08,3.71,1.54,0.79,0.76,0.79,2.49,1.51,0.98,0.22,2.26
3/31/1971,1.71,2.89,1.31,1.03,5.13,14.78,4.17,4.92,7.33,20.7,5.66,2.36,1.17,1.16,1.08,3.42,2.49,2.83,0.64,3.73
4/30/1971,0.51,1.3,3.27,2.57,10.75,29.76,8.39,12.42,16.13,31.2,7.01,2.92,1.76,1.44,1.7,5.38,4.71,1.94,0.44,7.06
5/31/1971,0.18,0.68,11.23,8.82,21.23,48.87,13.78,20.34,26.58,40.78,5.87,2.44,2.3,1.2,1.48,4.7,8.13,1.01,0.23,12.2
6/30/1971,0.1,0.46,18.87,14.82,34.01,33.8,9.53,13.25,24.06,16.34,3.01,1.25,0.92,0.62,1.25,3.97,13.07,0,0,19.61
7/31/1971,0.11,0.32,8.82,6.93,13.74,11.99,3.38,1.08,4.77,2.09,0.95,0.4,0.12,0.19,0.28,0.88,2.5,0.29,0.06,3.74
8/31/1971,0.07,0.14,1.82,1.43,3.34,1.34,0.38,0.64,1.22,0.67,0.43,0.18,0.04,0.09,0.16,0.51,1.14,0.22,0.05,1.72
9/30/1971,0.02,0.1,0.9,0.71,1.91,0,0,0.65,0.17,0.47,0.13,0.05,0.03,0.03,0,0,0.96,0,0,1.43
10/31/1971,0.05,0.02,0.61,0.48,1.89,0.5,0.14,0.81,0.29,0.17,0.25,0.1,0.01,0.05,0,0,0.08,1.11,0.25,0.13
11/30/1971,0.26,0.32,0.7,0.55,2.13,3.04,0.86,1.97,0.72,1.35,1.14,0.47,0.08,0.23,0.29,0.91,0.11,0.73,0.16,0.16
12/31/1971,1.11,3.72,0.64,0.5,2.62,7.17,2.02,2.18,0.6,2.46,2.48,1.03,0.14,0.51,0.56,1.76,0.28,0.78,0.18,0.42
1/31/1972,1.2,1.07,1.55,1.22,1.94,1.66,0.47,1.87,0.41,2.97,1.58,0.66,0.17,0.32,0.3,0.95,0.65,1.26,0.29,0.98
2/29/1972,0.3,2.79,0.42,0.33,2.23,6.42,1.81,2.16,2.14,5.74,2.79,1.16,0.32,0.57,0.59,1.87,0.92,1.29,0.29,1.37
3/31/1972,2.21,0.8,4.1,3.22,9.02,14.31,4.04,9.32,15.22,29.59,7.34,3.06,1.67,1.5,1.42,4.49,2.89,0.71,0.16,4.34
4/30/1972,1.32,0.78,3.13,2.46,8.58,27.16,7.66,12.69,14.38,23.62,4.98,2.07,1.33,1.02,1.2,3.79,4.14,0.86,0.19,6.22
5/31/1972,0.23,0.46,14.5,11.39,23.54,41.44,11.69,19.28,26.17,26.93,3.99,1.66,1.52,0.82,1.43,4.52,11.25,0,0,16.87
6/30/1972,0.11,0.23,12.59,9.89,21.29,17.98,5.07,5.33,12.21,4.25,1.3,0.54,0.24,0.27,0.63,1.98,5.98,0.57,0.13,8.97
7/31/1972,0.12,0.05,2.86,2.25,5.4,1.76,0.5,0.34,1.65,0.51,0.44,0.18,0.03,0.09,0.11,0.34,0.5,0.92,0.21,0.75
8/31/1972,0.03,0.04,0.81,0.64,2.21,0,0,0.79,0.62,0.19,0.09,0.04,0.01,0.02,0,0,0.77,0,0,1.15
9/30/1972,0.03,0.07,0,0,1.68,0,0,0.86,0,0.04,0.09,0.04,0,0.02,0,0,0.46,0.1,0.02,0.69
10/31/1972,0.02,0,2.51,1.97,1.92,0.93,0.26,0.72,0.83,0,0.46,0.19,0,0.09,0,0,0.33,0.53,0.12,0.5
11/30/1972,0.05,0.46,0.95,0.75,1.96,1.6,0.45,1.17,0.14,0.63,0.97,0.4,0.04,0.2,0.23,0.74,0.27,0.7,0.16,0.41
12/31/1972,0.11,1.04,0.91,0.72,3.63,5.6,1.58,2.11,1.49,5.81,2.18,0.91,0.33,0.45,0.43,1.35,0.88,0.3,0.07,1.33
1/31/1973,0.21,10.69,1.16,0.91,3.12,8.33,2.35,1.56,3.06,10.33,5.71,2.38,0.58,1.17,3.02,9.57,2.15,0.51,0.12,3.23
2/28/1973,1.08,13.02,0.9,0.71,2.25,7.38,2.08,1.75,2.42,6.71,6.62,2.76,0.38,1.36,3.7,11.7,1.2,3.67,0.83,1.79
3/31/1973,2.31,8.06,1.03,0.81,2.96,11.44,3.23,3.73,3.39,11.8,6.54,2.72,0.66,1.34,3.32,10.52,1.86,3.95,0.89,2.79
4/30/1973,0.76,2.41,4.6,3.61,11.22,37.38,10.54,13.49,17.64,38.64,8.58,3.57,2.18,1.76,1.53,4.84,5.18,2.91,0.66,7.77
5/31/1973,0.28,0.84,23.25,18.27,44.07,87.48,24.67,35.52,47.19,62.75,9.13,3.8,3.53,1.87,0.25,0.8,14.82,3.6,0.82,22.23
6/30/1973,0.05,0.49,16.47,12.94,31.35,30.4,8.58,8.75,16.51,14.01,2.02,0.84,0.79,0.41,0.61,1.94,9.37,0.96,0.22,14.05
7/31/1973,0.04,0.52,5.32,4.18,7.03,6.16,1.74,0.5,1.9,1.47,0.64,0.27,0.08,0.13,0,0,1.06,1.27,0.28,1.59
8/31/1973,0.02,0.31,1.09,0.85,3.21,1.87,0.53,0.69,0.55,0.63,0.25,0.1,0.04,0.05,0,0,0.46,0,0,0.69
9/30/1973,0.01,0.09,0.76,0.6,2.13,1.5,0.42,0.07,0.43,0.27,0.22,0.09,0.02,0.05,0,0,0.83,0,0,1.24
10/31/1973,0.03,0.26,0.83,0.66,2.46,0.37,0.1,1.14,0.6,0.61,0.41,0.17,0.03,0.08,0.15,0.48,0.28,0.71,0.16,0.42
11/30/1973,0.05,1.23,5.98,4.7,7.09,8.54,2.41,3.45,11.72,19.16,5.09,2.12,1.08,1.04,0.86,2.74,1.08,0.4,0.09,1.62
12/31/1973,0.04,5.26,1.64,1.29,4.85,16.94,4.78,3.94,4.74,15.63,5.22,2.17,0.88,1.07,0,0,1.05,1.93,0.44,1.58
1/31/1974,0.05,5.69,1.77,1.39,6.57,22.06,6.22,6.61,8.41,31.79,8.15,3.39,1.79,1.67,0,0,1.83,2.03,0.46,2.75
2/28/1974,0.09,1.42,1.18,0.93,4.84,18.28,5.16,3.07,3.22,10.89,3.32,1.38,0.61,0.68,0,0,1.49,1.83,0.42,2.24
3/31/1974,0.12,10.47,2.34,1.84,7.06,28.15,7.94,8.31,9.82,31.58,9.83,4.09,1.78,2.01,1.73,5.47,2.74,3.49,0.79,4.11
4/30/1974,0.08,6.22,5.36,4.22,12.59,35.59,10.04,13.04,15.75,34.59,8.89,3.7,1.95,1.82,3.92,12.41,5.41,3.54,0.8,8.11
5/31/1974,0.04,1.07,17.72,13.92,41.09,74.81,21.1,31.8,41.8,51.36,7.35,3.06,2.89,1.51,1.49,4.73,16.38,3.06,0.69,24.58
6/30/1974,0.01,0.54,19.91,15.64,40.33,36.39,10.26,11.8,22.74,14.8,2.44,1.02,0.83,0.5,0,0,11.65,0.1,0.02,17.48
7/31/1974,0.01,0.59,9.52,7.48,12.08,12.28,3.47,1.84,4.39,3.19,0.85,0.35,0.18,0.17,0,0,1.95,0.7,0.16,2.93
8/31/1974,0.02,0.16,3.46,2.72,4.71,3.73,1.05,0.84,2.38,0.93,0.71,0.3,0.05,0.15,0.01,0.05,0.69,0.47,0.11,1.03
9/30/1974,0,0.13,1.08,0.85,2.35,0,0,0.01,0.59,0,0.31,0.13,0,0.06,0.12,0.39,0.62,0.55,0.12,0.93
10/31/1974,0,0.11,0.83,0.65,2.14,1.93,0.54,1.4,0,0.39,0,0,0.02,0,0,0,0.87,0.33,0.07,1.3
11/30/1974,0,0.24,0.84,0.66,2.12,1.38,0.39,1.38,0.29,1.04,0.56,0.23,0.06,0.11,0.25,0.78,0.31,0.42,0.09,0.47
12/31/1974,0,0.51,0.41,0.32,2.18,1.85,0.52,1.11,0.07,1.86,1.33,0.55,0.1,0.27,0.4,1.26,0,0.33,0.07,0
1/31/1975,0.03,1,0.58,0.46,2.18,3.27,0.92,1.23,0.26,3.48,1.32,0.55,0.2,0.27,0.18,0.57,0.73,0.29,0.07,1.1
2/28/1975,0.04,5.11,0.5,0.4,3.33,3.69,1.04,1.49,0.81,5.57,3.44,1.43,0.31,0.7,1.3,4.12,0.97,1.16,0.26,1.45
3/31/1975,0.04,10.92,0.7,0.55,3.67,13.33,3.76,2.64,3.19,14.86,7.29,3.04,0.84,1.49,1.6,5.08,2.63,2.54,0.58,3.95
4/30/1975,0.03,3.59,2.34,1.84,4.51,16.12,4.55,2.95,5.32,17.18,6.39,2.66,0.97,1.31,0.49,1.54,4,3.23,0.73,5.99
5/31/1975,0.03,1.34,15.94,12.52,34.14,83.5,23.55,31.54,40.81,70.39,14.29,5.95,3.96,2.93,0,0,9.03,1.04,0.24,13.55
6/30/1975,0.01,0.24,23.01,18.08,44.78,59.65,16.82,25.93,33.54,42.2,5.45,2.27,2.38,1.12,1.6,5.08,17.18,0,0,25.76
7/31/1975,0.03,0.17,10.67,8.38,15.14,14.65,4.13,2.14,6.19,3.97,0.96,0.4,0.22,0.2,0,0,3.66,0,0,5.48
8/31/1975,0.02,0.1,2.31,1.81,3.65,4.51,1.27,0,2.07,0.66,0.51,0.21,0.04,0.1,0.19,0.61,1.2,0,0,1.8
9/30/1975,0,0.06,0.99,0.78,2.26,3.15,0.89,1.15,0.82,1.09,0.44,0.18,0.06,0.09,0,0,0.46,0.98,0.22,0.7
10/31/1975,0,0.16,2.37,1.87,3.41,4.75,1.34,1.72,1.74,3.3,1.62,0.67,0.19,0.33,0,0,1.41,0,0,2.12
11/30/1975,0,0.26,1.73,1.36,3.68,6.63,1.87,1.36,1.67,4.87,1.33,0.55,0.27,0.27,0,0,1.41,0.2,0.05,2.12
12/31/1975,0.13,0.21,0.71,0.56,2.72,4.06,1.14,1.03,1.72,3.05,1.16,0.48,0.17,0.24,0,0,0.87,0.58,0.13,1.3
1/31/1976,1.89,0.23,0.53,0.42,2.29,3.24,0.91,0.8,2.87,2.12,1,0.42,0.12,0.2,0,0,0.38,0.15,0.03,0.58
2/29/1976,1.48,0.41,0.86,0.68,2.08,3.36,0.95,1.54,0.6,3.02,1.04,0.43,0.17,0.21,0,0,0.59,0.05,0.01,0.88
3/31/1976,1.72,0.54,1.15,0.91,3.2,7.81,2.2,4.18,2.96,7.84,2.08,0.87,0.44,0.43,0.08,0.26,1.33,0.23,0.05,2
4/30/1976,1.61,0.37,2.65,2.08,5.16,12.7,3.58,7.68,7.52,10.44,2.43,1.01,0.59,0.5,0.78,2.46,3.53,0,0,5.29
5/31/1976,0.41,0.19,8.33,6.55,15.55,18.33,5.17,6.59,11.69,9.11,1.74,0.72,0.51,0.36,0.61,1.92,4.55,0,0,6.82
6/30/1976,0.11,0.07,2.64,2.08,4.97,4.24,1.2,0.53,2.35,0.71,0.22,0.09,0.04,0.05,0,0,0.96,0.61,0.14,1.43
7/31/1976,0.03,0.07,0.93,0.73,1.89,1.43,0.4,0.22,1.61,0,0.01,0,0,0,0,0,0.52,0.44,0.1,0.78
8/31/1976,0.01,0.12,1.26,0.99,1.66,1.41,0.4,1.37,0,0.24,0.1,0.04,0.01,0.02,0.05,0.16,0.73,0,0,1.09
