,11317000,11318500,11315000,MKM,EBMUD_11319500,11319500,11313500,SS_HIST_EVAP,11315600,11315400,PGE_OLD_RES,11315900,11314500,11314000,11315030,LB_HIST_EVAP,11315000,NOTE: I have put the output of the excel sheet into 11315000 because I haven't matched the excel errors in python.
7/31/1955,0.744,1.266644628,0.240416529,9.346008264,9.346008264,,124.284,0.83,40.661,-901,8.673,-901,0.996099174,30.46710744,-901,0.61,0.24,
8/31/1955,0.419960331,0.713256198,0.009530579,2.703859504,2.703859504,,107.649,0.8,30.981,-901,1.894,-901,0.836231405,32.13957025,-901,0.57,0.01,
9/30/1955,0.158280992,0.515305785,0.005950413,1.088289256,1.088289256,,86.986,0.53,21.139,-901,0,-901,0.642644628,30.20429752,-901,0.35,0.01,
10/31/1955,0.277923967,0.73785124,0.00436562,1.906214876,1.906214876,,63.889,0.32,11.942,-901,0,-901,0.482677686,31.53084298,-901,0.19,0,
11/30/1955,0.534347107,1.041322314,0.120198347,4.879933884,4.879933884,,43.687,0.17,2.994,-901,0,-901,0.427834711,30.56132231,-901,0.07,0.12,
12/31/1955,23.89408264,28.5671405,15.99907438,238.7332231,238.7332231,,101.078,0.12,20.887,-901,0,-901,14.66479339,20.14333884,-901,0.06,16,
1/31/1956,25.70181818,30.86677686,6.972694215,186.6705124,186.6705124,,104.897,0.14,24.516,-901,0,-901,33.0311405,20.03266116,-901,0.09,6.97,
2/29/1956,10.39398347,11.56165289,2.720727273,77.1547686,77.1547686,,85.102,0.14,22.416,-901,0,-901,18.29732231,29.9797686,-901,0.09,2.72,
3/31/1956,8.184,9.130909091,5.509289256,85.33939669,85.33939669,,75.266,0.21,21.647,-901,0,-901,18.99966942,30.65157025,-901,0.14,5.51,
4/30/1956,7.687933884,8.907768595,10.24661157,124.7202149,124.7202149,,94.53,0.34,28.942,-901,0,-901,23.79570248,24.87272727,-901,0.24,10.25,
5/31/1956,11.65190083,12.50657851,22.19087603,275.7309339,275.7309339,,135.94,0.57,49.955,-901,20.076,-901,104.774876,7.384661157,-901,0.43,22.19,
6/30/1956,3.843966942,3.605950413,16.00066116,207.0716033,207.0716033,,139.764,0.62,49.516,-901,25.671,-901,119.0677686,28.28826446,-901,0.48,16,
7/31/1956,1.272793388,3.025190083,1.408066116,43.09745455,43.09745455,,136.701,0.86,43.291,-901,24.982,-901,12.5557686,29.27424793,-901,0.64,1.41,
8/31/1956,1.094479339,1.586380165,0.04464,7.055380165,7.055380165,,123.827,0.84,38.235,-901,11.514,-901,0.664066116,31.46935537,-901,0.6,0.04,
9/30/1956,1.225785124,1.166280992,0.012079339,4.919115702,4.919115702,,109.471,0.57,30.992,-901,2.696,-901,0.595041322,29.99008264,-901,0.4,0.01,
10/31/1956,1.149818182,1.592528926,0.105143802,8.04722314,8.04722314,,86.513,0.36,23.562,-901,0.45,-901,4.304132231,30.28879339,-901,0.24,0.11,
11/30/1956,1.505454545,1.594710744,0.636694215,9.690785124,9.690785124,,61.613,0.2,15.223,-901,0,-901,7.943801653,30.59107438,-901,0.13,0.64,
12/31/1956,1.432661157,1.703206612,0.707107438,12.04004959,12.04004959,,40.078,0.1,3.411,-901,0,-901,6.831272727,32.47775207,-901,0.05,0.71,
1/31/1957,1.567933884,2.336528926,0.462386777,13.29791736,13.29791736,,17.69,0.08,2.545,-901,0,-901,0.244105785,28.13672727,-901,0.02,0.46,
2/28/1957,5.403768595,6.936595041,4.659570248,54.44010744,54.44010744,,23.93,0.07,9.845,-901,0,-901,0.213818182,16.4501157,-901,0.035,4.66,
3/31/1957,10.12700826,11.91014876,3.584727273,86.11873554,86.11873554,,47.105,0.14,22.779,-901,0.741,-901,0.426109091,1.561785124,-901,0.12,3.58,
4/30/1957,4.65322314,5.159008264,7.693884298,91.34600826,91.34600826,,72.314,0.3,36.758,-901,10.144,-901,0.479603306,17.39900826,-901,0.25,7.69,
5/31/1957,7.120264463,7.981090909,15.42109091,181.016843,181.016843,,139.092,0.55,49.88,-901,16.707,-901,19.35014876,20.73361983,-901,0.44,15.42,
6/30/1957,3.04661157,3.421487603,9.651570248,135.8944132,135.8944132,,139.86,0.62,48.64,-901,22.495,-901,67.12066116,30.40661157,-901,0.47,9.65,
7/31/1957,0.725553719,1.795438017,0.243490909,14.56872727,14.56872727,,129.636,0.85,40.73,-901,19.771,-901,1.155966942,27.21441322,-901,0.63,0.24,
8/31/1957,0.491900826,1.217454545,0.029329587,2.771644628,2.771644628,,122.733,0.82,35.31,-901,1.947,-901,0.996099174,27.86618182,-901,0.58,0.03,
9/30/1957,0.552793388,0.88661157,0.014876033,2.853867769,2.853867769,,100.49,0.56,28.66,-901,0.362,-901,0.833057851,28.13950413,-901,0.39,0.01,
10/31/1957,0.93461157,1.278942149,0.015064463,5.359702479,5.359702479,,75.192,0.34,19.302,-901,0,-901,4.28568595,30.60852893,-901,0.23,0.02,
11/30/1957,0.969917355,1.332892562,0.561123967,9.291752066,9.291752066,,48.955,0.19,10.957,-901,0,-901,7.313057851,29.78181818,-901,0.11,0.56,
12/31/1957,1.875371901,2.244297521,1.254347107,17.68578512,17.68578512,,28.712,0.09,5.193,-901,0,-901,2.945256198,30.7991405,-901,0.05,1.25,
1/31/1958,2.957553719,4.015140496,1.340429752,25.72190909,25.72190909,,7.839,0.06,3.632,-901,0,-901,0.309897521,30.52859504,-901,0.03,1.34,
2/28/1958,11.18519008,15.27828099,2.782413223,84.38257025,84.38257025,,4.623,0.04,11.062,-901,0,-901,0.397646281,21.87054545,-901,0.05,2.78,
3/31/1958,15.48257851,20.35239669,1.641719008,97.2482314,97.2482314,,10.881,0.07,7.737,-901,0,-901,0.481447934,18.67993388,-901,0.09,1.64,
4/30/1958,23.2661157,32.1738843,7.03338843,179.2188512,179.2188512,,42.225,0.21,9.401,-901,3.15,-901,9.276694215,15.45917355,-901,0.13,7.03,
5/31/1958,16.43563636,18.66763636,27.04224793,353.5126364,353.5126364,,135.944,0.51,49.881,-901,20.252,-901,68.37421488,25.87398347,-901,0.38,27.04,
6/30/1958,6.271735537,6.09322314,19.48165289,223.4413719,223.4413719,,138.442,0.62,49.434,-901,25.205,-901,121.2694215,23.46247934,-901,0.47,19.48,
7/31/1958,2.650115702,2.902214876,2.404165289,57.51941322,57.51941322,,137.289,0.86,45.508,-901,24.316,-901,14.76317355,29.47715702,-901,0.64,2.4,
8/31/1958,0.977652893,1.912264463,0.098995041,13.56666942,13.56666942,,123.462,0.84,40.658,-901,10.18,-901,1.11292562,33.73824793,-901,0.62,0.1,
9/30/1958,0.827107438,1.320991736,0.015054545,5.24161157,5.24161157,,109.125,0.57,31.051,-901,2.515,-901,0.898512397,29.85322314,-901,0.41,0.02,
10/31/1958,1.057586777,1.199008264,0.006333223,6.221677686,6.221677686,,86.83,0.36,21.189,-901,0.277,-901,0.799338843,33.50459504,-901,0.24,0.01,
11/30/1958,1.005619835,1.434049587,0.021242975,7.244041322,7.244041322,,63.958,0.2,12.916,-901,0,-901,0.590280992,32.35239669,-901,0.12,0.02,
12/31/1958,0.879272727,1.328132231,0.015248926,6.21561157,6.21561157,,44.946,0.11,4.142,-901,0,-901,0.378763636,27.38042975,-901,0.05,0.02,
1/31/1959,2.79768595,3.295735537,2.232,30.8817686,30.8817686,,37.61,0.09,2.819,-901,0,-901,0.346790083,24.5827438,-901,0.02,2.23,
2/28/1959,4.848396694,6.936595041,7.664132231,39.51261157,39.51261157,,29.662,0.09,5.371,-901,0,-901,0.323781818,20.05447934,-901,0.03,7.66,
3/31/1959,4.328727273,5.091173554,4.377917355,55.57086777,55.57086777,,38.622,0.14,7.996,-901,3.075,-901,0.279768595,17.80680992,-901,0.07,4.38,
4/30/1959,2.683636364,3.391735537,9.288595041,99.84254545,99.84254545,,83.547,0.3,30.571,-901,10.86,-901,5.194710744,2.195702479,-901,0.2,9.29,
5/31/1959,1.48185124,1.832330579,7.501487603,93.65738017,93.65738017,,127.705,0.55,45.676,-901,17.463,-901,0.688661157,15.49487603,-901,0.42,7.5,
6/30/1959,0.779504132,1.118677686,1.743471074,36.67827273,36.67827273,,131.627,0.6,44.323,-901,19.531,-901,0.880661157,25.33090909,-901,0.46,1.74,
7/31/1959,0.633322314,0.707107438,0.026993058,6.216545455,6.216545455,,117.412,0.82,43.289,-901,6.66,-901,0.780892562,28.40112397,-901,0.62,0.03,
8/31/1959,0.47898843,0.579213223,0.00614876,3.326991736,3.326991736,,97.572,0.77,38.102,-901,0.916,-901,0.577983471,29.19431405,-901,0.6,0.01,
9/30/1959,0.527801653,0.916363636,0.085090909,5.242206612,5.242206612,,77.588,0.51,32.416,-901,0,-901,0.600991736,27.43140496,-901,0.41,0.09,
10/31/1959,0.439021488,0.762446281,0.00614876,3.591099174,3.591099174,,57.124,0.31,23.299,-901,0,-901,0.670214876,28.96680992,-901,0.25,0.01,
11/30/1959,0.479603306,0.72,0.005950413,2.454495868,2.454495868,,37.294,0.16,14.703,-901,0,-901,0.276099174,28.07404959,-901,0.13,0.01,
12/31/1959,0.397209917,0.977652893,0.008546777,3.350595041,3.350595041,,13.944,0.08,9.05,-901,0,-901,0.259477686,29.02214876,-901,0.06,0.01,
1/31/1960,0.854677686,1.881520661,0.026009256,7.639768595,7.639768595,,7.213,0.05,2.798,-901,0,-901,0.286532231,14.76932231,-901,0.04,0.03,
2/29/1960,6.281256198,7.75953719,1.236694215,47.10573554,47.10573554,,13.841,0.05,8.986,-901,0,-901,0.333044628,6.051173554,-901,0.04,1.24,
3/31/1960,4.949752066,7.323173554,5.257190083,74.7526281,74.7526281,,40.296,0.13,20.137,-901,5.8,-901,0.343100826,3.215801653,-901,0.11,5.26,
4/30/1960,4.355702479,5.004297521,10.00264463,106.7861983,106.7861983,,93.959,0.31,40.526,-901,6.756,-901,1.487603306,7.967603306,-901,0.26,10,
5/31/1960,3.055933884,3.916760331,10.88330579,124.5051405,124.5051405,,139.287,0.57,49.588,-901,17.926,-901,26.0092562,9.924099174,-901,0.45,10.88,
6/30/1960,0.642644628,1.45785124,2.34446281,43.74891736,43.74891736,,130.287,0.61,45.017,-901,20.08,-901,12.98975207,32.70942149,-901,0.47,2.34,
7/31/1960,0.319735537,0.817785124,0.075629752,4.989834711,4.989834711,,119.03,0.82,40.791,-901,7.64,-901,1.020694215,27.77395041,-901,0.62,0.08,
8/31/1960,0.298829752,0.566300826,0.005349421,1.071595041,1.071595041,,100.574,0.78,34.277,-901,0.51,-901,0.92231405,29.09593388,-901,0.58,0.01,
9/30/1960,0.289785124,0.493884298,0.004165289,2.569743802,2.569743802,,80.088,0.51,26.192,-901,0,-901,0.660495868,27.72297521,-901,0.38,0,
10/31/1960,0.298829752,0.627173554,0.007747438,0.195264463,0.195264463,,58.441,0.31,16.385,-901,0,-901,0.633322314,30.01824793,-901,0.22,0.01,
11/30/1960,0.910413223,1.297190083,0.137454545,4.486280992,4.486280992,,39.806,0.165,9.107,-901,0,-901,0.352859504,28.00859504,-901,0.105,0.14,
12/31/1960,1.531041322,1.438809917,1.063735537,8.713495868,8.713495868,,23.147,0.082,2.471,-901,0,-901,0.377533884,27.73090909,-901,0.034,1.06,
1/31/1961,0.92846281,0.965355372,0.621024793,7.521330579,7.521330579,,6.561,0.05,3.191,-901,0,-901,0.394135537,19.22102479,-901,0.01,0.62,
2/28/1961,1.01077686,1.555041322,2.021553719,19.11095868,19.11095868,,5.42,0.04,8.155,-901,0,-901,0.358770248,9.324694215,-901,0.032,2.02,
3/31/1961,1.352727273,2.582479339,2.373421488,28.90577686,28.90577686,,8.716,0.07,12.637,-901,3.348,-901,0.373844628,8.854214876,-901,0.09,2.37,
4/30/1961,1.927933884,2.606280992,7.866446281,72.79287603,72.79287603,,42.559,0.2,27.637,-901,8.386,-901,4.85553719,3.141818182,-901,0.208,7.87,
5/31/1961,1.623272727,1.936859504,8.823471074,104.8862479,104.8862479,,96.667,0.46,46.778,-901,17.018,-901,0.423649587,12.38360331,-901,0.415,8.82,
6/30/1961,0.624793388,0.88661157,2.16,34.64101653,34.64101653,,98.236,0.53,45.887,-901,19.67,-901,0.696198347,26.87206612,-901,0.45,2.16,
7/31/1961,0.168476033,0.429183471,0.054539504,3.385595041,3.385595041,,83.857,0.72,43.971,-901,6.757,-901,0.639471074,28.9545124,-901,0.63,0.05,
8/31/1961,0.153719008,0.30067438,0.009346116,0.158380165,0.158380165,,67.334,0.67,35.492,-901,0.534,-901,0.392905785,29.71080992,-901,0.595,0.01,
9/30/1961,0.191603306,0.370115702,0.010532231,2.088735537,2.088735537,,46.576,0.425,27.919,-901,0,-901,0.280859504,28.51438017,-901,0.38,0.01,
10/31/1961,0.212132231,0.432872727,0.013465785,1.85522314,1.85522314,,25.847,0.235,19.054,-901,0,-901,0.30682314,29.55094215,-901,0.23,0.01,
11/30/1961,0.340363636,0.696198347,0.048198347,3.231214876,3.231214876,,12.622,0.11,16.112,-901,0,-901,0.321917355,17.5953719,-901,0.125,0.05,
12/31/1961,0.700958678,1.248198347,0.897719008,10.33358678,10.33358678,,3.635,0.045,16.544,-901,0,-901,0.354168595,14.67094215,-901,0.07,0.9,
1/31/1962,0.549084298,1.026842975,0.75014876,8.644322314,8.644322314,,0,0.022,7.999,-901,0,-901,3.080528926,14.79391736,-901,0.06,0.75,
2/28/1962,9.402446281,12.76244628,1.610578512,65.23818182,65.23818182,,11.45,0.04,6.974,-901,0,-901,2.515834711,11.0741157,-901,0.045,1.61,
3/31/1962,6.536132231,8.712793388,2.065983471,49.25195868,49.25195868,,11.129,0.082,5.598,-901,0,-901,0.36585124,20.49996694,-901,0.06,2.07,
4/30/1962,10.58578512,12.75173554,13.88231405,178.541,178.541,,67.978,0.245,30.215,-901,9.288,-901,18.36892562,16.56,-901,0.19,13.88,
5/31/1962,5.251041322,5.048132231,13.96998347,166.2527273,166.2527273,,135.271,0.541,49.076,-901,19.105,-901,21.94492562,12.6787438,-901,0.427,13.97,
6/30/1962,2.189752066,1.933884298,9.865785124,140.3365537,140.3365537,,139.956,0.618,48.029,-901,23.155,-901,72.71404959,31.25752066,-901,0.47,9.87,
7/31/1962,0.731702479,0.92231405,0.518340496,18.68231405,18.68231405,,126.579,0.845,42.37,-901,19.974,-901,1.567933884,33.43080992,-901,0.63,0.52,
8/31/1962,0.664066116,0.633322314,0.014449587,4.199950413,4.199950413,,111.569,0.8,37.845,-901,5.046,-901,0.93461157,33.84277686,-901,0.595,0.01,
9/30/1962,0.191008264,0.427834711,0.005950413,1.629008264,1.629008264,,90.326,0.54,30.098,-901,0.464,-901,0.696198347,31.79900826,-901,0.4,0.01,
10/31/1962,1.617123967,1.67861157,0.823933884,19.82657851,19.82657851,,74.888,0.33,24.926,-901,0,-901,0.664066116,33.25864463,-901,0.245,0.82,
11/30/1962,0.749752066,0.88661157,0.109487603,8.297760331,8.297760331,,53.149,0.19,16.838,-901,0,-901,0.371900826,32.75107438,-901,0.135,0.11,
12/31/1962,1.377322314,1.365024793,1.721652893,18.6838595,18.6838595,,35.524,0.095,15.088,-901,0,-901,0.388601653,31.88132231,-901,0.07,1.72,
1/31/1963,3.080528926,5.38631405,4.218049587,43.91839669,43.91839669,,27.037,0.082,14.107,-901,6.756,-901,0.453778512,28.65322314,-901,0.06,4.22,
2/28/1963,10.84641322,12.40700826,10.08555372,169.6311157,169.6311157,,96.087,0.114,31.863,-901,6.756,-901,1.39953719,13.31781818,-901,0.082,10.09,
3/31/1963,5.158809917,6.419305785,2.244297521,47.06017355,47.06017355,,95.348,0.222,33.013,-901,6.756,-901,0.467920661,23.0947438,-901,0.166,2.24,
4/30/1963,16.90512397,20.11834711,4.849586777,125.4047107,125.4047107,,110.617,0.368,36.245,-901,8.138,-901,7.842644628,22.11768595,-901,0.27,4.85,
5/31/1963,14.5848595,14.82466116,21.6374876,268.3778347,268.3778347,,138.132,0.59,49.658,-901,19.56,-901,109.3249587,7.267834711,-901,0.44,21.64,
6/30/1963,4.224793388,4.325950413,9.687272727,146.0796364,146.0796364,,139.957,0.62,48.356,-901,24.131,-901,69.85785124,30.67438017,-901,0.472,9.69,
7/31/1963,2.04753719,2.201256198,0.568760331,27.8907686,27.8907686,,130.473,0.85,42.412,-901,23.8,-901,0.756297521,33.08033058,-901,0.635,0.57,
8/31/1963,1.211305785,1.401917355,0.031912066,3.752115702,3.752115702,,115.263,0.815,38.232,-901,6.651,-901,0.645619835,33.86122314,-901,0.6,0.03,
9/30/1963,0.827107438,1.100826446,0.016839669,4.586809917,4.586809917,,95.348,0.55,30.57,-901,1.295,-901,0.618842975,32.72727273,-901,0.4,0.02,
10/31/1963,1.149818182,1.235900826,0.270545455,6.470661157,6.470661157,,72.824,0.337,21.747,-901,0.365,-901,0.651768595,33.65831405,-901,0.24,0.27,
11/30/1963,2.570578512,3.165619835,3.379834711,40.78263636,40.78263636,,72.677,0.2,21.036,-901,0,-901,0.370710744,31.66809917,-901,0.135,3.38,
12/31/1963,1.992198347,2.016793388,1.469553719,19.62115702,19.62115702,,55.309,0.114,14.148,-901,0,-901,6.812826446,33.5414876,-901,0.078,1.47,
1/31/1964,2.760793388,3.172760331,1.069884298,17.70493388,17.70493388,,36.978,0.1,2.961,-901,0,-901,6.210247934,32.95735537,-901,0.049,1.07,
2/29/1964,2.542413223,2.916297521,1.340231405,18.76605785,18.76605785,,18.116,0.079,3.342,-901,0,-901,0.329593388,29.41606612,-901,0.021,1.34,
3/31/1964,2.711603306,3.54168595,2.465652893,27.62603306,27.62603306,,6.488,0.09,8.439,-901,0,-901,0.365236364,23.88178512,-901,0.06,2.47,
4/30/1964,4.718677686,5.938512397,7.075041322,82.24344628,82.24344628,,41.231,0.192,16.93,-901,6.756,-901,0.462942149,11.49024793,-901,0.16,7.08,
5/31/1964,4.464,4.943603306,10.31761983,142.9210909,142.9210909,,115.883,0.494,41.265,-901,17.2,-901,3.264991736,8.854214876,-901,0.368,10.32,
6/30/1964,2.213553719,2.469421488,4.427107438,66.99818182,66.99818182,,138.707,0.595,47.139,-901,20.58,-901,1.814876033,24.67636364,-901,0.45,4.43,
7/31/1964,0.866975207,1.143669421,0.231193388,7.285198347,7.285198347,,119.928,0.835,41.803,-901,13.906,-901,1.094479339,33.12952066,-901,0.625,0.23,
8/31/1964,0.534942149,0.664066116,0.016847603,1.90968595,1.90968595,,102.854,0.78,35.615,-901,2.418,-901,0.940760331,33.04958678,-901,0.59,0.02,
9/30/1964,0.492099174,0.583140496,0.008330579,2.111628099,2.111628099,,74.296,0.51,33.019,-901,0.123,-901,0.666446281,33.02479339,-901,0.4,0.01,
10/31/1964,0.51465124,0.762446281,0.009530579,4.261768595,4.261768595,,43.902,0.293,30.523,-901,0,-901,0.682512397,33.94730579,-901,0.26,0.01,
11/30/1964,2.469421488,2.647933884,1.320991736,15.2108595,15.2108595,,17.007,0.14,29.474,-901,0,-901,4.980495868,28.8,-901,0.155,1.32,
12/31/1964,20.04495868,26.95616529,22.20932231,293.7688017,293.7688017,,81.452,0.1,49.077,-901,6.756,-901,26.19986777,28.41957025,-901,0.11,22.21,
1/31/1965,21.30545455,27.18366942,3.603173554,150.9039835,150.9039835,,76.201,0.126,43.23,-901,6.756,-901,22.41838017,28.13057851,-901,0.119,3.6,
2/28/1965,9.524628099,10.45765289,2.937917355,68.47949587,68.47949587,,63.577,0.119,37.682,-901,6.756,-901,14.2008595,30.57322314,-901,0.111,2.94,
3/31/1965,7.366214876,7.851966942,4.187305785,57.29176033,57.29176033,,51.277,0.179,33.617,-901,6.258,-901,13.23213223,33.04958678,-901,0.174,4.19,
4/30/1965,13.35272727,17.52396694,10.91900826,158.8266116,158.8266116,,77.91,0.302,50.06,-901,10.975,-901,13.11471074,31.35867769,-901,0.298,10.92,
5/31/1965,8.270082645,8.024132231,17.33950413,205.8743388,205.8743388,,139.746,0.558,50.038,-901,18.37,-901,41.74393388,16.41719008,-901,0.473,17.34,
6/30/1965,3.93322314,3.742809917,13.11471074,169.0111653,169.0111653,,141.857,0.626,49.208,-901,23.122,-901,85.56694215,33.32231405,-901,0.473,13.11,
7/31/1965,1.875371901,2.188958678,2.471801653,47.90577686,47.90577686,,131.629,0.852,47.282,-901,24.299,-901,13.32436364,32.68066116,-901,0.647,2.47,
8/31/1965,1.918413223,1.647867769,1.186710744,22.43409917,22.43409917,,122.274,0.825,44.055,-901,12.479,-901,5.287933884,33.50459504,-901,0.635,1.19,
9/30/1965,1.124628099,1.213884298,0.084495868,9.969867769,9.969867769,,94.802,0.519,33.875,-901,2.906,-901,19.63041322,31.10876033,-901,0.578,0.08,
10/31/1965,1.697057851,1.131371901,0.019061157,8.536446281,8.536446281,,62.761,0.328,20.236,-901,0.44,-901,17.4378843,31.55543802,-901,0.245,0.02,
11/30/1965,3.06446281,3.61785124,1.297190083,28.87609917,28.87609917,,45.473,0.175,9.409,-901,0.151,-901,10.47272727,31.0968595,-901,0.113,1.3,
12/31/1965,3.246545455,3.148165289,1.12522314,21.72605785,21.72605785,,26.445,0.088,3.717,-901,0,-901,3.326479339,30.12277686,-901,0.039,1.13,
1/31/1966,2.957553719,3.375669421,0.768595041,22.84959504,22.84959504,,8.762,0.065,3.058,-901,0,-901,0.390446281,27.17752066,-901,0.022,0.77,
2/28/1966,2.949024793,3.387768595,0.660892562,21.48485124,21.48485124,,5.758,0.045,4.059,-901,0,-901,0.339332231,9.402446281,-901,0.025,0.66,
3/31/1966,4.543933884,5.269487603,4.131966942,71.07160331,71.07160331,,17.765,0.085,13.12,-901,7.562,-901,0.389831405,17.13044628,-901,0.079,4.13,
4/30/1966,5.617190083,4.992396694,11.96628099,139.4711157,139.4711157,,78.809,0.269,34.43,-901,12.457,-901,0.437950413,21.70115702,-901,0.228,11.97,
5/31/1966,2.065983471,2.158214876,9.653553719,128.3687273,128.3687273,,138.887,0.558,47.603,-901,20.079,-901,20.93652893,11.60271074,-901,0.434,9.65,
6/30/1966,0.88661157,1.267438017,0.684297521,15.73721488,15.73721488,,126.183,0.606,47.282,-901,20.429,-901,0.862809917,26.05090909,-901,0.466,0.68,
7/31/1966,0.441480992,0.719404959,0.032158017,3.73185124,3.73185124,,107.995,0.792,44.083,-901,10.736,-901,0.719404959,31.2787438,-901,0.632,0.03,
8/31/1966,0.330803306,0.483292562,0.004734545,1.523140496,1.523140496,,88.807,0.747,36.03,-901,4.568,-901,0.627173554,31.12502479,-901,0.595,0,
9/30/1966,0.708099174,0.446280992,0.001190083,3.135834711,3.135834711,,64.4,0.482,27.245,-901,3.786,-901,0.561123967,32.63801653,-901,0.385,0,
10/31/1966,0.830082645,0.496204959,0.002766942,2.445801653,2.445801653,,41.815,0.28,18.721,-901,3.453,-901,0.59212562,29.35418182,-901,0.225,0,
11/30/1966,1.100826446,1.707768595,1.231735537,17.92808264,17.92808264,,25.175,0.14,13.121,-901,3.109,-901,0.344528926,32.0846281,-901,0.118,1.23,
12/31/1966,6.161057851,8.534479339,3.35107438,72.45269421,72.45269421,,17.405,0.07,14.915,-901,9.62,-901,5.232595041,32.24409917,-901,0.068,3.35,
1/31/1967,5.58922314,8.571371901,1.617123967,50.89046281,50.89046281,,6.549,0.054,8.774,-901,9.372,-901,6.745190083,31.89361983,-901,0.058,1.62,
2/28/1967,6.264595041,7.66968595,2.338115702,56.09916529,56.09916529,,16.331,0.052,7.004,-901,2.609,-901,5.903603306,16.43345455,-901,0.04,2.34,
3/31/1967,13.49038017,15.85765289,6.960396694,120.3282727,120.3282727,,39.351,0.128,8.193,-901,2.203,-901,1.248198347,29.25580165,-901,0.072,6.96,
4/30/1967,14.75702479,16.67305785,2.475371901,102.7100413,102.7100413,,33.693,0.235,5.677,-901,3.32,-901,12.50181818,26.49123967,-901,0.109,2.48,
5/31/1967,22.27695868,25.51120661,19.17798347,294.8743967,294.8743967,,127.374,0.492,31.339,-901,15.387,-901,18.2741157,27.50340496,-901,0.297,19.18,
6/30/1967,8.878016529,9.002975207,23.95041322,292.4638182,292.4638182,,140.416,0.61,50.17,-901,24.474,-901,148.2247934,30.28760331,-901,0.432,23.95,
7/31/1967,3.480198347,3.049785124,7.710545455,124.6782893,124.6782893,,138.029,0.861,45.306,-901,26.01,-901,68.18975207,32.07808264,-901,0.642,7.71,
8/31/1967,1.709355372,1.703206612,0.11313719,11.72500826,11.72500826,,122.726,0.838,40.066,-901,16.304,-901,4.45785124,31.95510744,-901,0.613,0.11,
9/30/1967,1.166280992,1.332892562,0.025170248,2.647041322,2.647041322,,106.455,0.57,32.354,-901,3.429,-901,6.676363636,30.68628099,-901,0.41,0.03,
10/31/1967,1.235900826,1.635570248,0.062717355,4.605239669,4.605239669,,86.768,0.357,19.156,-901,0.684,-901,6.585322314,30.57163636,-901,0.239,0.06,
11/30/1967,0.892561983,1.463801653,0.053613223,4.630603306,4.630603306,,60.412,0.2,10.073,-901,0.515,-901,5.795702479,31.82280992,-901,0.112,0.05,
12/31/1967,1.340429752,2.084429752,0.468535537,9.555157025,9.555157025,,35.582,0.1,3.756,-901,0.85,-901,3.031338843,32.2871405,-901,0.042,0.47,
1/31/1968,1.801586777,2.459504132,0.885421488,15.40743802,15.40743802,,10.62,0.072,5.053,-901,0.59,-901,0.343100826,31.67226446,-901,0.028,0.89,
2/29/1968,4.739702479,6.137454545,5.349421488,68.54719008,68.54719008,,20.441,0.061,11.489,-901,6.756,-901,0.400343802,20.66142149,-901,0.046,5.35,
3/31/1968,5.361719008,5.613818182,3.886016529,59.35514876,59.35514876,,31.277,0.122,14.023,-901,6.756,-901,0.399054545,22.12323967,-901,0.1,3.89,
4/30/1968,3.897520661,4.296198347,7.789090909,87.37954545,87.37954545,,64.057,0.267,29.869,-901,7.226,-901,0.341553719,19.01157025,-901,0.215,7.79,
5/31/1968,1.875371901,2.232,7.99338843,114.7492397,114.7492397,,125.361,0.526,42.957,-901,16.557,-901,6.597619835,14.2282314,-901,0.408,7.99,
6/30/1968,0.767603306,1.124628099,1.100826446,35.61854545,35.61854545,,124.905,0.592,44.61,-901,11.963,-901,0.963966942,32.41785124,-901,0.449,1.1,
7/31/1968,0.506657851,0.589666116,0.035539835,4.261768595,4.261768595,,109.459,0.792,41.4,-901,2.35,-901,0.897719008,28.6901157,-901,0.615,0.04,
8/31/1968,0.341256198,0.536786777,0.021459174,3.572280992,3.572280992,,90.469,0.75,33.081,-901,0.262,-901,0.731702479,28.58558678,-901,0.578,0.02,
9/30/1968,0.312396694,0.446280992,0.013031405,2.284066116,2.284066116,,68.81,0.49,24.036,-901,0,-901,0.595041322,29.15702479,-901,0.37,0.01,
10/31/1968,0.467920661,0.676363636,0.033572231,5.488289256,5.488289256,,52.987,0.299,11.943,-901,0.144,-901,0.592740496,29.24965289,-901,0.202,0.03,
11/30/1968,1.416198347,1.660165289,2.981157025,35.0155124,35.0155124,,49.777,0.17,4.392,-901,5.594,-901,0.332033058,30.30545455,-901,0.08,2.98,
12/31/1968,2.102876033,3.068231405,1.229752066,22.53556198,22.53556198,,33.939,0.092,3.68,-901,0,-901,0.313586777,33.08033058,-901,0.025,1.23,
1/31/1969,27.48495868,40.66790083,4.894413223,191.9919587,191.9919587,,44.571,0.091,15.883,-901,6.756,-901,2.361123967,28.5671405,-901,0.054,4.89,
2/28/1969,13.42333884,18.91596694,1.593917355,88.32533884,88.32533884,,34.185,0.092,10.862,-901,6.756,-901,10.99080992,27.3187438,-901,0.066,1.59,
3/31/1969,11.54122314,15.13209917,2.939107438,87.16504959,87.16504959,,30.473,0.138,7.872,-901,2.979,-901,7.931900826,31.72145455,-901,0.086,2.94,
4/30/1969,22.16528926,25.31305785,10.89520661,205.1192727,205.1192727,,68.81,0.271,21.492,-901,6.756,-901,17.48826446,29.32958678,-901,0.177,10.9,
