,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010
12/31/2002,1.96,2.63,1.3,7.18,1.59,2.93
1/31/2003,2.66,2.95,2.86,18.78,4.14,6.74
2/28/2003,2.89,2.64,2.23,16.33,3.61,3.27
3/31/2003,3.36,3.91,5.18,30.97,6.83,2.51
4/30/2003,9.69,11.05,5.09,42.27,9.33,14.42
5/31/2003,10.06,10.61,17.13,116.87,25.79,31.57
6/30/2003,2.85,2.16,9.56,85.1,18.78,17.62
7/31/2003,0.8,0.77,0.27,9.98,2.2,2.32
8/31/2003,0.57,0.38,0.06,0,0,0.97
9/30/2003,0.38,0.14,0.01,0,0,1.23
10/31/2003,0.42,0.28,0,0,0,1.72
11/30/2003,0.75,0.66,0.02,1.84,0.41,1.16
12/31/2003,2.66,2.99,1.24,11.9,2.63,5.04
1/31/2004,2.75,3.28,1.46,4.91,1.08,7.61
2/29/2004,5.08,6.15,1.45,13.28,2.93,10.85
3/31/2004,7.48,8.74,8.61,48.02,10.6,17.71
4/30/2004,3.9,3.68,10.51,74.34,16.41,10.2
5/31/2004,1.92,1.34,9.42,83.46,18.42,0.24
6/30/2004,0.82,0.6,1.24,22.66,5,1.47
7/31/2004,0.44,0.22,0.05,3.27,0.72,1.06
8/31/2004,0.29,0.19,0.01,0.41,0.09,0.95
9/30/2004,0.3,0.2,0.01,0,0,0.94
10/31/2004,0.62,0.71,0.3,4.18,0.92,1.5
11/30/2004,0.7,0.82,0.91,5.84,1.29,0
12/31/2004,1.92,2.45,2.35,9.58,2.11,4.33
1/31/2005,8.58,12.14,2.28,16.63,3.67,17.36
2/28/2005,8.13,10.77,1.92,18.04,3.98,14.57
3/31/2005,15.21,20.42,4.07,31.25,6.9,25.97
4/30/2005,12.97,15.62,6.95,48.9,10.79,22.3
5/31/2005,13.96,13.77,26.83,174.73,38.56,36.97
6/30/2005,4.92,4.29,17.44,115.53,25.5,22.84
7/31/2005,1.72,1.94,2.58,33.83,7.47,0.07
8/31/2005,0.93,0.73,0.04,4.29,0.95,0
9/30/2005,0.63,0.5,0.01,0,0,1.74
10/31/2005,0.83,0.55,0.01,3.68,0.81,0.48
11/30/2005,0.72,0.89,0.36,3.84,0.85,1.25
12/31/2005,8.24,10.47,12.19,45.17,9.97,30.41
1/31/2006,14.56,15.48,5.69,49.94,11.02,24.95
2/28/2006,8.3,8.85,6.8,35.75,7.89,14.83
3/31/2006,19.63,22.04,3.94,33.39,7.37,37.43
4/30/2006,45.51,48.65,9.4,74.2,16.38,92.37
5/31/2006,18.05,17.19,24.44,178.19,39.33,54.65
6/30/2006,4.61,4.94,12.8,121.89,26.9,14.07
7/31/2006,2.21,2.34,0.84,18.91,4.17,2.47
8/31/2006,1.16,1.16,0.01,2.71,0.6,0.86
9/30/2006,0.7,0.61,0.01,0.92,0.2,1.9
10/31/2006,1.09,0.91,0.01,2.72,0.6,0.29
11/30/2006,1.36,1.33,0.74,5.07,1.12,3.03
12/31/2006,1.96,2.12,0.72,7.02,1.55,5.16
1/31/2007,1.82,2.31,1.56,4.5,0.99,6.34
2/28/2007,4.56,5.3,2.69,20.31,4.48,8.48
3/31/2007,6.61,6.82,5.86,27.06,5.97,19.52
4/30/2007,3.91,3.38,7.8,58.16,12.84,12.22
5/31/2007,2.66,2.52,7.75,63.3,13.97,5.53
6/30/2007,1.27,0.96,0.75,10.59,2.34,1.62
7/31/2007,0.49,0.5,0.03,4.42,0.98,0.43
8/31/2007,0.33,0.32,0.01,1.43,0.32,0
9/30/2007,0.36,0.35,0.01,2.75,0.61,0
10/31/2007,0.61,0.33,0.02,0,0,0.56
11/30/2007,0.57,0.26,0.03,1.38,0.3,1.44
12/31/2007,0.72,0.6,0.11,2.99,0.66,2.21
1/31/2008,2.62,3.03,0.54,4.93,1.09,5.8
2/29/2008,3.62,3.83,0.95,7.22,1.59,7.67
3/31/2008,4,4.43,3.44,21.3,4.7,8.93
4/30/2008,3.53,4.79,7.77,44.79,9.89,9.87
5/31/2008,2.66,2.9,12.04,95.85,21.15,9.36
6/30/2008,0.77,0.89,2.96,36.26,8,2.25
7/31/2008,0.34,0.15,0.07,4.45,0.98,0
8/31/2008,0.23,0.19,0.01,1.59,0.35,0
9/30/2008,0.2,0.12,0,1.85,0.41,0.31
10/31/2008,0.57,0.27,0.01,0.53,0.12,0
11/30/2008,1.08,0.42,0.61,8.39,1.85,0
12/31/2008,1.2,0.72,0.23,3.41,0.75,1.55
1/31/2009,2.02,2.08,3.78,13.49,2.98,4.52
2/28/2009,3.74,6.42,2.04,21.56,4.76,1.38
3/31/2009,10.97,17.65,4.48,38.37,8.47,13.06
4/30/2009,5.86,8.13,9.38,64.27,14.18,8.74
5/31/2009,6.52,6.29,19.43,142.69,31.49,28.06
6/30/2009,1.59,1.54,2.78,35.62,7.86,1.94
7/31/2009,0.97,0.66,0.11,6.08,1.34,0.42
8/31/2009,0.48,0.23,0.01,1.54,0.34,0.55
9/30/2009,0.24,0.22,0,1.94,0.43,0
10/31/2009,0.81,0.6,0.16,6.21,1.37,0
11/30/2009,0.56,0.39,0.03,2.02,0.45,0.51
12/31/2009,1.09,1.33,0.28,3.08,0.68,4.04
1/31/2010,3.24,4.16,0.88,8.36,1.85,5.29
2/28/2010,3.63,4.91,0.97,9.85,2.18,7.02
3/31/2010,5.8,7.64,3.09,21.21,4.68,9.6
4/30/2010,9.04,12.19,6.92,43.8,9.67,13.66
5/31/2010,9.25,11.21,13.61,90.6,20,19.29
6/30/2010,5.02,4.65,18.47,132.05,29.15,31.91
7/31/2010,1.6,1.44,1.28,20.27,4.47,1.87
8/31/2010,0.59,0.58,0.03,5.31,1.17,0
9/30/2010,0.61,0.25,0.01,2.5,0.55,0
10/31/2010,1.19,1.08,3.18,18.65,4.12,0
11/30/2010,1.67,1.84,1.55,13.44,2.97,1.17
12/31/2010,12.2,17.27,6.22,38.17,8.42,28.38
1/31/2011,7.26,9.32,3.55,22.48,4.96,12.65
2/28/2011,5.17,7.11,2.34,8.36,1.84,10.35
3/31/2011,23.6,31.57,4.27,44.7,9.87,46.92
4/30/2011,20.48,25.16,9.66,65.03,14.35,46.98
5/31/2011,14.89,17.87,15.83,98.78,21.8,36.03
6/30/2011,9.34,9.15,24.79,167.32,36.93,46.2
7/31/2011,3.32,3.23,9.97,86.2,19.02,11.8
8/31/2011,1.73,1.49,0.35,9.03,1.99,0.01
9/30/2011,0.9,0.83,0.02,2.47,0.55,0.58
10/31/2011,1.13,1.14,0.46,3.4,0.75,3.05
11/30/2011,1.35,1.05,0.18,3.52,0.78,0.59
12/31/2011,1.16,0.89,0.12,4.78,1.05,0
1/31/2012,2.39,1.74,2.12,10.84,2.39,2.75
2/29/2012,1.04,1.39,1.23,6.27,1.38,3.02
3/31/2012,4.9,6.07,4.02,22.12,4.88,12.55
4/30/2012,7.26,8.77,11.39,74.14,16.36,23.46
5/31/2012,3.33,2.91,7.82,62.41,13.77,15.38
6/30/2012,1.14,1.25,0.97,13.4,2.96,1.44
7/31/2012,0.47,0.71,0.04,3.27,0.72,0.61
8/31/2012,0.31,0.34,0.01,1.04,0.23,0
9/30/2012,0.22,0.24,0.01,1.18,0.26,0
10/31/2012,0.53,0.36,0.01,5.85,1.29,0
11/30/2012,0.87,1.23,1.65,11.73,2.59,0
12/31/2012,6.36,7.9,5.47,34.88,7.7,8.62
1/31/2013,3.38,3.06,2.23,13.17,2.91,4.25
2/28/2013,2.25,2.21,1.7,12.05,2.66,2.72
3/31/2013,2.63,2.68,4.81,31.89,7.04,3.43
4/30/2013,2.41,2.24,8.03,63.69,14.06,5.59
5/31/2013,1.16,0.91,5.18,56.42,12.45,0.27
6/30/2013,0.42,0.48,1.02,16.24,3.58,0
7/31/2013,0.31,0.36,0.07,5.6,1.24,0
8/31/2013,0.28,0.21,0.01,3,0.66,0
9/30/2013,0.2,0.15,0.01,4.61,1.02,0
10/31/2013,0.22,0.2,0.01,2.07,0.46,0
11/30/2013,0.33,0.24,0.02,2.66,0.59,0
12/31/2013,0.38,0.38,0.01,0.97,0.21,0
1/31/2014,0.35,0.18,0.31,2.27,0.5,0.48
2/28/2014,2.03,2.03,2.76,15.11,3.34,3.58
3/31/2014,2.31,2.4,4.49,24.15,5.33,3.3
4/30/2014,1.99,1.78,7.62,51.47,11.36,4.18
5/31/2014,0.85,0.66,6.69,56.74,12.52,1.41
6/30/2014,0.36,0.32,0.55,9.98,2.2,0.07
7/31/2014,0.22,0.12,0.02,2.79,0.62,0
8/31/2014,0.15,0.05,0.01,2.76,0.61,0
9/30/2014,0.11,0.07,0.01,2.05,0.45,0
10/31/2014,0.19,0.17,0.01,2.04,0.45,0
11/30/2014,0.37,0.33,0.21,2.85,0.63,0
12/31/2014,0.92,1.67,2.28,15.06,3.32,2.26
1/31/2015,0.43,0.39,1.22,8,1.76,0
2/28/2015,2.47,2.59,4.99,36.96,8.16,6.74
3/31/2015,0.76,0.47,2.04,20.54,4.53,2.79
4/30/2015,0.92,0.48,2.49,20.84,4.6,2.87
5/31/2015,0.55,0.56,2.29,26.19,5.78,1.72
6/30/2015,0.24,0.26,0.51,7.65,1.69,0
7/31/2015,0.12,0.08,0.03,5.62,1.19,0
8/31/2015,0.13,0.02,0,1.17,0.31,0
9/30/2015,0.11,0.01,0,1.5,0.33,0
10/31/2015,0.15,0.1,0.01,1.13,0.27,0
11/30/2015,0.31,0.33,1.26,3.45,0.77,0.31
12/31/2015,2.29,2.92,1.67,13.15,2.89,2.98
1/31/2016,5.72,6.71,2.18,23.05,5.1,8.31
2/29/2016,4.34,5.18,3.21,31.39,6.93,4.05
3/31/2016,15.05,17.37,9.32,60.65,13.4,25.94
4/30/2016,4.96,4.83,12.78,73.26,16.11,20.47
5/31/2016,2.76,2.54,12.94,91.57,20.28,12.6
6/30/2016,0.66,0.95,4.21,48.91,10.76,0
7/31/2016,0.53,0.49,0.12,9.38,2.03,0
8/31/2016,0.24,0.21,0.01,6.6,1.43,0
9/30/2016,0.16,0.17,0,3.41,0.77,0
10/31/2016,0.57,0.96,2.8,25.07,5.55,0
11/30/2016,1.05,1.07,1.23,12.8,2.81,0.15
12/31/2016,4.47,6.5,8.73,45.59,10.07,8.74
1/31/2017,30.47,40.82,10.47,70.59,15.58,64.54
2/28/2017,56.98,67.26,13.76,78.76,17.09,142.37
3/31/2017,20.73,22.28,8.82,54.56,12.35,42.64
4/30/2017,23.84,24.04,13.79,80.72,17.82,47.89
5/31/2017,10.72,9.71,24.42,155.65,34.35,54.39
6/30/2017,4.21,3.81,16.29,156.44,34.5,18.88
7/31/2017,2.51,1.94,1.8,40.29,8.87,0
8/31/2017,1.38,1.13,0.02,6.02,1.33,0
9/30/2017,0.77,0.83,0.01,3.58,0.81,0
10/31/2017,0.64,0.76,0.01,3.54,0.79,0
11/30/2017,1.59,1.62,4.21,24.39,5.38,0.69
12/31/2017,1.13,0.81,0.75,6.76,1.52,1.67
1/31/2018,2.28,2.12,3.09,20.75,4.57,2.79
2/28/2018,1.38,0.83,1.17,10.56,2.29,0.66
3/31/2018,12.52,14.78,5.87,46.76,10.47,26.6
4/30/2018,11.74,10.7,14.45,95.06,20.89,33.85
5/31/2018,4.05,3.15,6.69,69.26,15.28,6.78
6/30/2018,1.47,1.59,0.89,17.65,3.9,0
7/31/2018,0.71,0.81,0.03,4.7,1.01,0
8/31/2018,0.45,0.41,0,4.9,1.09,0
9/30/2018,0.3,0.3,0,1.41,0.3,0
10/31/2018,0.81,0.47,0.01,1.44,0.32,0
11/30/2018,0.66,0.94,0.2,2.85,0.59,0
12/31/2018,1.06,1.14,0.72,5.39,1.18,0.1
1/31/2019,6.63,7.64,1.17,14.44,3.24,6.21
2/28/2019,18.52,25.59,2.42,31.4,6.92,30.71
3/31/2019,28.75,33.33,3.59,29.91,6.61,49.13
4/30/2019,21.56,22.82,16.07,93.99,20.81,48.16
5/31/2019,14.57,15.38,17.3,131.48,29.01,32.97
6/30/2019,7.56,6.94,21.09,150.55,33.17,48.91
7/31/2019,2.61,2.83,2.42,42.77,9.46,0
8/31/2019,1.71,1.35,0.05,3.77,0.84,3.19
9/30/2019,1.29,0.89,0.01,2.09,0.45,1.52
10/31/2019,1.01,0.92,0.01,2.27,0.44,0.48
11/30/2019,1.04,1.01,0.01,1.03,0.25,2.46
12/31/2019,4.48,5.03,0.56,9.64,2.12,5.96
1/31/2020,2.26,2.38,0.73,6.26,1.36,5.84
2/29/2020,1.71,1.51,1.54,7.34,1.7,2.96
3/31/2020,4.27,4.89,2.39,15.24,3.38,6.29
4/30/2020,9.08,10.85,8.59,57.37,12.72,21.43
5/31/2020,3.71,4.73,10.02,94.81,20.92,11.25
6/30/2020,1.9,1.48,1.24,21.66,4.76,1.9
7/31/2020,1.4,0.49,0.05,5.28,1.16,0
8/31/2020,0.4,0.33,0.01,2.68,0.58,0
9/30/2020,0.58,0.29,0,1.52,0.31,0
10/31/2020,0.24,0.29,0,1.18,0.21,0
11/30/2020,0.43,0.6,0.02,2.15,0.5,0.36
12/31/2020,0.61,0.83,0.13,2.4,0.54,1.08
1/31/2021,1.01,1.73,0.45,2.72,0.61,2.06
2/28/2021,1.72,1.64,1.12,7.5,1.65,3.54
3/31/2021,2.58,2.48,1.78,11.1,2.46,4.75
4/30/2021,1.89,1.52,7.29,44.55,9.93,7.52
5/31/2021,0.63,0.54,4.74,50.78,11.14,6.06
6/30/2021,1.13,0.4,0.27,7.83,1.7,0
7/31/2021,0.95,0.12,0.02,1.89,0.46,0.16
8/31/2021,0.18,0.06,0,2.29,0.45,0
9/30/2021,0.11,0.06,0,1.75,0.38,0
