,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010,I_TGC003,I_NHGAN,I_PARDE,I_CMCHE,I_JNKSN,I_CMP001,I_CMP014,I_CSM035,I_AMADR,I_DSC035,I_DEE023
1921-09-30,,,,,,,,,,,,,,,,,
1921-10-31,0.2,0.2,0.11,1.03,0.23,0.2,0.01,0.0,0.0,0.0,0.02,0.02,0.05,0.35,0.04,0.06,0.07
1921-11-30,0.28,0.28,0.1,1.0,0.22,0.2,0.01,0.08,0.01,0.01,0.06,0.05,0.12,0.91,0.09,0.14,0.19
1921-12-31,1.59,1.78,0.55,4.3,0.95,0.08,0.01,12.88,0.9,0.9,0.58,0.5,1.36,11.38,1.11,2.4,2.6
1922-01-31,2.05,2.54,1.28,7.95,1.75,2.39,0.18,14.1,0.99,0.99,0.78,0.53,1.42,14.89,1.42,3.8,3.29
1922-02-28,7.45,9.58,3.1,17.26,3.81,11.6,0.87,102.35,7.16,7.16,5.33,2.62,7.06,89.51,8.4,24.0,16.57
1922-03-31,7.69,9.93,2.28,15.12,3.34,12.45,0.93,39.42,2.76,2.76,3.86,1.65,4.45,59.83,5.61,16.1,7.87
1922-04-30,12.04,15.14,4.59,31.78,7.01,22.61,1.69,27.18,1.9,1.9,4.14,2.41,6.52,70.83,6.75,16.54,5.78
1922-05-31,18.4,20.98,22.43,147.22,32.49,65.06,4.86,8.59,0.6,0.6,4.0,3.75,10.11,79.54,7.83,11.66,2.97
1922-06-30,5.56,5.64,21.32,153.51,33.88,43.85,3.28,2.24,0.16,0.16,0.85,1.55,4.2,26.09,2.63,1.95,0.13
1922-07-31,0.97,1.01,1.7,22.69,5.01,3.7,0.28,0.37,0.03,0.03,0.16,0.26,0.7,3.1,0.34,0.15,0.0
1922-08-31,0.34,0.35,0.05,1.24,0.27,0.52,0.04,0.0,0.0,0.0,0.04,0.05,0.12,0.54,0.06,0.02,0.0
1922-09-30,0.18,0.18,0.01,0.38,0.08,0.18,0.01,0.0,0.0,0.0,0.01,0.02,0.04,0.17,0.02,0.01,0.0
1922-10-31,0.31,0.31,0.16,1.65,0.36,0.25,0.02,0.22,0.02,0.02,0.06,0.04,0.12,0.91,0.09,0.14,0.19
1922-11-30,0.87,0.96,0.63,4.85,1.07,0.0,0.0,5.22,0.37,0.37,0.51,0.45,1.22,9.79,0.96,1.95,2.24
1922-12-31,6.16,7.79,3.45,20.19,4.46,10.9,0.81,60.48,4.23,4.23,5.13,2.73,7.36,88.94,8.37,23.58,17.34
1923-01-31,4.02,5.19,2.21,14.94,3.3,10.91,0.82,31.27,2.19,2.19,4.33,1.74,4.7,65.47,6.13,17.78,9.72
1923-02-28,3.82,4.91,1.51,10.53,2.32,6.99,0.52,24.77,1.73,1.73,2.11,1.26,3.41,38.37,3.63,9.84,3.94
1923-03-31,4.33,5.4,2.19,15.74,3.47,9.69,0.72,9.9,0.69,0.69,1.94,1.12,3.04,33.46,3.18,8.14,2.98
1923-04-30,12.14,14.36,7.51,50.16,11.07,23.76,1.78,18.59,1.3,1.3,4.58,3.41,9.21,81.28,7.92,14.13,3.92
1923-05-31,5.52,5.75,18.62,127.0,28.03,34.04,2.54,7.08,0.5,0.5,1.13,1.85,5.0,32.54,3.26,2.54,0.28
1923-06-30,1.92,1.94,8.14,63.0,13.9,15.09,1.13,2.43,0.17,0.17,0.4,0.76,2.06,12.44,1.26,0.91,0.04
1923-07-31,0.59,0.61,1.43,18.6,4.11,2.11,0.16,0.59,0.04,0.04,0.14,0.24,0.65,2.92,0.32,0.15,0.0
1923-08-31,0.25,0.25,0.02,0.71,0.16,0.13,0.01,0.18,0.01,0.01,0.04,0.04,0.12,0.53,0.06,0.02,0.0
1923-09-30,0.24,0.24,0.06,1.78,0.39,0.58,0.04,0.33,0.02,0.02,0.05,0.05,0.13,0.58,0.07,0.03,0.0
1923-10-31,0.39,0.42,0.71,5.83,1.29,-0.0,-0.0,1.2,0.08,0.08,0.06,0.16,0.42,1.57,0.18,0.0,0.11
1923-11-30,0.36,0.43,0.43,2.99,0.66,0.0,0.0,1.19,0.08,0.08,0.07,0.12,0.33,1.49,0.16,0.0,0.1
1923-12-31,0.55,0.66,0.42,2.59,0.57,0.0,0.0,1.75,0.12,0.12,0.12,0.18,0.49,2.46,0.26,0.0,0.14
1924-01-31,0.82,0.98,0.51,4.06,0.9,0.0,0.0,2.43,0.17,0.17,0.16,0.27,0.73,3.72,0.39,0.0,0.2
1924-02-29,1.27,1.45,1.08,8.74,1.93,0.0,0.0,3.45,0.24,0.24,0.4,0.64,1.73,8.39,0.9,0.0,0.31
1924-03-31,0.64,0.7,1.42,11.77,2.6,0.0,0.0,2.43,0.17,0.17,0.18,0.33,0.89,3.76,0.41,0.0,0.08
1924-04-30,1.0,0.98,5.74,44.65,9.85,-0.0,-0.0,2.65,0.19,0.19,0.22,0.65,1.75,5.77,0.67,0.0,0.06
1924-05-31,0.29,0.28,7.02,63.11,13.93,-0.0,-0.0,1.93,0.14,0.14,0.05,0.27,0.73,1.98,0.24,0.02,0.0
1924-06-30,0.06,0.05,0.06,1.84,0.41,-0.0,-0.0,0.19,0.01,0.01,0.01,0.03,0.08,0.14,0.02,0.0,0.0
1924-07-31,0.01,0.01,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1924-08-31,0.01,0.01,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924-09-30,0.02,0.02,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924-10-31,0.3,0.3,0.3,2.97,0.66,0.38,0.03,0.0,0.0,0.0,0.05,0.03,0.09,0.7,0.07,0.11,0.15
1924-11-30,0.73,0.79,1.39,9.24,2.04,1.55,0.12,2.45,0.17,0.17,0.23,0.21,0.55,4.3,0.43,0.76,0.95
1924-12-31,1.44,1.74,1.53,8.97,1.98,4.63,0.35,8.03,0.56,0.56,0.62,0.51,1.37,12.61,1.22,3.02,2.83
1925-01-31,1.17,1.46,1.52,8.05,1.78,6.22,0.46,5.96,0.42,0.42,0.7,0.4,1.07,11.7,1.11,2.95,2.57
1925-02-28,11.82,15.22,4.62,31.19,6.88,23.61,1.76,77.99,5.46,5.46,7.18,3.31,8.94,115.86,10.88,30.8,19.11
1925-03-31,5.2,6.5,4.36,30.45,6.72,20.03,1.5,11.41,0.8,0.8,2.07,1.28,3.46,37.68,3.58,9.42,3.68
1925-04-30,12.19,14.4,10.88,70.62,15.59,32.31,2.41,36.47,2.55,2.55,4.91,3.2,8.65,82.85,8.01,16.66,5.25
1925-05-31,6.34,6.57,19.37,132.38,29.22,37.55,2.81,5.93,0.42,0.42,1.34,2.2,5.93,38.09,3.82,2.94,0.34
1925-06-30,1.86,1.91,8.94,71.85,15.86,18.59,1.39,1.48,0.1,0.1,0.38,0.74,2.0,11.76,1.2,0.85,0.04
1925-07-31,0.42,0.44,0.84,11.52,2.54,1.74,0.13,0.15,0.01,0.01,0.1,0.16,0.43,1.78,0.2,0.07,0.0
1925-08-31,0.13,0.13,0.04,1.04,0.23,0.23,0.02,0.0,0.0,0.0,0.03,0.04,0.1,0.43,0.05,0.02,0.0
1925-09-30,0.14,0.14,0.06,1.52,0.34,0.62,0.05,0.0,0.0,0.0,0.03,0.04,0.1,0.41,0.05,0.02,0.0
1925-10-31,0.31,0.31,0.23,2.32,0.51,0.0,0.0,0.12,0.01,0.01,0.06,0.07,0.18,1.07,0.11,0.14,0.2
1925-11-30,0.49,0.57,0.45,3.35,0.74,0.0,0.0,1.0,0.07,0.07,0.08,0.09,0.25,1.65,0.17,0.27,0.34
1925-12-31,0.58,0.72,1.14,7.22,1.59,2.06,0.15,1.93,0.14,0.14,0.15,0.16,0.42,3.22,0.32,0.66,0.64
1926-01-31,0.93,1.16,0.95,5.82,1.28,3.21,0.24,2.24,0.16,0.16,0.18,0.15,0.4,3.43,0.33,0.7,0.67
1926-02-28,4.01,5.09,1.94,14.22,3.14,6.9,0.52,36.67,2.57,2.57,2.6,1.57,4.23,43.27,4.15,9.29,6.46
1926-03-31,2.31,2.83,3.03,22.84,5.04,9.34,0.7,4.37,0.31,0.31,0.98,0.78,2.1,18.68,1.81,3.82,1.68
1926-04-30,6.52,7.33,11.25,80.49,17.77,11.74,0.88,13.63,0.95,0.95,2.02,2.06,5.55,38.81,3.89,5.41,1.7
1926-05-31,1.26,1.24,8.0,64.22,14.17,5.04,0.38,1.33,0.09,0.09,0.28,0.64,1.73,8.96,0.93,0.57,0.04
1926-06-30,0.27,0.28,0.76,11.31,2.5,0.0,0.0,0.16,0.01,0.01,0.06,0.12,0.33,1.22,0.14,0.06,0.0
1926-07-31,0.04,0.04,0.02,0.51,0.11,0.13,0.01,0.0,0.0,0.0,0.01,0.02,0.05,0.15,0.02,0.01,0.0
1926-08-31,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926-09-30,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0
1926-10-31,0.17,0.18,0.1,1.01,0.22,0.2,0.01,0.0,0.0,0.0,0.03,0.02,0.06,0.47,0.05,0.07,0.1
1926-11-30,3.39,3.96,1.72,12.0,2.65,2.08,0.16,16.63,1.16,1.16,0.62,0.54,1.45,11.86,1.16,2.42,2.71
1926-12-31,1.85,2.32,2.42,13.74,3.03,8.19,0.61,4.28,0.3,0.3,0.58,0.43,1.17,12.02,1.14,3.08,2.66
1927-01-31,2.63,3.4,2.19,13.46,2.97,11.34,0.85,12.25,0.86,0.86,1.86,0.88,2.37,28.98,2.74,7.5,6.23
1927-02-28,11.63,15.03,4.44,30.25,6.68,22.09,1.65,76.53,5.36,5.36,7.09,3.14,8.48,114.08,10.68,31.1,18.39
1927-03-31,8.14,10.17,3.96,27.47,6.06,18.15,1.36,15.89,1.11,1.11,3.35,2.01,5.43,60.78,5.75,15.47,6.12
1927-04-30,14.61,17.0,9.73,62.8,13.86,29.11,2.18,38.72,2.71,2.71,5.76,4.09,11.05,101.14,9.81,18.68,5.53
1927-05-31,6.55,6.78,16.38,109.74,24.22,33.68,2.52,4.55,0.32,0.32,1.18,1.93,5.21,33.95,3.4,2.65,0.28
1927-06-30,2.12,2.19,13.89,104.46,23.06,29.1,2.17,1.55,0.11,0.11,0.43,0.82,2.22,13.11,1.33,0.94,0.04
1927-07-31,0.65,0.67,1.38,18.44,4.07,2.92,0.22,0.19,0.01,0.01,0.12,0.18,0.47,2.0,0.22,0.08,0.0
1927-08-31,0.24,0.24,0.05,1.41,0.31,0.46,0.03,0.0,0.0,0.0,0.04,0.04,0.1,0.46,0.05,0.02,0.0
1927-09-30,0.2,0.2,0.03,0.71,0.16,0.33,0.02,0.0,0.0,0.0,0.02,0.03,0.07,0.3,0.03,0.01,0.0
1927-10-31,0.63,0.64,0.15,4.1,0.9,0.11,0.01,0.25,0.02,0.02,0.07,0.05,0.14,0.99,0.1,0.15,0.21
1927-11-30,1.28,1.51,1.79,14.01,3.09,4.39,0.33,2.93,0.21,0.21,0.35,0.33,0.89,6.87,0.68,1.35,1.54
1927-12-31,1.18,1.48,0.86,6.48,1.43,4.45,0.33,7.53,0.53,0.53,0.56,0.42,1.13,11.18,1.07,2.75,2.42
1928-01-31,1.3,1.64,0.74,8.42,1.86,5.91,0.44,4.78,0.33,0.33,0.66,0.34,0.93,10.27,0.98,2.52,2.22
1928-02-29,2.82,3.65,0.63,11.05,2.44,6.66,0.5,19.32,1.35,1.35,1.31,0.65,1.75,21.7,2.04,5.59,3.94
1928-03-31,14.23,17.94,12.78,74.11,16.36,35.66,2.66,63.6,4.45,4.45,7.39,3.94,10.64,124.12,11.75,31.01,15.45
1928-04-30,10.4,11.71,10.01,63.5,14.02,16.16,1.21,20.13,1.41,1.41,3.37,3.12,8.43,65.47,6.46,9.65,2.55
1928-05-31,3.22,3.23,13.89,99.94,22.06,21.18,1.58,3.17,0.22,0.22,0.56,1.07,2.89,17.6,1.78,1.29,0.09
1928-06-30,0.88,0.92,1.12,17.72,3.91,1.65,0.12,0.83,0.06,0.06,0.14,0.26,0.7,3.4,0.36,0.21,0.01
1928-07-31,0.32,0.33,0.12,2.31,0.51,0.65,0.05,0.12,0.01,0.01,0.06,0.08,0.22,0.93,0.1,0.04,0.0
1928-08-31,0.09,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.06,0.26,0.03,0.01,0.0
1928-09-30,0.08,0.08,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.19,0.02,0.01,0.0
1928-10-31,0.16,0.16,0.07,0.73,0.16,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.08,0.42,0.04,0.05,0.07
1928-11-30,0.54,0.61,0.14,1.62,0.36,0.0,0.0,0.9,0.06,0.06,0.08,0.11,0.29,1.74,0.18,0.25,0.33
1928-12-31,0.82,1.0,0.48,2.45,0.54,0.0,0.0,2.7,0.19,0.19,0.17,0.19,0.5,3.66,0.36,0.67,0.68
1929-01-31,0.81,1.03,0.3,3.12,0.69,0.59,0.04,4.73,0.33,0.33,0.35,0.26,0.7,5.87,0.58,1.07,1.07
1929-02-28,1.83,2.32,0.33,5.55,1.22,1.58,0.12,10.83,0.76,0.76,0.83,0.63,1.7,15.58,1.51,2.97,2.27
1929-03-31,2.22,2.77,2.5,12.65,2.79,6.27,0.47,8.59,0.6,0.6,1.05,0.65,1.75,16.96,1.64,3.27,2.0
1929-04-30,4.36,5.15,5.36,28.87,6.37,11.16,0.83,7.58,0.53,0.53,1.33,1.15,3.1,23.96,2.38,3.99,1.58
1929-05-31,2.45,2.6,13.4,97.23,21.46,9.25,0.69,1.57,0.11,0.11,0.74,1.03,2.78,16.14,1.66,1.65,0.46
1929-06-30,1.23,1.2,4.65,43.58,9.62,1.7,0.13,1.39,0.1,0.1,0.24,0.57,1.55,7.47,0.79,0.44,0.04
1929-07-31,0.2,0.2,0.2,3.59,0.79,0.29,0.02,0.02,0.0,0.0,0.05,0.11,0.29,1.01,0.12,0.05,0.0
1929-08-31,0.06,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.08,0.01,0.0,0.0
1929-09-30,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0
1929-10-31,0.09,0.09,0.03,0.7,0.15,0.05,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.2,0.02,0.03,0.04
1929-11-30,0.16,0.16,0.04,0.73,0.16,0.04,0.0,0.0,0.0,0.0,0.02,0.02,0.06,0.37,0.04,0.05,0.07
1929-12-31,0.57,0.65,1.37,10.48,2.31,1.49,0.11,0.2,0.01,0.01,0.22,0.24,0.65,4.61,0.46,0.84,0.95
1930-01-31,1.54,1.91,1.23,7.27,1.6,3.92,0.29,11.66,0.82,0.82,0.99,0.64,1.73,16.81,1.62,3.64,3.15
1930-02-28,2.05,2.63,1.94,11.8,2.61,7.29,0.54,10.87,0.76,0.76,0.84,0.58,1.57,15.98,1.53,3.59,2.52
1930-03-31,5.98,7.46,3.62,24.54,5.42,12.58,0.94,34.41,2.41,2.41,2.82,1.77,4.78,47.75,4.59,10.39,5.18
1930-04-30,4.75,5.41,9.06,59.85,13.21,18.36,1.37,2.59,0.18,0.18,1.63,1.38,3.72,28.53,2.83,4.49,1.41
1930-05-31,2.63,2.67,9.3,73.45,16.21,9.94,0.74,2.14,0.15,0.15,0.53,1.05,2.84,15.7,1.62,1.06,0.12
1930-06-30,0.68,0.71,4.39,53.25,11.75,6.42,0.48,0.25,0.02,0.02,0.15,0.33,0.9,4.43,0.47,0.28,0.01
1930-07-31,0.09,0.09,0.1,4.54,1.0,0.21,0.02,0.22,0.02,0.02,0.04,0.06,0.17,0.59,0.07,0.02,0.0
1930-08-31,0.04,0.04,0.02,0.69,0.15,0.09,0.01,0.07,0.0,0.0,0.01,0.01,0.02,0.1,0.01,0.0,0.0
1930-09-30,0.05,0.05,0.02,0.69,0.15,0.22,0.02,0.11,0.01,0.01,0.01,0.01,0.04,0.14,0.02,0.01,0.0
1930-10-31,0.13,0.12,0.02,1.48,0.33,0.0,0.0,0.24,0.02,0.02,0.02,0.04,0.11,0.37,0.04,0.01,0.03
1930-11-30,0.53,0.6,0.04,3.71,0.82,0.0,0.0,0.06,0.0,0.0,0.07,0.14,0.37,1.63,0.18,0.04,0.15
1930-12-31,0.33,0.39,0.14,1.97,0.43,0.04,0.0,0.21,0.01,0.01,0.06,0.09,0.24,1.17,0.13,0.02,0.11
1931-01-31,0.74,0.88,0.49,3.06,0.68,0.1,0.01,3.7,0.26,0.26,0.22,0.31,0.83,4.52,0.47,0.04,0.35
1931-02-28,1.02,1.18,0.56,7.4,1.63,0.56,0.04,4.31,0.3,0.3,0.43,0.57,1.53,8.63,0.9,0.1,0.54
1931-03-31,1.13,1.22,2.42,14.57,3.22,0.86,0.06,2.88,0.2,0.2,0.44,0.72,1.95,9.11,0.98,0.14,0.3
1931-04-30,0.65,0.63,7.75,51.61,11.39,0.57,0.04,0.75,0.05,0.05,0.2,0.52,1.41,5.1,0.58,0.07,0.07
1931-05-31,0.26,0.24,5.27,62.09,13.7,0.0,0.0,0.22,0.02,0.02,0.07,0.3,0.81,2.54,0.3,0.04,0.01
1931-06-30,0.13,0.12,0.91,10.91,2.41,0.0,0.0,0.13,0.01,0.01,0.03,0.12,0.31,0.77,0.1,0.02,0.0
1931-07-31,0.02,0.02,0.03,1.01,0.22,0.02,0.0,0.15,0.01,0.01,0.0,0.01,0.03,0.05,0.01,0.0,0.0
1931-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931-09-30,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931-10-31,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.11,0.01,0.02,0.02
1931-11-30,0.25,0.25,0.02,2.01,0.44,0.4,0.03,0.01,0.0,0.0,0.08,0.06,0.17,1.24,0.12,0.19,0.25
1931-12-31,3.06,3.68,0.06,7.53,1.66,0.22,0.02,35.88,2.51,2.51,1.47,1.03,2.77,26.64,2.57,6.24,5.82
1932-01-31,2.04,2.62,0.09,9.4,2.08,3.61,0.27,19.82,1.39,1.39,1.44,0.73,1.96,24.03,2.26,6.17,4.39
1932-02-29,6.57,8.46,0.35,19.35,4.27,12.6,0.94,59.5,4.16,4.16,4.75,2.3,6.22,77.79,7.32,20.24,11.45
1932-03-31,5.32,6.67,3.37,21.92,4.84,15.59,1.17,7.84,0.55,0.55,2.22,1.4,3.79,39.33,3.76,9.27,3.42
1932-04-30,6.49,7.79,8.34,39.53,8.73,26.02,1.94,3.38,0.24,0.24,2.27,1.42,3.83,35.65,3.47,6.86,2.06
1932-05-31,7.98,8.73,18.48,117.31,25.89,38.05,2.84,3.56,0.25,0.25,1.64,2.24,6.06,41.13,4.11,4.27,0.84
1932-06-30,2.43,2.44,13.97,113.86,25.13,28.52,2.13,0.76,0.05,0.05,0.44,0.87,2.35,13.74,1.4,0.98,0.04
1932-07-31,0.56,0.57,0.92,19.37,4.28,2.42,0.18,0.01,0.0,0.0,0.1,0.17,0.45,1.81,0.2,0.07,0.0
1932-08-31,0.14,0.14,0.02,2.09,0.46,0.47,0.04,0.0,0.0,0.0,0.02,0.03,0.08,0.31,0.04,0.01,0.0
1932-09-30,0.09,0.09,0.01,0.92,0.2,0.4,0.03,0.0,0.0,0.0,0.01,0.01,0.02,0.07,0.01,0.0,0.0
1932-10-31,0.14,0.13,0.01,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.23,0.02,0.03,0.04
1932-11-30,0.23,0.25,0.01,0.76,0.17,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.08,0.48,0.05,0.06,0.08
1932-12-31,0.37,0.43,0.01,1.93,0.43,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.24,1.48,0.15,0.22,0.28
1933-01-31,0.45,0.55,0.02,2.95,0.65,0.0,0.0,9.77,0.68,0.68,0.2,0.22,0.59,4.33,0.43,0.79,0.79
1933-02-28,0.92,1.15,0.02,4.19,0.92,0.92,0.07,6.35,0.44,0.44,0.33,0.23,0.63,5.36,0.53,0.97,0.97
1933-03-31,2.64,3.34,0.11,11.86,2.62,5.11,0.38,7.73,0.54,0.54,0.83,0.65,1.74,15.75,1.53,2.97,2.26
1933-04-30,2.93,3.61,4.73,25.38,5.6,13.91,1.04,2.84,0.2,0.2,1.18,0.79,2.13,19.67,1.91,3.73,2.13
1933-05-31,4.41,5.03,9.44,63.82,14.09,19.86,1.48,3.22,0.23,0.23,1.55,1.39,3.76,27.35,2.74,4.26,1.62
1933-06-30,2.1,2.12,12.21,111.92,24.7,13.67,1.02,0.51,0.04,0.04,0.49,1.1,2.98,14.9,1.57,0.89,0.1
1933-07-31,0.3,0.31,0.31,11.94,2.63,0.27,0.02,0.02,0.0,0.0,0.06,0.15,0.4,1.42,0.16,0.07,0.0
1933-08-31,0.17,0.18,0.01,3.01,0.66,0.04,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.12,0.01,0.0,0.0
1933-09-30,0.06,0.07,0.01,2.47,0.54,0.38,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
1933-10-31,0.2,0.3,0.05,3.9,0.86,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.09,0.52,0.05,0.06,0.09
1933-11-30,0.28,0.43,0.09,3.48,0.77,0.26,0.02,0.0,0.0,0.0,0.06,0.08,0.2,1.24,0.13,0.18,0.24
1933-12-31,1.41,2.11,0.48,9.56,2.11,2.91,0.22,12.26,0.86,0.86,0.82,0.64,1.73,14.58,1.43,2.76,2.58
1934-01-31,1.79,2.58,1.03,10.98,2.42,4.28,0.32,13.0,0.91,0.91,1.53,1.0,2.7,26.07,2.52,5.18,3.5
1934-02-28,2.52,3.29,1.34,12.59,2.78,4.16,0.31,21.06,1.47,1.47,1.37,1.11,3.01,25.2,2.47,4.57,1.99
1934-03-31,2.06,2.83,7.78,42.4,9.36,7.93,0.59,5.82,0.41,0.41,0.94,1.03,2.78,17.82,1.81,2.28,0.71
1934-04-30,0.83,1.09,7.4,58.21,12.85,1.31,0.1,1.05,0.07,0.07,0.27,0.58,1.56,7.93,0.83,0.49,0.06
1934-05-31,0.38,0.71,3.08,30.0,6.62,0.79,0.06,0.28,0.02,0.02,0.1,0.26,0.7,3.45,0.36,0.2,0.01
1934-06-30,0.22,0.4,1.42,15.95,3.52,0.0,0.0,0.74,0.05,0.05,0.08,0.18,0.48,1.88,0.21,0.1,0.0
1934-07-31,0.07,0.06,0.05,0.43,0.1,0.08,0.01,0.02,0.0,0.0,0.02,0.02,0.06,0.22,0.03,0.01,0.0
1934-08-31,0.02,0.0,0.01,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934-09-30,0.03,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934-10-31,0.09,0.15,0.04,0.16,0.04,0.02,0.0,0.11,0.01,0.01,0.01,0.01,0.03,0.22,0.02,0.03,0.04
1934-11-30,0.42,0.61,1.04,6.38,1.41,0.11,0.01,0.99,0.07,0.07,0.2,0.17,0.46,3.54,0.35,0.59,0.76
1934-12-31,0.5,0.79,1.01,5.53,1.22,1.94,0.14,3.37,0.24,0.24,0.23,0.22,0.59,4.72,0.46,0.96,1.1
1935-01-31,1.92,3.2,1.23,8.41,1.86,4.19,0.31,31.94,2.24,2.24,1.62,0.97,2.62,27.97,2.67,7.01,6.13
1935-02-28,2.37,3.47,1.11,11.48,2.53,8.51,0.64,7.38,0.52,0.52,1.26,0.59,1.6,20.65,1.94,5.46,3.75
1935-03-31,3.35,4.91,1.93,13.42,2.96,9.37,0.7,30.15,2.11,2.11,2.05,1.14,3.07,37.45,3.51,9.98,6.53
1935-04-30,18.19,24.4,12.92,59.4,13.11,34.18,2.55,54.31,3.8,3.8,9.13,4.88,13.19,147.09,14.01,34.97,14.43
1935-05-31,8.21,8.98,22.65,118.07,26.06,34.23,2.56,8.22,0.58,0.58,1.95,2.65,7.16,49.41,4.92,5.14,0.99
1935-06-30,2.26,2.36,12.42,87.17,19.24,19.58,1.46,2.23,0.16,0.16,0.46,0.91,2.45,14.55,1.48,1.05,0.04
1935-07-31,0.66,0.95,0.51,9.39,2.07,1.18,0.09,1.85,0.13,0.13,0.13,0.21,0.56,2.42,0.27,0.11,0.0
1935-08-31,0.15,0.38,0.02,0.57,0.13,0.2,0.01,0.22,0.02,0.02,0.04,0.04,0.1,0.44,0.05,0.02,0.0
1935-09-30,0.06,0.22,0.01,0.63,0.14,0.26,0.02,0.0,0.0,0.0,0.01,0.01,0.02,0.1,0.01,0.0,0.0
1935-10-31,0.3,0.51,0.03,1.68,0.37,0.31,0.02,0.0,0.0,0.0,0.06,0.05,0.12,0.93,0.09,0.24,0.2
1935-11-30,0.42,0.6,0.08,1.87,0.41,0.11,0.01,0.06,0.0,0.0,0.11,0.07,0.2,1.57,0.16,0.44,0.33
1935-12-31,0.52,0.72,0.1,2.43,0.54,0.02,0.0,0.55,0.04,0.04,0.11,0.1,0.28,2.28,0.22,0.72,0.5
1936-01-31,3.75,4.95,4.09,12.82,2.83,5.36,0.4,29.06,2.03,2.03,2.82,1.7,4.59,49.27,4.69,12.66,11.12
1936-02-29,18.86,28.84,4.87,35.58,7.85,26.93,2.01,185.91,13.01,13.01,12.08,5.74,15.49,200.45,18.79,61.63,29.21
1936-03-31,9.88,12.88,4.3,32.55,7.18,22.03,1.65,19.51,1.37,1.37,3.82,2.11,5.7,61.85,5.91,12.66,4.55
1936-04-30,10.59,13.42,14.42,77.29,17.06,38.26,2.86,24.66,1.73,1.73,3.61,3.21,8.67,70.85,6.94,11.44,2.81
1936-05-31,5.07,5.6,21.88,130.33,28.76,38.69,2.89,4.55,0.32,0.32,1.09,1.77,4.78,31.56,3.15,2.09,0.26
1936-06-30,2.65,3.41,11.62,77.25,17.05,21.15,1.58,3.53,0.25,0.25,0.54,1.01,2.72,16.49,1.67,1.5,0.05
1936-07-31,0.85,1.35,0.64,12.46,2.75,1.89,0.14,0.78,0.05,0.05,0.15,0.22,0.61,2.58,0.29,0.14,0.0
1936-08-31,0.28,0.73,0.03,2.26,0.5,0.6,0.04,0.09,0.01,0.01,0.04,0.05,0.13,0.56,0.06,0.02,0.0
1936-09-30,0.23,0.62,0.01,0.88,0.19,0.41,0.03,0.0,0.0,0.0,0.02,0.03,0.07,0.31,0.03,0.03,0.0
1936-10-31,0.3,0.66,0.01,1.42,0.31,0.19,0.01,0.0,0.0,0.0,0.03,0.02,0.06,0.48,0.05,0.12,0.1
1936-11-30,0.33,0.6,0.01,1.51,0.33,0.02,0.0,0.0,0.0,0.0,0.06,0.04,0.11,0.84,0.08,0.24,0.18
1936-12-31,0.66,0.95,0.04,3.7,0.82,0.0,0.0,2.38,0.17,0.17,0.14,0.12,0.33,2.6,0.26,0.67,0.56
1937-01-31,0.71,0.83,0.03,2.96,0.65,0.47,0.04,12.62,0.88,0.88,0.39,0.35,0.94,7.91,0.77,1.81,1.82
