,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010,I_TGC003,I_NHGAN,I_PARDE,I_CMCHE,I_JNKSN,I_CMP001,I_CMP014,I_CSM035,I_AMADR,I_DSC035,I_DEE023
1952-06-30,8.96,7.72,23.4,131.47,29.02,46.03,3.44,4.3,0.3,0.3,0.61,2.09,5.65,35.12,3.49,2.72,0.17
1952-07-31,3.59,3.79,5.13,47.72,10.53,12.97,0.97,3.21,0.22,0.22,0.32,0.66,1.77,9.87,1.01,0.7,0.03
1952-08-31,1.57,2.22,0.2,7.26,1.6,1.56,0.12,0.74,0.05,0.05,0.15,0.24,0.66,2.84,0.31,0.12,0.0
1952-09-30,1.15,1.51,0.04,3.56,0.79,1.4,0.1,1.09,0.08,0.08,0.12,0.15,0.41,1.87,0.2,0.08,0.0
1952-10-31,0.73,1.45,0.01,2.56,0.57,0.23,0.02,1.0,0.07,0.07,0.1,0.1,0.28,1.89,0.19,0.28,0.38
1952-11-30,1.39,1.79,0.02,3.38,0.75,0.0,0.0,1.58,0.11,0.11,0.16,0.17,0.46,3.45,0.34,0.64,0.78
1952-12-31,3.21,3.3,0.09,6.85,1.51,1.63,0.12,11.81,0.83,0.83,0.83,0.43,1.15,12.28,1.18,2.94,2.63
1953-01-31,7.53,7.86,2.67,21.41,4.73,13.6,1.02,32.19,2.25,2.25,3.66,1.38,3.72,49.66,4.7,12.42,8.86
1953-02-28,3.4,3.62,1.59,9.95,2.2,6.87,0.51,5.08,0.36,0.36,0.81,0.56,1.51,16.59,1.57,4.24,2.33
1953-03-31,5.13,6.19,2.92,16.05,3.54,10.54,0.79,12.67,0.89,0.89,1.73,0.85,2.3,27.5,2.6,6.88,3.32
1953-04-30,6.59,9.15,10.96,54.15,11.95,27.09,2.02,9.25,0.65,0.65,1.99,1.64,4.42,41.37,3.97,8.99,3.22
1953-05-31,7.34,7.4,11.52,70.9,15.65,20.61,1.54,6.17,0.43,0.43,1.89,1.71,4.61,35.82,3.54,5.73,1.61
1953-06-30,4.81,4.59,15.71,102.07,22.53,23.62,1.77,3.54,0.25,0.25,1.24,1.36,3.67,24.07,2.44,1.77,0.18
1953-07-31,1.56,2.27,1.97,25.2,5.56,3.78,0.28,0.71,0.05,0.05,0.23,0.33,0.89,5.1,0.53,0.35,0.02
1953-08-31,1.01,1.17,0.06,3.8,0.84,0.48,0.04,0.99,0.07,0.07,0.07,0.11,0.31,1.19,0.14,0.05,0.0
1953-09-30,0.64,0.88,0.01,2.09,0.46,0.61,0.05,0.17,0.01,0.01,0.06,0.05,0.13,0.59,0.07,0.03,0.0
1953-10-31,1.76,1.03,0.01,1.58,0.35,0.13,0.01,0.61,0.04,0.04,0.1,0.07,0.19,1.37,0.14,0.2,0.27
1953-11-30,1.94,1.37,0.16,3.89,0.86,0.0,0.0,1.6,0.11,0.11,0.21,0.17,0.46,3.58,0.36,0.66,0.79
1953-12-31,1.21,1.66,0.7,4.0,0.88,0.96,0.07,2.76,0.19,0.19,0.44,0.16,0.42,5.03,0.49,1.18,1.06
1954-01-31,1.75,2.89,0.87,6.96,1.54,2.67,0.2,7.94,0.56,0.56,1.1,0.39,1.05,13.02,1.25,3.01,2.72
1954-02-28,3.27,5.23,2.48,9.78,2.16,6.87,0.51,15.87,1.11,1.11,2.05,0.86,2.32,29.6,2.8,7.27,4.98
1954-03-31,8.33,9.87,5.54,27.99,6.18,15.87,1.19,27.36,1.92,1.92,2.04,2.2,5.93,55.62,5.29,13.38,6.73
1954-04-30,9.79,11.07,11.88,75.65,16.7,24.13,1.8,11.88,0.83,0.83,2.06,2.59,7.0,53.45,5.23,9.6,3.08
1954-05-31,4.19,4.42,13.68,99.84,22.04,16.66,1.25,3.91,0.27,0.27,0.51,1.31,3.53,20.14,2.05,1.45,0.16
1954-06-30,1.92,2.31,2.04,25.24,5.57,2.79,0.21,2.54,0.18,0.18,0.26,0.35,0.96,5.57,0.57,0.38,0.02
1954-07-31,0.94,1.24,0.09,6.65,1.47,1.34,0.1,0.18,0.01,0.01,0.09,0.11,0.31,1.38,0.15,0.07,0.0
1954-08-31,0.48,0.81,0.01,0.0,0.0,0.0,0.0,0.97,0.07,0.07,0.05,0.03,0.09,0.42,0.05,0.02,0.0
1954-09-30,0.35,0.66,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.02,0.04,0.03,0.07,0.32,0.04,0.01,0.0
1954-10-31,0.61,0.8,0.01,0.0,0.0,0.0,0.0,0.19,0.01,0.01,0.04,0.03,0.09,0.57,0.06,0.08,0.11
1954-11-30,0.49,1.29,0.02,2.39,0.53,0.0,0.0,0.8,0.06,0.06,0.11,0.12,0.32,2.18,0.22,0.36,0.46
1954-12-31,2.58,3.24,0.69,7.91,1.75,0.86,0.06,14.74,1.03,1.03,0.9,0.66,1.79,16.28,1.58,3.61,3.37
1955-01-31,3.03,3.56,0.68,7.29,1.61,3.11,0.23,34.81,2.44,2.44,1.86,1.11,3.01,33.11,3.14,7.86,5.5
1955-02-28,3.31,3.67,0.83,8.1,1.79,4.75,0.35,13.29,0.93,0.93,1.22,0.54,1.45,17.72,1.68,4.25,2.31
1955-03-31,4.08,4.85,1.88,12.89,2.84,6.68,0.5,9.94,0.7,0.7,1.07,0.71,1.91,19.4,1.86,4.48,2.03
1955-04-30,4.55,5.99,5.06,26.93,5.94,12.43,0.93,9.01,0.63,0.63,1.37,0.92,2.49,23.89,2.3,4.92,1.81
1955-05-31,5.27,6.53,15.24,98.96,21.84,16.33,1.22,5.99,0.42,0.42,1.49,1.25,3.36,26.05,2.59,4.27,1.28
1955-06-30,1.91,1.92,6.07,60.21,13.29,6.18,0.46,1.72,0.12,0.12,0.25,0.46,1.24,7.22,0.74,0.52,0.07
1955-07-31,0.74,1.27,0.24,5.26,1.16,0.11,0.01,0.07,0.0,0.0,0.07,0.14,0.36,2.11,0.22,0.15,0.02
1955-08-31,0.42,0.71,0.01,1.01,0.22,0.18,0.01,0.58,0.04,0.04,0.03,0.05,0.13,0.76,0.08,0.05,0.01
1955-09-30,0.16,0.52,0.01,0.24,0.05,0.08,0.01,0.32,0.02,0.02,0.59,1.15,3.1,16.64,1.73,1.11,0.08
1955-10-31,0.28,0.74,0.0,0.5,0.11,0.11,0.01,0.21,0.01,0.01,0.04,0.1,0.27,0.26,0.05,0.09,0.12
1955-11-30,0.53,1.04,0.12,1.77,0.39,0.42,0.03,0.21,0.01,0.01,0.15,0.15,0.41,1.9,0.21,0.34,0.45
1955-12-31,23.89,28.57,16.0,69.07,15.24,49.45,3.7,125.0,8.75,8.75,10.39,6.83,18.44,174.84,16.92,48.72,35.93
1956-01-31,25.7,30.87,6.97,52.09,11.5,38.18,2.85,106.84,7.48,7.48,10.64,3.59,9.71,177.69,16.21,46.71,20.62
1956-02-29,10.39,11.56,2.72,24.9,5.5,14.54,1.09,26.39,1.85,1.85,3.59,1.19,3.2,58.74,5.36,12.46,3.98
1956-03-31,8.18,9.13,5.51,32.86,7.25,15.92,1.19,14.89,1.04,1.04,2.88,1.62,4.37,44.53,4.29,9.15,2.69
1956-04-30,7.69,8.91,10.25,51.3,11.32,25.0,1.87,9.35,0.65,0.65,1.76,1.79,4.83,39.85,3.88,5.65,1.33
1956-05-31,11.65,12.51,22.19,135.07,29.81,44.89,3.35,13.94,0.98,0.98,2.15,3.48,9.41,61.0,6.11,4.92,0.53
1956-06-30,3.84,3.61,16.0,106.04,23.41,35.36,2.64,3.88,0.27,0.27,0.54,0.87,2.36,17.4,1.7,1.26,0.05
1956-07-31,1.27,3.03,1.41,22.66,5.0,4.5,0.34,2.13,0.15,0.15,0.18,0.18,0.5,4.47,0.43,0.22,0.01
1956-08-31,1.09,1.59,0.04,2.34,0.52,0.73,0.05,0.0,0.0,0.0,0.11,0.03,0.09,1.89,0.17,0.07,0.0
1956-09-30,1.23,1.17,0.01,1.25,0.28,0.64,0.05,0.0,0.0,0.0,0.08,0.01,0.04,1.35,0.12,0.05,0.0
1956-10-31,1.15,1.59,0.11,3.3,0.73,0.09,0.01,0.74,0.05,0.05,0.13,0.11,0.29,2.36,0.23,0.36,0.47
1956-11-30,1.51,1.59,0.64,3.65,0.81,0.0,0.0,1.44,0.1,0.1,0.15,0.05,0.14,3.38,0.3,0.57,0.68
1956-12-31,1.43,1.7,0.71,4.26,0.94,1.49,0.11,2.09,0.15,0.15,0.19,0.16,0.43,3.91,0.38,0.93,0.83
1957-01-31,1.57,2.34,0.46,4.6,1.02,1.89,0.14,3.84,0.27,0.27,0.36,0.27,0.74,6.65,0.64,1.59,1.42
1957-02-28,5.4,6.94,4.66,16.07,3.55,12.02,0.9,11.05,0.77,0.77,1.92,1.33,3.6,31.44,3.08,7.96,5.9
1957-03-31,10.13,11.91,3.58,28.0,6.18,16.37,1.22,32.1,2.25,2.25,4.36,2.38,6.44,73.41,6.96,17.87,9.16
1957-04-30,4.65,5.16,7.69,40.08,8.85,17.84,1.33,5.28,0.37,0.37,1.68,1.1,2.98,27.19,2.65,5.47,1.84
1957-05-31,7.12,7.98,15.42,98.01,21.63,23.45,1.75,10.64,0.74,0.74,1.87,1.97,5.33,40.56,4.0,5.04,1.25
1957-06-30,3.05,3.42,9.65,80.14,17.69,14.84,1.11,2.79,0.2,0.2,0.38,0.61,1.64,12.76,1.24,0.86,0.05
1957-07-31,0.73,1.8,0.24,8.05,1.78,0.72,0.05,1.01,0.07,0.07,0.09,0.05,0.14,2.69,0.24,0.14,0.01
1957-08-31,0.49,1.22,0.03,0.62,0.14,0.13,0.01,0.17,0.01,0.01,0.04,0.04,0.12,0.89,0.09,0.03,0.0
1957-09-30,0.55,0.89,0.01,0.79,0.17,0.31,0.02,0.26,0.02,0.02,0.04,0.02,0.04,0.67,0.06,0.02,0.0
1957-10-31,0.93,1.28,0.02,1.81,0.4,0.36,0.03,0.37,0.03,0.03,0.11,0.09,0.24,1.5,0.16,0.25,0.34
1957-11-30,0.97,1.33,0.56,3.57,0.79,0.22,0.02,0.85,0.06,0.06,0.17,0.12,0.33,2.77,0.27,0.44,0.59
1957-12-31,1.88,2.24,1.25,6.57,1.45,1.06,0.08,3.73,0.26,0.26,0.33,0.37,0.99,6.35,0.65,1.34,1.57
1958-01-31,2.96,4.02,1.34,7.89,1.74,4.07,0.3,20.41,1.43,1.43,1.09,0.65,1.76,22.83,2.12,5.69,5.1
1958-02-28,11.19,15.28,2.78,23.05,5.09,17.61,1.32,70.62,4.94,4.94,5.8,2.16,5.84,98.06,8.99,26.32,19.09
1958-03-31,15.48,20.35,1.64,24.48,5.4,17.99,1.34,83.78,5.86,5.86,8.37,2.15,5.81,135.72,12.22,36.82,20.45
1958-04-30,23.27,32.17,7.03,50.96,11.25,35.5,2.65,137.71,9.64,9.64,11.46,3.92,10.6,199.18,18.1,44.43,15.09
1958-05-31,16.44,18.67,27.04,164.91,36.4,63.45,4.74,11.77,0.82,0.82,2.8,4.43,11.96,72.86,7.4,7.44,1.25
1958-06-30,6.27,6.09,19.48,114.01,25.16,35.77,2.67,5.3,0.37,0.37,0.9,1.8,4.87,28.27,2.88,2.19,0.11
1958-07-31,2.65,2.9,2.4,30.58,6.75,6.36,0.48,2.26,0.16,0.16,0.25,0.26,0.69,6.64,0.63,0.39,0.01
1958-08-31,0.98,1.91,0.1,6.33,1.4,1.27,0.09,1.28,0.09,0.09,0.13,0.04,0.12,2.49,0.22,0.08,0.0
1958-09-30,0.83,1.32,0.02,1.58,0.35,0.73,0.05,0.02,0.0,0.0,0.09,0.01,0.04,1.51,0.13,0.05,0.0
1958-10-31,1.06,1.2,0.01,2.85,0.63,0.0,0.0,0.57,0.04,0.04,0.08,-0.0,0.0,1.82,0.15,0.2,0.28
1958-11-30,1.01,1.43,0.02,3.38,0.75,0.0,0.0,1.04,0.07,0.07,0.1,0.06,0.15,2.35,0.21,0.37,0.42
1958-12-31,0.88,1.33,0.02,2.38,0.53,0.54,0.04,1.57,0.11,0.11,0.12,0.06,0.17,2.83,0.26,0.5,0.49
1959-01-31,2.8,3.3,2.23,11.92,2.63,5.43,0.41,7.0,0.49,0.49,0.79,0.4,1.09,13.98,1.31,2.65,2.27
1959-02-28,4.85,6.94,7.66,8.27,1.82,6.31,0.47,36.49,2.55,2.55,1.96,0.75,2.02,36.16,3.29,6.85,4.22
1959-03-31,4.33,5.09,4.38,22.93,5.06,9.82,0.73,5.74,0.4,0.4,1.21,0.93,2.5,21.6,2.11,3.66,1.4
1959-04-30,2.68,3.39,9.29,59.89,13.22,10.01,0.75,2.97,0.21,0.21,0.77,0.81,2.2,16.62,1.64,1.84,0.52
1959-05-31,1.48,1.83,7.5,63.73,14.07,5.05,0.38,1.3,0.09,0.09,0.24,0.4,1.08,7.63,0.75,0.45,0.05
1959-06-30,0.78,1.12,1.74,25.27,5.58,1.45,0.11,1.09,0.08,0.08,0.05,0.07,0.2,1.96,0.18,0.1,0.0
1959-07-31,0.63,0.71,0.03,3.84,0.85,0.0,0.0,0.68,0.05,0.05,0.04,0.05,0.13,1.47,0.14,0.08,0.0
1959-08-31,0.48,0.58,0.01,1.79,0.39,0.0,0.0,0.57,0.04,0.04,0.04,0.01,0.03,1.29,0.11,0.06,0.0
1959-09-30,0.53,0.92,0.09,2.57,0.57,0.24,0.02,0.35,0.02,0.02,0.04,0.02,0.04,0.81,0.07,0.02,0.0
1959-10-31,0.44,0.76,0.01,1.68,0.37,0.0,0.0,0.29,0.02,0.02,0.04,0.01,0.02,0.61,0.05,0.07,0.1
1959-11-30,0.48,0.72,0.01,0.87,0.19,0.0,0.0,0.43,0.03,0.03,0.04,0.01,0.03,0.73,0.07,0.09,0.12
1959-12-31,0.4,0.98,0.01,1.37,0.3,0.0,0.0,0.74,0.05,0.05,0.06,0.05,0.15,1.31,0.13,0.21,0.27
1960-01-31,0.85,1.88,0.03,3.24,0.72,0.11,0.01,2.66,0.19,0.19,0.28,0.27,0.74,6.01,0.59,1.24,1.21
1960-02-29,6.28,7.76,1.24,16.93,3.74,7.42,0.55,23.11,1.62,1.62,2.27,1.13,3.05,40.0,3.73,8.7,6.42
1960-03-31,4.95,7.32,5.26,29.24,6.45,14.2,1.06,6.53,0.46,0.46,2.52,2.37,6.39,40.45,4.16,9.13,4.12
1960-04-30,4.36,5.0,10.0,57.36,12.66,14.08,1.05,4.82,0.34,0.34,1.37,1.33,3.59,24.2,2.45,3.71,1.13
1960-05-31,3.06,3.92,10.88,79.89,17.63,8.16,0.61,3.04,0.21,0.21,0.5,0.86,2.31,15.06,1.51,0.99,0.11
1960-06-30,0.64,1.46,2.34,29.44,6.5,1.93,0.14,0.21,0.01,0.01,0.09,0.15,0.4,3.07,0.3,0.19,0.01
1960-07-31,0.32,0.82,0.08,2.78,0.61,0.06,0.0,0.62,0.04,0.04,0.06,0.02,0.04,2.14,0.18,0.11,0.01
1960-08-31,0.3,0.57,0.01,0.13,0.03,0.01,0.0,0.6,0.04,0.04,0.05,0.01,0.03,1.3,0.11,0.04,0.0
1960-09-30,0.29,0.49,0.0,1.16,0.26,0.22,0.02,0.54,0.04,0.04,0.02,0.02,0.05,0.32,0.03,0.01,0.0
1960-10-31,0.3,0.63,0.01,0.0,0.0,0.0,0.0,0.28,0.02,0.02,0.03,0.0,0.0,0.63,0.05,0.0,0.0
1960-11-30,0.91,1.3,0.14,1.66,0.37,0.0,0.0,0.26,0.02,0.02,0.11,0.29,0.79,2.04,0.26,0.32,0.04
1960-12-31,1.53,1.44,1.06,3.53,0.78,0.0,0.0,1.58,0.11,0.11,0.19,0.17,0.45,3.55,0.35,0.66,0.72
1961-01-31,0.93,0.97,0.62,3.18,0.7,0.5,0.04,0.98,0.07,0.07,0.12,0.06,0.16,2.36,0.22,0.44,0.64
1961-02-28,1.01,1.56,2.02,8.22,1.81,3.08,0.23,2.07,0.14,0.14,0.26,0.29,0.78,5.66,0.56,1.13,1.92
1961-03-31,1.35,2.58,2.37,12.4,2.74,4.41,0.33,4.88,0.34,0.34,0.6,0.55,1.48,10.75,1.08,2.5,1.81
1961-04-30,1.93,2.61,7.87,41.58,9.18,7.88,0.59,2.51,0.18,0.18,0.51,0.5,1.36,10.29,1.02,1.11,0.34
1961-05-31,1.62,1.94,8.82,77.7,17.15,1.3,0.1,1.75,0.12,0.12,0.43,0.57,1.53,10.13,1.02,0.5,0.09
1961-06-30,0.62,0.89,2.16,26.17,5.78,0.0,0.0,0.6,0.04,0.04,0.08,0.2,0.55,2.88,0.3,0.06,0.0
1961-07-31,0.17,0.43,0.05,2.25,0.5,0.0,0.0,0.66,0.05,0.05,0.04,0.1,0.28,1.79,0.18,0.0,0.0
1961-08-31,0.15,0.3,0.01,0.0,0.0,0.0,0.0,0.64,0.04,0.04,0.02,0.01,0.01,0.8,0.07,0.0,0.0
1961-09-30,0.19,0.37,0.01,1.11,0.25,0.08,0.01,0.4,0.03,0.03,0.02,0.0,0.0,0.39,0.03,0.0,0.0
1961-10-31,0.21,0.43,0.01,0.76,0.17,0.09,0.01,0.3,0.02,0.02,0.02,0.05,0.12,0.17,0.03,0.0,0.0
1961-11-30,0.34,0.7,0.05,1.34,0.3,0.1,0.01,0.12,0.01,0.01,0.05,0.07,0.2,0.63,0.08,0.0,0.0
1961-12-31,0.7,1.25,0.9,4.5,0.99,0.0,0.0,1.41,0.1,0.1,0.11,0.13,0.36,2.2,0.23,0.29,0.0
1962-01-31,0.55,1.03,0.75,3.29,0.73,1.08,0.08,1.92,0.13,0.13,0.11,0.13,0.36,2.19,0.22,0.64,0.22
1962-02-28,9.4,12.76,1.61,19.6,4.33,11.26,0.84,71.63,5.01,5.01,3.91,1.22,3.3,70.44,6.34,19.14,17.44
1962-03-31,6.54,8.71,2.07,13.86,3.06,9.34,0.7,31.57,2.21,2.21,2.45,1.09,2.93,42.47,3.94,11.54,4.47
1962-04-30,10.59,12.75,13.88,72.63,16.03,35.96,2.69,6.31,0.44,0.44,3.08,2.34,6.32,51.61,5.09,1.83,0.43
1962-05-31,5.25,5.05,13.97,91.68,20.24,22.48,1.68,2.73,0.19,0.19,0.8,1.32,3.56,23.13,2.32,0.8,0.1
1962-06-30,2.19,1.93,9.87,83.07,18.34,17.01,1.27,0.0,0.0,0.0,0.27,0.5,1.36,9.01,0.9,0.18,0.0
1962-07-31,0.73,0.92,0.52,11.23,2.48,1.06,0.08,0.62,0.04,0.04,0.07,0.08,0.22,1.81,0.18,0.0,0.0
1962-08-31,0.66,0.63,0.01,1.74,0.38,0.38,0.03,0.53,0.04,0.04,0.04,0.03,0.08,0.61,0.06,0.0,0.0
1962-09-30,0.19,0.43,0.01,0.55,0.12,0.22,0.02,0.27,0.02,0.02,0.03,0.0,0.0,0.46,0.04,0.0,0.0
1962-10-31,1.62,1.68,0.82,9.1,2.01,0.62,0.05,1.51,0.11,0.11,0.92,0.33,0.88,19.38,1.73,3.21,8.16
1962-11-30,0.75,0.89,0.11,3.38,0.75,1.17,0.09,0.93,0.07,0.07,0.12,0.08,0.2,2.57,0.24,0.54,0.21
1962-12-31,1.38,1.37,1.72,6.45,1.42,3.41,0.25,3.14,0.22,0.22,0.57,0.35,0.94,10.24,0.97,2.82,1.44
1963-01-31,3.08,5.39,4.22,12.52,2.76,10.48,0.78,18.33,1.28,1.28,1.0,0.68,1.84,14.66,1.46,6.14,4.55
1963-02-28,10.85,12.41,10.09,57.94,12.79,41.54,3.1,39.95,2.8,2.8,6.72,3.17,8.57,108.67,10.22,21.42,7.16
1963-03-31,5.16,6.42,2.24,15.55,3.43,9.73,0.73,25.32,1.77,1.77,2.27,0.57,1.54,38.52,3.45,11.61,6.64
1963-04-30,16.91,20.12,4.85,47.2,10.42,18.53,1.38,65.46,4.58,4.58,6.74,3.56,9.6,113.78,10.75,23.29,13.52
1963-05-31,14.58,14.82,21.64,132.84,29.32,39.56,2.96,14.7,1.03,1.03,2.87,3.22,8.7,69.08,6.74,6.44,1.11
1963-06-30,4.22,4.33,9.69,78.58,17.34,20.8,1.55,4.42,0.31,0.31,0.52,0.81,2.19,17.72,1.71,1.84,0.12
1963-07-31,2.05,2.2,0.57,14.72,3.25,2.2,0.16,1.29,0.09,0.09,0.17,0.11,0.3,4.79,0.43,0.56,0.0
1963-08-31,1.21,1.4,0.03,0.64,0.14,0.15,0.01,0.31,0.02,0.02,0.11,0.23,0.63,1.55,0.2,0.15,0.0
1963-09-30,0.83,1.1,0.02,1.4,0.31,0.59,0.04,0.17,0.01,0.01,0.07,0.02,0.05,1.12,0.1,0.09,0.0
1963-10-31,1.15,1.24,0.27,2.63,0.58,0.0,0.0,1.22,0.09,0.09,0.11,0.11,0.29,1.91,0.19,0.31,0.0
1963-11-30,2.57,3.17,3.38,17.17,3.79,6.21,0.46,10.19,0.71,0.71,0.74,0.53,1.44,13.66,1.32,2.73,3.86
1963-12-31,1.99,2.02,1.47,6.74,1.49,4.0,0.3,2.57,0.18,0.18,0.43,0.22,0.59,7.39,0.69,1.42,0.57
1964-01-31,2.76,3.17,1.07,5.12,1.13,2.69,0.2,18.81,1.32,1.32,1.34,0.23,0.62,25.65,2.24,8.5,7.69
1964-02-29,2.54,2.92,1.34,5.67,1.25,3.05,0.23,5.65,0.4,0.4,0.76,0.48,1.3,11.43,1.12,2.76,0.62
1964-03-31,2.71,3.54,2.47,10.02,2.21,4.79,0.36,7.24,0.51,0.51,0.73,0.68,1.84,13.32,1.33,2.8,0.57
1964-04-30,4.72,5.94,7.08,40.08,8.85,12.15,0.91,6.34,0.44,0.44,1.3,0.99,2.66,21.98,2.17,2.41,0.36
1964-05-31,4.46,4.94,10.32,90.58,19.99,11.19,0.84,3.88,0.27,0.27,1.07,1.32,3.56,23.21,2.34,1.41,0.16
1964-06-30,2.21,2.47,4.43,42.78,9.44,3.74,0.28,1.65,0.12,0.12,0.23,0.51,1.37,7.13,0.74,0.54,0.01
1964-07-31,0.87,1.14,0.23,3.71,0.82,0.09,0.01,0.0,0.0,0.0,0.07,0.29,0.77,1.8,0.24,0.03,0.0
1964-08-31,0.53,0.66,0.02,0.47,0.1,0.05,0.0,0.07,0.0,0.0,0.06,0.09,0.23,1.34,0.14,0.0,0.0
1964-09-30,0.49,0.58,0.01,0.64,0.14,0.18,0.01,0.05,0.0,0.0,0.03,0.02,0.06,0.55,0.05,0.0,0.0
1964-10-31,0.51,0.76,0.01,1.69,0.37,0.38,0.03,0.1,0.01,0.01,0.05,0.09,0.24,0.52,0.07,0.0,0.0
1964-11-30,2.47,2.65,1.32,4.62,1.02,0.43,0.03,5.37,0.38,0.38,0.33,0.34,0.93,5.43,0.57,1.24,1.27
1964-12-31,20.04,26.96,22.21,89.82,19.83,69.18,5.17,98.4,6.89,6.89,11.22,7.04,19.01,184.71,17.85,44.43,24.83
1965-01-31,21.31,27.18,3.6,46.36,10.23,28.24,2.11,80.27,5.62,5.62,9.11,4.24,11.45,151.02,14.14,40.82,17.39
1965-02-28,9.52,10.46,2.94,24.4,5.39,11.23,0.84,13.43,0.94,0.94,2.88,1.79,4.82,44.4,4.33,6.35,1.9
1965-03-31,7.37,7.85,4.19,19.83,4.38,9.74,0.73,12.98,0.91,0.91,2.12,1.17,3.15,32.99,3.17,4.83,2.19
1965-04-30,13.35,17.52,10.92,65.29,14.41,26.35,1.97,48.84,3.42,3.42,3.92,3.14,8.48,84.48,8.04,17.71,7.81
1965-05-31,8.27,8.02,17.34,102.01,22.52,33.29,2.49,8.51,0.6,0.6,1.33,1.98,5.35,39.25,3.85,4.42,0.58
1965-06-30,3.93,3.74,13.11,85.95,18.97,28.91,2.16,3.83,0.27,0.27,0.52,0.99,2.68,16.42,1.66,1.63,0.12
1965-07-31,1.88,2.19,2.47,24.89,5.49,5.76,0.43,2.42,0.17,0.17,0.17,0.29,0.78,4.1,0.43,0.55,0.0
1965-08-31,1.92,1.65,1.19,10.64,2.35,2.15,0.16,1.65,0.12,0.12,0.13,0.16,0.44,2.0,0.22,0.3,0.0
1965-09-30,1.12,1.21,0.08,4.01,0.88,1.46,0.11,0.3,0.02,0.02,0.09,0.05,0.12,1.25,0.12,0.15,0.0
1965-10-31,1.7,1.13,0.02,3.87,0.85,0.0,0.0,1.04,0.07,0.07,0.08,0.07,0.2,1.45,0.14,0.18,0.0
1965-11-30,3.06,3.62,1.3,11.96,2.64,3.11,0.23,8.23,0.58,0.58,0.4,0.27,0.74,8.8,0.82,1.94,0.49
1965-12-31,3.25,3.15,1.13,6.69,1.48,4.26,0.32,15.03,1.05,1.05,1.07,0.3,0.81,18.76,1.68,5.67,5.81
1966-01-31,2.96,3.38,0.77,7.57,1.67,4.33,0.32,14.81,1.04,1.04,1.12,0.3,0.81,21.95,1.94,6.9,5.21
1966-02-28,2.95,3.39,0.66,6.98,1.54,3.57,0.27,16.13,1.13,1.13,1.44,0.38,1.02,23.51,2.12,7.84,3.96
1966-03-31,4.54,5.27,4.13,29.84,6.59,14.34,1.07,6.94,0.49,0.49,1.65,1.5,4.05,28.46,2.87,3.07,1.01
1966-04-30,5.62,4.99,11.97,79.52,17.55,16.06,1.2,3.91,0.27,0.27,1.7,1.69,4.56,31.44,3.17,1.65,0.41
1966-05-31,2.07,2.16,9.65,82.57,18.22,10.58,0.79,1.8,0.13,0.13,0.35,0.61,1.64,10.46,1.05,0.71,0.04
1966-06-30,0.89,1.27,0.68,9.64,2.13,0.17,0.01,0.75,0.05,0.05,0.08,0.21,0.56,2.77,0.29,0.15,0.0
1966-07-31,0.44,0.72,0.03,1.8,0.4,0.09,0.01,0.69,0.05,0.05,0.08,0.11,0.29,2.91,0.27,0.0,0.0
1966-08-31,0.33,0.48,0.0,0.48,0.11,0.04,0.0,1.07,0.07,0.07,0.09,0.07,0.2,2.63,0.24,0.0,0.0
1966-09-30,0.71,0.45,0.0,1.24,0.27,0.28,0.02,0.69,0.05,0.05,0.05,0.0,0.0,0.96,0.08,0.0,0.0
1966-10-31,0.83,0.5,0.0,0.64,0.14,0.13,0.01,0.0,0.0,0.0,0.03,-0.0,0.0,0.48,0.04,0.0,0.0
1966-11-30,1.1,1.71,1.23,7.58,1.67,0.69,0.05,2.95,0.21,0.21,0.25,0.27,0.74,3.77,0.4,0.41,1.17
1966-12-31,6.16,8.53,3.35,24.74,5.46,13.45,1.01,27.93,1.96,1.96,1.77,1.18,3.19,35.0,3.31,7.05,22.97
1967-01-31,5.59,8.57,1.62,13.91,3.07,12.01,0.9,58.38,4.09,4.09,4.47,1.2,3.25,75.86,6.82,26.96,16.08
1967-02-28,6.26,7.67,2.34,15.58,3.44,12.7,0.95,17.1,1.2,1.2,2.53,1.44,3.89,45.62,4.3,8.64,1.75
1967-03-31,13.49,15.86,6.96,33.69,7.44,26.15,1.95,47.83,3.35,3.35,5.99,2.75,7.44,87.45,8.33,20.05,2.02
1967-04-30,14.76,16.67,2.48,31.06,6.86,20.92,1.56,107.27,7.51,7.51,6.3,2.01,5.43,114.47,10.31,44.15,7.22
1967-05-31,22.28,25.51,19.18,124.19,27.41,53.51,4.0,25.62,1.79,1.79,5.87,6.23,16.83,103.04,10.61,9.71,0.54
1967-06-30,8.88,9.0,23.95,148.38,32.75,47.86,3.58,7.66,0.54,0.54,1.56,2.55,6.9,45.75,4.56,3.18,0.11
1967-07-31,3.48,3.05,7.71,65.79,14.52,17.74,1.33,2.14,0.15,0.15,0.39,0.63,1.7,11.78,1.17,0.71,0.0
1967-08-31,1.71,1.7,0.11,4.4,0.97,1.5,0.11,1.46,0.1,0.1,0.13,0.1,0.27,3.0,0.28,0.17,0.0
1967-09-30,1.17,1.33,0.03,0.05,0.01,0.04,0.0,0.05,0.0,0.0,0.15,0.22,0.59,1.79,0.22,0.13,0.0
