,I_DCC010,I_FRMDW,I_MFA036,I_RUB047,I_LRB004,I_HHOLE,I_LOONL,I_SFR006,I_GERLE,I_STMPY,I_PLC007,I_NLC003,I_SLC003,I_LNG012,I_RUB002,I_NMA003,I_MFA025,I_MFA023,I_MFA001,I_ALOHA,I_PYR001,I_CAPLS,I_SILVR,I_LKVLY,I_NNA013,I_NFA054,I_CYN009,I_NFA022,I_NFA016,I_SFA066,I_SFA076,I_SLF009,I_ALD004,I_ALD002,I_PLM001,I_UNVLY,I_ICEHS,I_SLV006,I_SLV015,I_BSH003,I_SFA040,I_RCK001,I_SFA030,I_WBR001,I_FOLSM,I_ECHOL
1977-01-31,0.12,0.63,0.59,0.17,0.36,0.45,0.11,0.13,0.19,0.5,0.2,0.02,0.04,0.07,0,1.8,0.58,0.1,1.93,0.15,0.25,0.08,0.0,0.03,0.03,2.31,0.02,1.44,0.1,0.58,0.34,0.39,0.13,0.02,0.01,1.64,0.5,0.0,0.0,0.0,1.24,0.0,2.6,0.0,4.42,0.34
1977-02-28,0.18,1.09,0.62,0.74,0.38,1.46,0.36,0.24,0.36,0.44,0.17,0.03,0.05,0.11,0,1.84,0.53,0.09,1.74,0.15,0.25,0.2,0.01,0.03,0.03,2.7,0.02,1.7,0.12,0.7,0.41,0.47,0.17,0.03,0.03,3.22,0.8,-0.0,-0.0,-0.0,3.18,0.0,1.18,0.0,3.06,0.39
1977-03-31,0.35,1.44,0.81,1.25,0.57,2.16,1.07,0.58,0.87,0.69,0.27,0.05,0.1,0.21,0,2.69,0.98,0.17,2.96,0.2,0.32,0.25,0.17,0.18,0.19,4.4,0.03,2.5,0.18,1.12,0.66,0.75,0.34,0.06,0.03,3.91,0.99,0.0,0.0,0.0,2.62,0.0,1.68,0.0,4.58,0.41
1977-04-30,0.76,3.78,0.69,7.49,2.52,8.52,1.92,1.12,1.67,0.67,0.27,0.04,0.08,0.17,0,2.29,0.19,0.03,1.26,0.71,1.13,1.68,2.61,0.29,0.3,7.74,0.05,4.45,0.32,3.99,2.34,2.68,0.43,0.08,0.07,8.07,3.65,0.0,0.0,0.0,1.67,0.0,2.34,0.0,1.71,0.96
1977-05-31,1.15,6.27,0.99,7.63,3.37,11.94,2.66,1.75,2.61,0.47,0.19,0.08,0.21,0.25,0,2.92,0.42,0.07,1.78,1.08,1.73,2.6,2.39,0.72,0.74,11.75,0.08,6.19,0.44,4.48,2.63,3.0,0.45,0.08,0.01,9.91,4.39,-0.0,-0.0,-0.0,2.97,0.0,2.65,0.0,0.66,1.31
1977-06-30,0.31,3.57,0.62,6.97,3.13,4.73,1.33,0.49,0.73,0.09,0.03,0.03,0.06,0.11,0,1.36,0.26,0.04,1.19,1.33,2.13,3.55,1.27,0.21,0.22,5.25,0.04,2.98,0.21,3.43,2.01,2.3,0.15,0.03,0.01,5.57,3.79,-0.0,-0.0,-0.0,0.68,0.0,1.95,0.0,0.0,1.68
1977-07-31,0.03,0.14,0.31,0.26,0.98,0.18,0.42,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0,0.65,0.0,0.0,0.0,0.59,0.94,0.36,0.0,0.1,0.11,0.97,0.01,0.42,0.03,1.45,0.85,0.97,0.05,0.01,0.0,0.49,0.27,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.45
1977-08-31,0.01,0.0,0.0,0.01,0.13,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0,0.57,0.0,0.0,0.0,0.11,0.18,0.3,0.0,0.0,0.0,0.33,0.0,0.22,0.02,0.08,0.05,0.05,0.02,0.0,0.0,0.32,0.23,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.43
1977-09-30,0.02,0.04,0.21,0.29,0.13,0.07,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0,0.54,0.0,0.0,0.0,0.12,0.19,0.13,0.19,0.1,0.11,0.55,0.0,0.16,0.01,0.18,0.11,0.12,0.02,0.0,0.0,5.91,0.06,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.36
1977-10-31,0.01,0.05,0.27,0.05,0.05,0.15,0.08,0.0,0.0,1.24,0.49,0.0,0.01,0.01,0,0.6,0.0,0.0,0.08,0.06,0.09,0.07,0.04,0.0,0.0,0.63,0.0,0.41,0.03,0.19,0.11,0.13,0.03,0.01,0.01,0.28,0.11,0.11,0.15,0.03,0.65,0.0,0.63,0.0,0.64,0.34
1977-11-30,0.18,0.83,0.52,0.35,0.06,1.14,0.09,0.01,0.01,0.96,0.38,0.02,0.04,0.07,0,2.15,1.56,0.27,0.0,0.07,0.12,0.12,0.0,0.03,0.03,2.62,0.02,1.65,0.12,0.25,0.15,0.17,0.13,0.02,0.01,0.35,0.46,0.03,0.04,0.01,3.12,1.07,0.11,0.27,0.09,0.36
1977-12-31,2.64,9.44,3.88,5.02,0.96,16.53,3.61,3.14,4.69,1.04,0.41,0.32,0.71,1.1,0,18.91,9.4,1.62,0.0,0.61,0.97,0.44,1.17,1.01,1.03,28.33,0.19,16.42,1.16,2.09,1.23,1.4,2.14,0.38,0.16,4.84,2.49,1.13,1.59,0.36,17.84,5.04,0.0,5.11,0.21,0.48
1978-01-31,2.32,12.62,12.69,3.26,1.21,20.79,2.91,4.48,6.69,6.62,2.62,1.01,2.15,3.57,0,48.74,38.53,6.64,13.4,0.66,1.07,0.65,0.8,1.95,2.0,88.25,0.6,53.55,3.79,4.09,2.4,2.74,5.62,1.01,0.79,9.03,2.9,2.9,4.07,0.92,39.47,14.66,6.2,23.96,77.0,0.56
1978-02-28,1.29,5.83,7.1,2.1,0.62,12.0,0.93,2.38,3.56,3.4,1.35,0.59,1.33,2.04,0,27.36,22.4,3.86,8.23,0.44,0.71,0.5,0.55,0.87,0.89,48.21,0.33,29.66,2.1,3.63,2.13,2.43,3.33,0.6,1.0,8.41,2.09,3.18,4.46,1.0,15.02,7.97,3.0,12.83,30.29,0.5
1978-03-31,4.75,21.3,15.52,7.34,1.92,30.01,4.79,8.65,12.92,5.94,2.36,1.8,3.58,3.57,0,50.17,39.67,6.84,7.94,1.06,1.7,1.02,1.51,1.69,1.73,82.63,0.56,50.42,3.57,12.53,7.35,8.4,7.99,1.43,3.04,28.38,6.63,11.48,16.12,3.63,5.19,12.29,9.36,22.52,37.53,0.7
1978-04-30,4.93,22.62,13.89,9.18,2.68,29.21,5.37,7.93,11.85,5.26,2.09,1.64,3.19,2.94,0,41.27,31.9,5.5,10.59,1.1,1.76,2.01,4.38,1.66,1.71,68.88,0.47,41.5,2.94,17.08,10.02,11.45,7.65,1.37,2.01,32.16,8.65,8.54,11.99,2.7,8.52,8.0,19.68,8.01,30.82,1.08
1978-05-31,9.95,39.49,9.03,28.75,7.13,64.8,9.22,10.12,15.12,2.93,1.16,1.61,3.01,1.6,0,25.9,13.78,2.37,2.99,3.34,5.35,9.54,12.85,1.79,1.84,74.93,0.51,45.19,3.2,36.63,21.5,24.56,6.3,1.13,1.69,57.81,21.85,8.27,11.61,2.61,0.0,5.64,0.0,2.64,0.0,3.98
1978-06-30,5.86,25.46,2.72,31.22,6.89,50.4,1.91,3.81,5.69,0.87,0.34,0.26,0.93,0.53,0,7.63,4.22,0.73,2.05,4.37,7.0,13.06,12.49,0.99,1.01,42.07,0.29,25.41,1.8,29.43,17.27,19.73,1.72,0.31,0.4,40.5,17.98,4.67,6.56,1.47,0.0,3.44,0.0,0.68,0.0,5.34
1978-07-31,0.6,7.41,1.31,11.74,1.78,11.13,1.49,0.19,0.28,0.8,0.32,0.04,0.08,0.18,0,2.57,1.16,0.2,0.0,1.57,2.52,6.45,2.83,0.2,0.21,9.1,0.06,5.52,0.39,6.16,3.62,4.13,0.28,0.05,0.06,8.19,5.0,1.44,2.02,0.45,0.0,1.71,2.87,0.17,0.0,2.79
1978-08-31,0.06,1.48,0.72,1.11,0.35,2.34,1.68,0.0,0.0,0.46,0.18,0.02,0.03,0.05,0,1.67,0.0,0.0,0.0,0.41,0.66,1.17,0.0,0.2,0.21,2.56,0.02,1.26,0.09,1.44,0.85,0.97,0.13,0.02,0.01,1.34,0.89,0.45,0.63,0.14,0.0,0.39,0.45,0.03,0.0,0.76
1978-09-30,0.12,1.53,0.73,2.85,0.34,3.19,1.07,0.03,0.04,0.46,0.18,0.02,0.03,0.06,0,2.0,1.09,0.19,0.0,0.47,0.75,1.18,0.34,0.29,0.3,3.08,0.02,1.42,0.1,2.04,1.2,1.37,0.16,0.03,0.08,1.57,1.41,1.6,2.25,0.51,1.17,1.48,0.0,0.2,0.0,0.77
1978-10-31,0.06,0.26,0.54,0.25,0.14,0.39,0.0,0.0,0.0,0.23,0.09,0.01,0.02,0.04,0,1.35,0.45,0.08,0.0,0.15,0.23,0.04,0.0,0.11,0.11,1.85,0.01,1.0,0.07,0.55,0.32,0.37,0.12,0.02,0.01,0.68,0.42,0.2,0.28,0.06,0.44,0.1,1.46,0.02,0.0,0.33
1978-11-30,0.11,0.51,0.56,0.35,0.3,1.08,0.0,0.0,0.0,0.58,0.23,0.02,0.03,0.07,0,1.66,0.0,0.0,0.97,0.2,0.32,0.12,0.14,0.22,0.23,2.95,0.02,1.47,0.1,0.65,0.38,0.44,0.19,0.03,0.02,1.35,0.63,0.25,0.35,0.08,0.12,0.93,0.51,0.33,3.67,0.36
1978-12-31,0.14,0.86,0.66,1.1,0.5,1.53,0.7,0.0,0.0,0.8,0.32,0.03,0.06,0.13,0,2.11,3.07,0.53,0.0,0.26,0.42,0.14,0.29,0.07,0.08,3.45,0.02,2.11,0.15,1.05,0.62,0.7,0.22,0.04,0.1,2.27,0.86,0.66,0.93,0.21,0.68,0.92,3.09,0.7,0.26,0.36
1979-01-31,0.87,5.41,2.18,7.34,1.34,11.19,2.22,1.41,2.11,1.39,0.55,0.22,0.4,0.86,0,12.55,10.96,1.89,2.64,0.76,1.21,0.63,1.63,0.36,0.37,21.52,0.15,13.29,0.94,4.32,2.54,2.9,1.3,0.23,0.89,10.48,3.09,3.37,4.73,1.06,0.97,4.32,13.38,5.33,13.68,0.55
1979-02-28,0.61,4.11,2.69,1.96,0.53,7.83,1.39,1.24,1.85,0.46,0.18,0.28,0.41,0.84,0,12.41,12.3,2.12,14.87,0.31,0.5,1.49,0.03,0.55,0.56,29.92,0.2,18.39,1.3,2.46,1.44,1.65,1.4,0.25,0.95,6.72,2.05,2.43,3.41,0.77,5.63,5.45,9.14,8.3,46.33,0.88
1979-03-31,1.73,9.82,8.92,4.43,1.32,17.95,1.57,3.33,4.97,3.61,1.43,0.95,1.46,2.98,0,34.63,20.39,3.51,16.99,0.67,1.07,0.92,1.72,1.06,1.09,54.17,0.37,33.14,2.35,7.24,4.25,4.85,4.54,0.81,1.6,17.67,3.36,7.18,10.08,2.27,8.03,8.49,10.67,13.43,23.82,0.67
1979-04-30,3.7,20.33,9.06,10.56,2.94,28.1,5.88,8.09,12.08,3.96,1.57,1.32,2.27,2.43,0,29.98,18.21,3.14,2.42,1.15,1.84,2.15,3.69,1.73,1.78,50.34,0.34,29.3,2.07,16.51,9.69,11.07,6.81,1.22,1.81,30.81,7.76,7.78,10.92,2.46,0.0,6.34,3.73,8.38,0.0,1.14
1979-05-31,10.32,42.06,9.71,32.28,9.06,67.77,6.35,10.37,15.49,3.1,1.23,1.63,3.08,2.09,0,34.77,13.73,2.37,0.0,4.31,6.91,11.96,14.43,3.15,3.24,79.05,0.54,45.11,3.19,38.83,22.79,26.03,7.91,1.42,1.14,59.09,24.02,6.71,9.42,2.12,0.0,6.51,0.0,3.49,3.48,4.92
1979-06-30,2.08,10.03,2.27,15.95,3.69,18.89,1.57,0.9,1.34,0.99,0.39,0.18,0.33,0.66,0,6.16,2.94,0.51,1.43,2.61,4.19,7.47,4.87,0.53,0.54,17.52,0.12,10.34,0.73,13.19,7.74,8.84,0.94,0.17,0.1,16.74,7.81,2.13,2.99,0.67,0.0,1.77,0.0,0.25,0.0,3.19
1979-07-31,0.19,1.96,1.25,3.23,0.74,2.85,0.37,0.0,0.0,0.33,0.13,0.05,0.09,0.18,0,2.4,0.02,0.0,0.08,0.83,1.34,2.25,0.0,0.17,0.18,4.37,0.03,2.5,0.18,2.67,1.57,1.79,0.24,0.04,0.02,2.57,2.34,0.61,0.86,0.19,0.0,1.14,3.84,0.11,0.0,1.18
1979-08-31,0.06,0.92,0.72,0.33,0.15,1.24,0.61,0.0,0.0,0.04,0.02,0.01,0.03,0.06,0,1.86,0.0,0.0,0.0,0.2,0.32,0.24,0.0,0.07,0.07,2.06,0.01,1.21,0.09,0.86,0.5,0.58,0.11,0.02,0.01,0.53,0.36,0.61,0.86,0.19,0.0,0.27,3.2,0.04,0.0,0.4
1979-09-30,0.03,0.46,0.49,0.26,0.08,0.37,0.04,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0,1.43,0.16,0.03,0.0,0.09,0.14,0.1,0.0,0.04,0.05,1.33,0.01,0.78,0.06,0.66,0.39,0.44,0.07,0.01,0.05,0.41,0.23,0.58,0.81,0.18,0.0,0.09,0.0,0.01,0.0,0.35
1979-10-31,0.25,1.75,0.72,2.87,0.26,4.85,1.0,0.15,0.22,0.07,0.03,0.05,0.05,0.1,0,2.56,0.0,0.0,0.0,0.3,0.49,0.21,0.02,0.17,0.17,3.77,0.03,2.11,0.15,1.23,0.72,0.82,0.18,0.03,0.03,1.62,1.68,0.2,0.28,0.06,2.42,1.64,2.95,0.46,0.0,0.39
1979-11-30,0.63,2.03,1.37,3.49,0.76,7.53,1.4,0.83,1.24,0.38,0.15,0.19,0.2,0.35,0,6.24,1.15,0.2,1.79,0.43,0.7,0.14,0.41,0.35,0.36,8.74,0.06,4.99,0.35,1.86,1.09,1.25,0.41,0.07,0.13,3.81,2.4,0.71,1.0,0.22,5.06,2.18,1.04,1.8,0.0,0.36
1979-12-31,0.89,2.11,1.8,2.39,0.59,7.77,1.89,0.59,0.88,1.23,0.49,0.13,0.24,0.51,0,8.45,3.89,0.67,2.93,0.43,0.68,0.42,0.39,0.56,0.57,15.32,0.1,8.86,0.63,1.92,1.13,1.29,0.63,0.11,0.3,4.23,2.54,0.92,1.29,0.29,6.8,2.41,0.68,2.56,3.18,0.47
1980-01-31,10.8,48.64,28.58,24.91,4.06,72.88,9.67,17.59,26.28,15.15,6.01,2.83,5.1,10.97,0,135.03,85.88,14.8,0.0,2.37,3.81,1.14,5.99,3.38,3.47,170.08,1.16,103.98,7.36,24.75,14.53,16.59,12.79,2.29,6.22,56.4,17.57,21.01,29.49,6.63,54.83,32.71,0.0,55.07,29.15,0.75
1980-02-29,4.31,19.92,15.19,5.92,2.05,30.23,4.13,6.79,10.14,10.2,4.05,1.4,2.52,5.42,0,66.38,66.44,11.45,11.74,0.89,1.43,1.19,2.03,0.96,0.99,108.35,0.74,68.65,4.86,15.37,9.02,10.3,7.71,1.38,1.7,27.26,6.81,7.78,10.92,2.46,44.47,14.51,11.33,24.8,46.38,0.77
1980-03-31,2.0,9.64,11.3,2.9,1.52,15.22,1.48,3.28,4.9,5.86,2.32,0.89,1.7,2.89,0,33.42,29.44,5.07,18.78,0.64,1.02,0.83,0.89,0.48,0.49,57.61,0.39,36.56,2.59,10.92,6.41,7.32,4.27,0.76,1.09,17.22,4.38,4.08,5.73,1.29,16.04,5.99,20.88,6.58,38.74,0.63
1980-04-30,5.34,23.95,9.87,14.37,3.59,34.73,5.26,7.41,11.07,2.67,1.06,1.24,4.03,1.74,0,27.03,14.99,2.58,3.47,1.64,2.63,5.54,6.02,1.05,1.08,53.89,0.37,32.98,2.34,21.17,12.42,14.19,4.77,0.86,1.19,33.41,10.95,5.94,8.34,1.88,0.0,4.49,3.74,1.9,5.19,2.44
1980-05-31,8.41,32.9,5.14,25.86,6.49,58.37,6.42,6.85,10.23,1.71,0.68,0.95,2.32,1.16,0,18.74,7.81,1.35,0.0,3.6,5.77,9.19,11.63,1.89,1.94,60.92,0.41,35.88,2.54,34.61,20.31,23.2,4.45,0.8,0.75,50.21,18.9,6.49,9.11,2.05,0.0,4.27,0.0,1.9,0.0,3.85
1980-06-30,3.95,19.1,1.88,25.7,5.19,38.75,2.42,2.55,3.81,1.08,0.43,0.2,0.71,0.43,0,6.91,7.56,1.3,0.0,3.64,5.84,11.52,11.04,1.05,1.08,32.02,0.22,18.73,1.33,22.79,13.38,15.28,1.27,0.23,0.19,29.17,14.12,3.55,4.98,1.12,0.0,2.85,0.0,0.55,0.0,4.75
1980-07-31,0.81,9.25,1.26,15.8,2.32,14.27,2.59,0.0,0.0,0.8,0.32,0.08,0.16,0.28,0,3.47,0.0,0.0,0.0,2.28,3.66,8.73,4.2,0.21,0.21,11.25,0.08,6.91,0.49,8.86,5.2,5.94,0.37,0.07,0.09,11.15,6.8,2.43,3.41,0.77,0.0,2.49,0.0,0.26,0.0,3.67
1980-08-31,0.13,1.16,0.66,1.36,0.26,1.31,0.63,0.0,0.0,0.43,0.17,0.02,0.04,0.08,0,1.92,0.38,0.07,0.0,0.4,0.63,1.24,0.0,0.1,0.1,2.88,0.02,1.68,0.12,1.54,0.9,1.03,0.13,0.02,0.03,1.18,0.83,1.16,1.63,0.37,0.0,1.18,0.0,0.12,0.0,0.79
1980-09-30,0.05,0.24,0.58,0.6,0.1,1.24,0.22,0.0,0.0,0.27,0.11,0.01,0.02,0.05,0,1.42,0.0,0.0,0.0,0.14,0.22,0.3,0.0,0.0,0.0,1.68,0.01,1.09,0.08,1.04,0.61,0.7,0.12,0.02,0.08,0.67,0.66,0.88,1.24,0.28,0.0,0.88,0.84,0.14,0.0,0.43
1980-10-31,0.06,0.11,0.75,0.21,0.19,1.57,0.07,0.0,0.0,0.15,0.06,0.01,0.02,0.05,0,1.65,2.53,0.44,0.0,0.16,0.25,0.13,0.0,0.19,0.2,2.03,0.01,0.94,0.07,0.42,0.25,0.28,0.08,0.01,0.01,0.71,0.56,0.06,0.08,0.02,2.81,0.62,3.19,0.18,0.0,0.36
1980-11-30,0.11,0.0,0.12,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.28,1.79,0.0,0,1.8,5.49,0.95,0.0,0.16,0.26,0.0,0.0,0.0,0.0,1.97,0.01,1.29,0.09,0.55,0.32,0.37,0.09,0.02,0.03,1.11,0.49,0.23,0.32,0.07,0.0,0.4,1.52,0.22,0.0,0.31
1980-12-31,0.43,1.11,1.13,1.42,0.53,2.86,0.71,0.15,0.22,1.2,0.48,0.1,0.31,0.25,0,2.88,10.07,1.74,0.0,0.26,0.42,0.07,0.0,0.06,0.06,5.6,0.04,3.52,0.25,1.09,0.64,0.73,0.25,0.04,0.12,2.3,0.95,0.5,0.7,0.16,1.84,0.82,3.36,0.65,0.0,0.34
1981-01-31,0.25,1.99,1.55,1.18,0.46,3.11,1.16,0.36,0.54,0.85,0.34,0.08,0.14,0.28,0,6.32,8.09,1.39,0.0,0.19,0.3,0.1,0.16,0.22,0.23,11.03,0.08,6.74,0.48,1.06,0.62,0.71,0.33,0.06,0.16,2.41,1.31,0.43,0.6,0.14,5.18,1.89,5.13,1.71,11.53,0.35
1981-02-28,1.68,5.6,3.09,5.06,0.87,11.65,1.96,2.05,3.06,1.02,0.4,0.41,0.49,0.91,0,11.93,8.98,1.55,0.0,0.46,0.74,0.21,1.35,0.79,0.81,19.91,0.14,11.37,0.81,2.88,1.69,1.93,1.29,0.23,0.75,8.08,2.34,2.55,3.58,0.81,2.41,2.85,0.58,2.99,3.75,0.39
1981-03-31,1.84,6.89,5.94,3.25,1.05,12.31,1.85,3.27,4.88,2.16,0.86,0.54,1.09,1.96,0,22.9,16.0,2.76,0.45,0.42,0.68,1.14,0.91,1.06,1.08,33.9,0.23,19.95,1.41,3.86,2.27,2.59,2.28,0.41,0.61,10.08,2.42,3.13,4.39,0.99,11.86,4.73,6.08,4.95,36.53,0.75
1981-04-30,3.71,19.73,5.71,13.71,4.14,29.75,5.28,6.24,9.32,1.4,0.55,0.73,1.32,1.4,0,18.07,10.95,1.89,0.0,1.4,2.25,3.47,5.25,1.67,1.72,34.54,0.23,19.11,1.35,14.02,8.23,9.4,3.18,0.57,0.87,26.43,9.52,3.39,4.76,1.07,0.0,2.93,0.0,1.47,6.67,1.65
1981-05-31,2.77,13.05,2.39,17.42,5.99,25.89,2.73,3.27,4.88,0.57,0.23,0.24,0.52,0.86,0,7.1,4.26,0.73,0.34,2.77,4.45,7.74,7.12,1.08,1.11,22.49,0.15,12.47,0.88,15.53,9.11,10.41,1.31,0.24,0.21,24.91,9.7,1.85,2.6,0.58,0.0,1.49,0.0,0.29,0.0,3.29
1981-06-30,0.38,2.46,1.24,5.88,1.95,4.96,1.05,0.34,0.51,0.39,0.16,0.07,0.12,0.27,0,2.96,2.42,0.42,0.0,1.34,2.15,4.15,1.12,0.19,0.2,5.42,0.04,3.13,0.22,4.35,2.55,2.92,0.26,0.05,0.03,6.03,2.89,0.78,1.1,0.25,0.0,0.99,0.0,0.07,0.0,1.91
1981-07-31,0.06,0.2,0.86,0.48,0.25,0.83,0.36,0.0,0.0,0.0,0.0,0.02,0.03,0.07,0,1.83,0.1,0.02,0.0,0.26,0.42,0.47,0.0,0.04,0.04,1.63,0.01,0.99,0.07,0.72,0.42,0.48,0.06,0.01,0.01,0.66,0.47,0.29,0.41,0.09,0.0,0.0,2.22,0.0,0.0,0.49
1981-08-31,0.02,0.08,0.51,0.02,0.06,0.12,0.0,0.07,0.1,0.0,0.0,0.0,0.01,0.02,0,1.28,0.8,0.14,0.0,0.07,0.11,0.08,0.0,0.08,0.08,0.99,0.01,0.48,0.03,0.24,0.14,0.16,0.03,0.01,0.0,0.16,0.13,0.16,0.22,0.05,0.0,0.0,1.47,0.0,0.0,0.34
1981-09-30,0.03,0.0,0.0,0.14,0.05,0.98,0.01,0.03,0.04,0.15,0.06,0.0,0.01,0.01,0,1.48,1.45,0.25,0.0,0.05,0.08,0.08,0.0,0.05,0.05,0.87,0.01,0.45,0.03,0.29,0.17,0.19,0.02,0.0,0.02,0.2,0.0,0.31,0.44,0.1,0.0,0.0,1.6,0.0,0.0,0.34
1981-10-31,0.21,1.5,0.87,2.05,0.2,2.87,1.07,0.27,0.4,0.87,0.34,0.03,0.03,0.06,0,2.46,0.0,0.0,1.98,0.25,0.4,0.25,0.38,0.1,0.11,2.96,0.02,1.72,0.12,0.88,0.52,0.59,0.11,0.02,0.03,1.31,1.56,0.17,0.24,0.05,3.7,2.44,0.0,0.67,0.0,0.41
1981-11-30,7.6,33.27,7.36,23.86,2.93,56.54,6.78,8.46,12.64,2.38,0.95,0.94,1.69,3.62,0,32.87,29.61,5.1,4.74,1.88,3.01,2.18,5.01,2.48,2.55,84.19,0.57,49.83,3.53,9.21,5.41,6.17,3.55,0.64,1.69,22.45,9.01,6.82,9.57,2.15,11.77,14.99,1.25,19.35,14.07,1.15
1981-12-31,10.16,42.32,18.1,23.73,2.54,65.09,6.92,11.87,17.73,7.44,2.95,2.23,4.02,8.63,0,86.7,72.34,12.47,11.56,1.75,2.81,3.73,5.23,1.11,1.14,128.08,0.87,81.21,5.75,16.96,9.95,11.37,10.13,1.82,5.53,43.75,14.3,17.59,24.69,5.55,0.0,23.91,0.0,42.52,0.0,1.75
1982-01-31,1.96,9.58,12.75,3.07,1.1,16.51,1.9,2.09,3.12,5.37,2.13,0.8,1.45,3.11,0,36.54,47.89,8.25,18.7,0.59,0.95,1.5,1.26,0.12,0.13,70.78,0.48,45.87,3.25,8.68,5.09,5.82,4.72,0.85,1.86,18.89,5.4,6.69,9.39,2.11,16.37,15.21,13.0,26.38,57.65,0.89
1982-02-28,8.97,31.82,11.23,18.83,3.09,50.09,6.04,10.57,15.79,10.2,4.04,2.19,3.93,8.45,0,89.19,66.02,11.38,36.21,1.39,2.23,2.42,4.26,2.06,2.12,122.44,0.83,75.61,5.35,24.65,14.47,16.53,10.35,1.86,2.86,43.73,14.59,11.19,15.71,3.53,49.01,20.98,8.21,46.2,11.02,1.24
1982-03-31,4.61,17.24,15.69,4.89,2.13,26.94,4.09,6.51,9.72,8.37,3.32,1.34,2.41,5.19,0,45.16,57.68,9.94,42.88,1.02,1.63,1.67,2.53,0.47,0.49,86.19,0.59,55.19,3.91,16.12,9.46,10.81,5.7,1.02,1.74,26.43,7.92,6.05,8.49,1.91,41.9,12.85,32.36,13.59,75.41,0.95
1982-04-30,7.78,31.29,19.99,20.61,4.57,45.42,7.29,10.87,16.24,12.78,5.07,2.3,4.14,8.9,0,79.62,95.08,16.39,76.6,2.15,3.45,3.89,6.94,1.88,1.93,163.36,1.11,102.64,7.27,31.26,18.35,20.96,6.67,1.2,1.04,42.48,14.04,7.16,10.05,2.26,88.77,14.69,44.11,11.15,55.3,1.81
1982-05-31,13.32,51.04,15.72,39.27,8.11,65.02,9.89,9.47,14.15,6.96,2.76,1.59,2.87,6.16,0,45.49,33.33,5.74,24.49,4.93,7.91,12.26,17.08,1.53,1.57,96.79,0.66,59.97,4.25,46.79,27.46,31.37,8.4,1.5,0.94,65.19,27.25,8.27,11.61,2.61,16.84,7.73,6.95,3.32,4.47,5.03
1982-06-30,6.99,25.49,6.03,32.54,5.19,40.14,4.63,2.32,3.47,1.99,0.79,0.29,0.52,1.1,0,11.64,17.38,3.0,1.51,4.09,6.57,13.36,11.67,1.21,1.25,42.67,0.29,25.35,1.79,24.82,14.57,16.64,2.26,0.41,0.21,31.85,14.57,4.4,6.18,1.39,0.0,3.82,18.69,0.77,0.0,5.45
1982-07-31,0.84,8.96,3.01,16.36,1.97,14.55,0.6,0.35,0.52,1.19,0.47,0.08,0.14,0.31,0,4.81,4.2,0.72,0.25,2.05,3.28,7.62,3.33,0.41,0.42,12.14,0.08,7.08,0.5,8.96,5.26,6.01,0.62,0.11,0.09,10.16,5.87,2.65,3.72,0.84,0.0,2.56,0.0,0.25,9.78,3.24
1982-08-31,0.18,2.48,1.43,3.11,0.42,0.99,0.76,0.0,0.0,0.64,0.25,0.02,0.04,0.07,0,3.01,1.97,0.34,0.0,0.57,0.91,1.86,0.0,0.0,0.0,3.8,0.03,2.47,0.17,2.15,1.26,1.44,0.12,0.02,0.02,1.97,1.32,0.76,1.07,0.24,0.0,0.88,2.8,0.12,0.0,1.03
1982-09-30,0.27,2.81,1.13,6.59,0.35,4.9,1.16,0.35,0.52,0.51,0.2,0.03,0.05,0.1,0,3.43,0.0,0.0,1.71,0.53,0.85,1.5,1.03,0.67,0.69,5.07,0.03,1.95,0.14,2.5,1.47,1.68,0.19,0.03,0.14,1.96,3.01,1.99,2.79,0.63,3.04,3.89,0.0,0.5,2.19,0.89
1982-10-31,1.5,8.15,2.24,13.47,2.02,16.37,2.66,2.7,4.03,1.47,0.58,0.14,0.26,0.55,0,7.72,5.38,0.93,0.0,1.58,2.53,2.45,3.92,0.59,0.61,18.87,0.13,11.09,0.79,5.49,3.22,3.68,1.56,0.28,0.62,13.55,5.04,4.31,6.05,1.36,0.0,6.74,0.0,4.3,0.0,1.25
1982-11-30,2.01,8.84,4.81,4.26,1.52,16.28,3.05,2.9,4.33,2.35,0.93,0.4,0.72,1.55,0,19.0,12.42,2.14,2.15,0.89,1.43,1.5,1.44,1.03,1.05,33.03,0.22,19.45,1.38,6.58,3.86,4.41,2.89,0.52,1.48,14.72,4.07,5.41,7.59,1.71,0.61,7.42,18.72,10.06,35.49,0.89
1982-12-31,2.43,10.41,13.16,3.39,1.02,18.85,2.08,3.72,5.56,8.52,3.38,1.25,2.25,4.82,0,47.6,41.62,7.17,21.71,0.8,1.29,1.1,0.87,1.11,1.14,75.96,0.52,47.24,3.34,7.7,4.52,5.16,3.95,0.71,2.4,17.34,4.02,7.16,10.05,2.26,29.8,15.87,22.14,25.91,67.36,0.73
