,I_BVC007,I_SFS033,I_PCRST,I_SFS030,I_NFS033,I_MIL003,I_ANG017,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_LYONS,I_SPICE,I_NFS009,I_NFS005,I_BEARD,I_MFS013,I_TULOC,I_STS059,I_STS072
2020-02-29,1.78,0.66,0.99,0.08,2.35,0.74,0.36,0.95,0.74,1.35,6.31,1.78,0.35,3.42,5.12,0.29,0.92,0.29,0.49,0.1,5.27
2020-03-31,2.07,1.22,1.82,0.24,4.18,0.86,0.42,1.22,0.96,3.08,8.72,2.46,1.06,4.77,8.96,0.5,1.35,0.43,3.57,0.76,23.58
2020-04-30,7.25,5.99,8.99,0.34,15.84,3.02,1.48,6.13,4.82,15.24,27.77,7.83,1.53,17.29,33.91,1.91,4.12,1.3,4.04,0.86,34.78
2020-05-31,4.59,9.45,14.17,0.25,16.61,1.91,0.94,11.75,9.23,26.59,25.81,7.28,1.11,20.23,27.45,1.55,3.5,1.11,0.77,0.16,6.89
2020-06-30,1.22,1.85,2.77,0.07,1.59,0.51,0.25,5.97,4.69,10.99,8.1,2.29,0.31,4.14,4.18,0.24,1.89,0.6,0.36,0.08,2.43
2020-07-31,0.52,0.16,0.24,0.04,0.16,0.22,0.11,1.61,1.27,2.87,2.75,0.78,0.19,1.12,1.71,0.1,0.9,0.29,0.2,0.04,0.0
2020-08-31,0.3,0.07,0.1,0.03,0.11,0.12,0.06,0.74,0.58,0.89,2.02,0.57,0.12,1.31,1.5,0.08,0.6,0.19,0.22,0.05,0.0
2020-09-30,0.25,0.02,0.03,0.08,0.05,0.1,0.05,0.4,0.32,1.9,0.42,0.12,0.33,0.42,0.51,0.03,0.54,0.17,0.13,0.03,0.0
2020-10-31,0.28,0.0,0.0,0.02,0.0,0.12,0.06,0.24,0.19,1.54,0.44,0.12,0.1,1.88,0.86,0.05,0.3,0.09,0.02,0.0,0.0
2020-11-30,0.41,0.0,0.0,0.04,0.17,0.17,0.08,0.26,0.2,0.73,0.0,0.0,0.17,0.52,0.04,0.0,0.0,0.0,0.06,0.01,0.83
2020-12-31,0.49,0.05,0.08,0.05,0.27,0.2,0.1,0.41,0.32,0.74,1.8,0.51,0.22,0.71,0.06,0.0,0.54,0.17,0.23,0.05,0.73
2021-01-31,0.55,0.18,0.28,0.04,0.98,0.23,0.11,0.51,0.4,1.63,1.51,0.42,0.18,2.08,0.29,0.02,0.6,0.19,1.87,0.4,12.02
2021-02-28,0.97,0.56,0.84,0.17,1.25,0.4,0.2,0.61,0.48,1.49,3.51,0.99,0.75,2.0,3.08,0.17,0.75,0.24,0.99,0.21,9.89
2021-03-31,1.82,0.95,1.42,0.17,2.61,0.76,0.37,0.98,0.77,2.47,6.81,1.92,0.73,3.78,6.35,0.36,1.13,0.36,1.16,0.25,10.3
2021-04-30,2.83,4.64,6.96,0.08,12.52,1.18,0.58,5.02,3.94,10.41,15.73,4.44,0.35,12.63,17.45,0.98,1.89,0.6,0.52,0.11,9.44
2021-05-31,1.23,5.21,7.82,0.03,6.97,0.51,0.25,8.79,6.91,15.34,13.77,3.88,0.14,10.0,7.32,0.41,1.58,0.5,0.4,0.08,4.52
2021-06-30,0.33,0.48,0.73,0.04,0.43,0.14,0.07,3.9,3.06,5.95,4.35,1.23,0.16,2.8,0.54,0.03,0.09,0.03,0.18,0.04,2.01
2021-07-31,0.15,0.09,0.13,0.02,0.16,0.06,0.03,1.0,0.79,0.67,2.52,0.71,0.1,1.56,0.0,0.0,0.47,0.15,0.11,0.02,0.0
2021-08-31,0.1,0.01,0.01,0.03,0.03,0.04,0.02,0.53,0.41,2.5,0.0,0.0,0.14,0.4,0.0,0.0,0.08,0.03,0.09,0.02,5.14
2021-09-30,0.11,0.02,0.04,0.02,0.01,0.05,0.02,0.31,0.25,3.26,0.0,0.0,0.08,1.91,2.28,0.13,0.0,0.0,0.07,0.01,0.0
